Spout_wait,Spliters,Counters,Throughput+,Latency-
6,6,6,10444,274.18
5,1,8,7887.1,365.52
1,5,17,10090,268.18
7,4,13,8379.3,337.84
7,6,10,7393.8,370.1
7,5,4,7337.5,370.5
100,6,5,6880.9,381.31
6,2,2,9638.7,304.03
4,5,13,10187,271.87
5,2,9,9351.5,296.93
1,2,12,9053,306.24
10000,1,11,278.67,8888.5
9,6,13,7627.6,387.58
4,4,5,10280,285.3
1,1,2,7005.6,384.57
60000,2,9,160,57645
8,2,5,6789.8,450.49
1,3,7,9484.2,281.69
9,2,8,6677.4,403.37
4,4,8,9790.1,278.59
100,2,8,6675.4,421.88
100,1,4,5001.1,549.48
2,2,1,8689.6,351.3
60000,2,1,185.8,46488
100,6,6,7276.7,412.97
4,2,12,9053.5,311.32
1000,4,6,2519.3,962.56
1000,1,17,2517.2,1030.1
60000,1,5,158,50406
1000,3,10,2863.1,956.06
6,1,13,7614.8,371.37
1000,3,15,2809.4,976.45
2,4,16,9921.8,273.4
10,6,3,7731.3,381.73
8,6,16,7835.5,365.47
6,6,11,10183,267.11
6,2,13,8194.6,305.47
5,5,6,9465.1,269.73
4,1,16,7213.8,370.17
1000,6,13,2898.9,928.59
10000,2,11,317,8391.3
2,1,16,6403.8,403.02
1,4,1,10382,276.56
10000,4,15,376.06,7556.4
7,4,17,8703.1,335.14
1,6,9,9817.1,279.38
1,2,14,8300.4,317.24
2,6,9,9868.1,273.86
1000,3,1,2748.4,954.29
1000,4,14,2822.4,940.57
