Max_spout,Spliters,Counters,Throughput+,Latency-
100,3,18,21195,49.925
100,3,3,18806,58.44
10,3,18,15905,6.7601
10000,6,15,27720,745.04
1,2,1,4508.5,2.4379
10000,1,9,21076,5170.7
10,3,1,8400,12.509
1000,6,1,9328.2,1175
10,1,1,9276.1,12.039
1,2,9,4752.9,2.2133
10,2,3,19208,5.7214
1.00E+06,3,9,21188,1713.5
1.00E+05,1,1,9136.9,82037
1.00E+06,1,15,58616,84497
1.00E+05,6,9,27096,843.62
10,6,3,17814,5.4526
10,3,3,16797,6.415
1,6,12,5120.9,1.9902
1,2,18,4606.4,2.2191
1.00E+05,6,15,27609,931.89
1,3,1,5384.6,1.9707
100,6,6,24578,38.387
1,2,3,4747.2,2.1477
1000,2,12,38846,299.2
1,1,12,4275.4,2.3254
1.00E+05,6,3,21885,1960.1
1.00E+05,1,15,21114,46172
10,3,9,17217,5.9988
1.00E+06,1,1,57603,99722
1.00E+05,2,12,35034,28760
1.00E+05,3,6,21296,1548.2
10,2,9,22005,4.774
1.00E+05,1,3,18463,48084
1000,6,18,27640,300.68
10,6,1,8667.5,12.546
1000,3,1,10065,1100.4
100,1,3,21959,53.857
1,1,15,4422.9,2.3844
10,2,18,22140,4.9532
1.00E+06,6,18,28388,887.67
1.00E+05,3,1,10023,70985
100,2,6,28972,44.161
100,6,1,10467,102.54
100,6,18,25682,29.727
1,3,15,5143,2.0329
10000,1,6,20267,5414.6
1000,6,12,27644,254.64
1.00E+06,1,12,55320,91290
1,1,18,4382.4,2.3919
10,3,6,17061,6.2092
