Spout_wait,Spliters,Counters,Throughput+,Latency-
9,4,3,6954.6,381.54
8,2,4,6041.8,454.06
60000,3,9,169.83,37314
5,4,6,10132,278.23
1000,1,4,2542.1,1076.5
8,3,9,6226.2,407.85
6,1,8,7328.4,388.29
9,6,3,7033.1,400.69
60000,1,11,185,44398
9,5,2,7576.9,375.17
10000,5,8,413.38,6945.1
100,6,5,6880.9,381.31
1000,6,16,2824.7,923.69
1,1,7,7380.4,393.85
1,5,11,10250,261.07
1,1,8,6860.6,384.95
1,6,13,10510,262.29
3,2,9,8925.2,304.48
4,4,9,10223,290.97
7,4,2,9058.4,305.6
7,1,18,6575.9,457.98
1000,3,8,2449.6,969.69
7,3,2,8739,328.06
4,5,3,10583,277.64
3,5,13,9921.9,286.77
6,5,14,10222,265.37
6,6,15,10434,263.27
1,3,4,9102.1,290.05
2,4,8,9664.4,274.13
3,5,10,10495,263.89
7,4,13,8379.3,337.84
10,5,3,7129.4,409.28
10,4,3,7362,375.43
60000,4,16,168.4,36534
6,6,9,10324,272.49
9,6,10,7196.9,374.56
8,6,13,6509.8,413.68
7,4,3,8305.5,346.67
100,5,10,7088.2,374.49
9,3,15,7424.6,395.16
8,1,16,5113.7,539.64
60000,4,14,419.33,33629
8,3,7,7203.6,388.83
7,5,14,7571.9,369.69
7,1,3,7360.1,370.6
3,3,18,10769,269.77
2,4,10,11015,270.75
3,3,1,10409,266.53
1000,2,3,2705.5,1055.2
10000,3,10,295.12,8210.8
