Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,2,1,38501,72876
1,1,15,4422.9,2.3844
100,2,3,24998,49.584
1,3,12,5131.6,2.0329
1,1,12,4275.4,2.3254
1000,6,12,27644,254.64
1,6,15,4999.7,2.0329
1.00E+05,3,15,21716,1473.6
1.00E+05,1,1,9136.9,82037
1,1,3,4508.5,2.2534
100,3,3,18806,58.44
10000,3,12,20768,1526.2
1000,3,12,25959,435.89
1.00E+05,1,3,18463,48084
1000,6,15,27234,277.65
1.00E+06,6,3,22139,1764.9
10,6,9,19413,5.2046
100,2,9,30659,36.679
100,2,18,33784,32.883
100,1,3,21959,53.857
10,3,3,16797,6.415
1.00E+06,1,1,57603,99722
10000,6,18,29288,898.52
1.00E+06,6,6,28016,890.11
1.00E+06,6,12,28919,741.02
10000,3,18,21871,1573.4
10,3,9,17217,5.9988
10,1,6,15094,7.4457
100,3,12,21451,50.043
1.00E+06,1,6,54006,89234
1.00E+06,2,9,72394,58477
10,3,15,16905,6.2653
10,6,15,19637,4.6353
1.00E+05,1,15,21114,46172
1.00E+05,6,3,21885,1960.1
100,1,18,23184,47.306
1.00E+05,1,12,22344,43826
100,1,12,22410,48.032
100,2,6,28972,44.161
1.00E+05,6,9,27096,843.62
10000,6,12,27995,832.75
1000,3,6,21866,471.82
100,2,1,9506.6,109.87
10000,1,1,9549.7,10420
1,3,3,5591.7,1.9243
1.00E+05,3,6,21296,1548.2
10,2,6,21618,4.8312
100,6,3,22524,47.047
1,3,9,5258.3,2.0457
1000,2,1,9034.6,1217.3
