Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,12,1.05E+07,2048,15139,131.67
3,3,12,2.62E+05,1024,18349,167.46
1,3,1,1.05E+08,512,8423.9,112.78
3,6,1,1.05E+07,512,8560.2,354.29
2,6,9,1.05E+06,2048,14215,138.06
2,3,1,2.62E+05,1024,9742.7,203.4
3,2,2,1.05E+06,1024,11309,270.13
2,6,2,2.62E+05,512,11742,166.74
3,6,3,1.05E+07,2048,14052,211.81
3,6,12,1.05E+08,1024,18972,167.87
1,1,9,1.05E+07,512,15037,64.194
2,2,9,1.05E+06,512,14408,141.85
1,2,2,1.05E+06,1024,11303,85.569
3,6,2,1.05E+06,2048,11313,260.59
2,1,9,2.62E+05,1024,14350,137.56
3,6,1,5.24E+06,1024,8413.5,360.16
1,2,9,5.24E+06,2048,19063,53.326
3,2,9,1.05E+07,1024,15773,201.11
2,2,1,2.62E+05,512,8214.7,249.49
2,6,1,5.24E+06,2048,9897.6,196.87
2,2,1,1.05E+07,2048,8674.8,231.9
3,6,2,1.05E+08,2048,12107,248.1
3,6,9,1.05E+08,2048,17092,179.91
1,6,6,1.05E+08,1024,12891,77.633
1,2,12,5.24E+06,2048,20050,51.366
3,6,9,1.05E+06,512,17254,177.23
1,3,1,1.05E+08,2048,8483.2,115.66
1,3,3,1.05E+08,512,12307,79.414
1,6,9,5.24E+06,512,13396,72.962
3,3,6,1.05E+07,1024,15353,196.48
3,6,2,1.05E+08,512,11880,255.51
2,3,6,2.62E+05,1024,12656,158.11
2,1,9,5.24E+06,1024,13662,148.99
3,3,1,2.62E+05,2048,8533,352.64
3,6,9,1.05E+08,1024,16990,177.94
2,3,2,1.05E+06,1024,11577,176.46
3,6,9,1.05E+06,1024,17526,177.35
3,3,3,5.24E+06,512,13722,218.52
2,6,9,1.05E+07,512,14507,142.06
1,2,3,2.62E+05,2048,14302,67.396
2,1,1,1.05E+06,2048,7851.3,262.75
2,2,12,1.05E+07,1024,14617,138.01
3,6,6,1.05E+08,512,15787,191.95
3,1,9,1.05E+06,512,12287,249.69
2,1,9,1.05E+07,1024,13875,143.54
1,2,2,1.05E+08,2048,11455,83.516
2,2,3,1.05E+06,2048,12288,162.39
