A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,1,1,1,1,1,0,1,1,253.47,15
1,1,1,1,1,0,1,0,0,1,1,238.2,28
1,1,0,0,1,0,1,1,0,0,0,213.85,15
1,1,0,1,0,1,1,0,0,0,0,203.93,29
1,1,0,0,0,0,0,0,1,1,1,249.99,28
1,1,1,1,1,0,1,1,0,0,0,218.15,14
1,0,1,0,1,0,1,0,1,1,0,242.09,28
1,1,1,1,1,1,0,1,1,0,0,234.08,18
1,1,1,0,1,1,0,0,0,0,1,219.31,28
1,0,0,1,1,1,1,0,0,0,1,216.91,29
1,1,0,1,1,1,1,1,1,0,0,231.16,19
1,1,1,1,1,0,0,1,1,1,0,253.96,19
1,0,1,1,1,0,0,1,0,1,0,237.44,15
1,1,1,0,1,0,0,0,1,0,0,223.3,29
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,0,0,1,0,1,1,1,1,1,0,248.81,20
1,0,1,0,1,0,1,1,0,1,0,234.55,15
1,0,0,0,1,0,1,0,1,1,0,239.93,28
1,0,0,1,0,0,0,1,1,0,1,245.5,17
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,1,1,1,1,1,0,1,0,1,1,253.98,15
1,1,0,0,0,0,0,1,1,1,0,251.58,19
1,0,1,0,1,0,0,1,1,1,1,262.66,19
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,1,1,0,1,0,0,0,0,0,0,205.99,26
1,1,1,1,1,0,1,1,1,0,1,250.6,18
1,1,1,0,1,1,1,0,1,1,0,245.7,28
1,1,1,0,1,1,0,0,1,0,0,222.52,29
1,1,1,0,1,0,1,1,1,1,0,254.34,19
1,0,1,0,1,0,1,1,1,0,1,248.42,18
1,0,1,1,1,0,1,1,0,0,0,214.31,14
1,1,0,1,0,1,1,1,1,0,0,228.97,19
1,0,0,1,1,1,1,0,1,0,1,234.65,29
1,0,0,0,0,1,1,0,0,0,0,200.92,29
1,0,1,0,1,0,1,1,1,1,1,263.79,19
1,1,0,1,0,1,0,0,1,1,0,243.12,28
1,1,0,0,0,0,1,1,1,1,0,253.15,19
1,1,1,0,1,1,1,1,1,0,0,233.28,19
1,1,0,1,0,1,0,1,1,0,1,247.87,18
1,0,0,0,1,0,1,1,0,1,0,234.25,16
1,0,1,1,1,1,1,1,1,1,0,252.14,20
1,0,0,1,1,1,1,1,1,0,1,249.36,18
1,1,0,0,1,1,1,0,0,0,1,216.87,28
1,0,0,0,1,1,0,0,1,0,1,233,28
