Max_spout,Spliters,Counters,Throughput+,Latency-
100,2,1,8746,117.57
1.00E+06,1,1,43406,83233
10000,3,15,21523,1524.7
10000,2,3,22333,5447.8
10,6,15,19157,5.0006
1.00E+05,2,18,31825,28692
10000,3,18,21380,1384.5
100,6,1,9214.4,116.13
10000,6,1,21157,1439.6
10,3,3,14591,7.6695
10000,2,9,30161,3483.2
10,3,12,17130,6.2694
1000,3,3,19036,595.91
1,2,1,4294.7,4.7793
10,1,3,12697,9.2121
100,6,6,21587,48.702
1000,3,15,22132,468.71
1,1,9,4156.9,2.5688
100,3,6,20045,58
1.00E+06,6,6,25226,856.82
1.00E+06,1,15,44024,74403
1,6,6,4847.1,2.1376
1000,6,3,22423,465.98
1000,6,15,25833,251.19
1000,6,18,24255,336.78
1.00E+05,2,15,32561,27907
100,2,6,20814,53.103
1000,2,12,32399,332.68
100,1,18,20121,56.687
1.00E+05,1,9,36900,17797
100,3,12,20821,56.731
1.00E+06,6,18,26933,979.55
10,1,15,16019,7.3717
10000,6,6,26660,815.83
1000,3,6,19858,549.73
1000,6,6,25492,310.14
10,3,6,15736,7.2908
10,2,12,20233,5.7734
1.00E+06,2,1,38992,72496
10000,6,12,25977,1047.6
10000,2,1,7431.5,13541
1.00E+05,6,6,26583,1151.3
1.00E+05,1,15,20828,41317
10,6,9,20066,5.0202
100,2,12,26373,40.169
10000,1,6,29612,4304.9
1.00E+06,1,18,50783,65193
1000,2,15,33549,321.53
1.00E+05,1,12,19390,41428
10000,3,1,8683.1,8988
