Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,10000,6,10,1.00E+05,1.00E+05,1.42E+05,416.54
3,100,18,60,1.00E+05,10000,39880,63.314
3,100,9,120,1.00E+07,10000,38817,81.938
3,100,18,60,2.00E+06,10000,38423,70.304
3,10,1,60,1.00E+05,10000,939.69,308.17
1,10,2,60,1.00E+07,10000,9078.2,10
3,10,9,300,1.00E+05,1000,16327,16.612
1,1000,1,60,1.00E+05,1.00E+05,494.83,30125
3,100,3,300,1.00E+05,10000,39118,66.846
1,10,9,10,1.00E+07,1000,34577,2.4107
1,1000,1,10,2.00E+06,10000,401.06,21051
1,10000,6,10,1.00E+05,1000,1.40E+05,347.24
3,10,9,10,1.00E+06,10000,15458,17.465
1,1000,1,300,1.00E+06,1000,3143.8,2904.6
3,10,18,10,1.00E+07,1000,11533,23.344
1,10,2,10,1.00E+06,1.00E+05,1096.3,80.847
1,1000,18,10,1.00E+07,1000,59044,140.74
1,1000,18,300,1.00E+07,10000,56201,201.42
1,1000,3,120,2.00E+06,1000,72189,103.15
1,1000,3,10,1.00E+05,1.00E+05,72630,96.536
3,1000,1,1,1.00E+05,1000,7648.5,3721.7
1,10000,12,60,1.00E+07,1.00E+05,1.55E+05,494.34
1,10000,6,1,1.00E+06,1000,1.34E+05,361.14
1,10,2,300,1.00E+07,1000,26698,3.5085
1,10000,2,10,2.00E+06,10000,2170,33156
1,10000,3,300,1.00E+05,10000,1.40E+05,360.29
3,100,18,60,1.00E+07,1.00E+05,37170,90.91
1,10000,18,300,2.00E+06,1000,1.56E+05,433.45
3,1000,9,60,1.00E+07,1000,1.17E+05,251.13
1,1000,1,300,1.00E+07,1.00E+05,529.8,22104
3,100,12,10,2.00E+06,1.00E+05,39120,65.221
1,10,3,1,1.00E+06,1000,35063,2.1
3,1000,1,300,1.00E+05,10000,818.24,25141
3,100,15,60,1.00E+06,10000,39523,66.607
1,10000,15,1,2.00E+06,1.00E+05,1.51E+05,400.09
3,1000,9,60,1.00E+06,1000,1.29E+05,187.1
1,100,1,300,2.00E+06,1000,34607,25.149
3,100,2,60,2.00E+06,10000,14165,891.13
3,100,6,300,1.00E+06,10000,40721,67.975
3,10000,1,300,1.00E+05,1.00E+05,5751.4,18115
3,1000,6,120,1.00E+07,1000,1.18E+05,240.94
1,1000,1,120,1.00E+07,10000,413.76,21706
1,100,18,120,1.00E+07,10000,19242,66.913
3,100,3,120,2.00E+06,1.00E+05,40462,66.838
3,10,1,1,2.00E+06,1.00E+05,98.312,2835.4
1,1000,18,1,1.00E+06,1.00E+05,62560,117.16
1,10,18,10,1.00E+05,10000,35698,2.012
1,100,18,120,1.00E+06,1.00E+05,19844,42.136
1,1000,2,1,1.00E+06,10000,1492.6,6000.2
3,10,1,300,1.00E+05,1.00E+05,80.812,2791
1,100,9,300,1.00E+07,1000,35181,24.837
3,1000,9,300,1.00E+05,1.00E+05,1.30E+05,178.63
1,100,9,1,1.00E+07,1000,30919,27.223
1,100,2,120,1.00E+05,1.00E+05,1140.4,816.42
3,10,18,60,2.00E+06,1000,11400,22.636
1,10000,3,10,1.00E+07,1.00E+05,1.48E+05,379.21
3,10,3,1,1.00E+07,1000,14684,19.442
3,1000,3,1,1.00E+07,1.00E+05,1.19E+05,213.06
3,100,18,10,1.00E+05,1000,39250,65.944
3,10000,6,10,1.00E+05,10000,2.10E+05,1114
1,10,2,60,1.00E+06,1000,24767,3.585
3,100,9,10,1.00E+07,1.00E+05,34188,75.513
3,10000,2,300,2.00E+06,10000,14705,8563.9
3,10,9,60,1.00E+06,10000,14480,17.146
1,1000,15,120,1.00E+07,1.00E+05,57387,168.36
3,1000,18,60,2.00E+06,1.00E+05,1.17E+05,217.33
1,10000,9,60,2.00E+06,1000,1.46E+05,456.8
3,10000,3,1,1.00E+06,1000,1.95E+05,1147.3
1,100,18,60,1.00E+07,10000,18749,53.049
1,10000,1,300,1.00E+06,10000,3716.6,29777
1,10000,12,10,1.00E+07,1.00E+05,1.60E+05,455.51
1,1000,15,1,2.00E+06,10000,59728,115.93
3,100,2,300,2.00E+06,10000,14565,884.57
1,10,3,1,1.00E+05,1000,36574,2.091
3,10000,12,10,2.00E+06,1000,2.25E+05,1041
1,100,2,300,1.00E+07,10000,6599.6,171.83
3,10,3,60,1.00E+05,1000,15536,17.057
3,10000,18,10,1.00E+05,1.00E+05,2.07E+05,1120.2
1,10,1,10,1.00E+07,10000,6281.5,14.308
1,1000,2,120,1.00E+06,1.00E+05,338.75,9393.3
