Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,3,3,19409,1785
10000,3,15,22331,1447.1
10,3,18,15905,6.7601
1.00E+05,2,3,26935,35250
1.00E+05,6,1,10376,64210
1.00E+06,1,1,57603,99722
1.00E+06,6,3,22139,1764.9
100,3,6,21693,52.732
100,6,1,10467,102.54
1.00E+06,1,15,58616,84497
1.00E+05,2,6,30621,30120
10,6,1,8667.5,12.546
10000,1,15,20039,5536.3
1.00E+06,3,6,18902,1623.2
1000,6,3,22884,424.46
1.00E+06,3,18,20184,1516.5
1000,1,12,25936,446.51
100,3,12,21451,50.043
10,2,12,21765,4.8266
10000,2,6,33463,3441.6
1.00E+05,6,12,29156,697.91
10,6,12,20995,4.3988
100,2,12,33320,34.184
1,2,6,4794.6,2.289
1.00E+06,1,18,58326,86354
1000,2,15,38350,294.81
10000,2,15,34157,3154.6
1000,3,15,23466,447.55
10000,2,1,8922.4,11828
1000,3,9,22074,480.99
1.00E+06,1,12,55320,91290
1.00E+06,3,9,21188,1713.5
1.00E+05,3,3,18567,1733.9
100,6,9,23012,37.855
1000,1,3,22456,495.85
1.00E+06,2,6,56964,72319
1000,6,1,9328.2,1175
10,6,9,19413,5.2046
100,1,1,10747,111.5
1,6,12,5120.9,1.9902
100,1,9,23144,48.175
1,3,18,5160.4,2.0543
10000,2,18,31974,3259.4
10,3,6,17061,6.2092
1,1,1,4602.9,2.25
100,3,1,9885.2,117.19
100,2,15,31867,33.133
1.00E+06,3,1,51244,80453
1.00E+05,2,12,35034,28760
10,2,18,22140,4.9532
