Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,17,69097,127.68
10000,1,9,64300,1468.8
100,6,6,46332,21.147
10,3,2,32680,3.058
1.00E+06,4,15,56222,821.53
100,4,12,50747,19.686
1.00E+06,1,18,82514,44566
10,3,11,30027,3.3538
10,5,15,28524,3.5358
1,5,4,6534.9,1.5195
1.00E+05,2,7,65050,11657
1000,1,8,53505,174.83
100,6,14,48914,19.031
1.00E+05,3,18,58816,812.4
1000,2,16,63510,116.06
1.00E+05,3,4,53934,1229.4
1000,6,9,47213,181.57
1000,5,17,59520,172.09
1,5,14,6400.4,1.5555
1.00E+06,1,10,73506,40071
1.00E+05,6,16,47476,535.45
100,5,5,45951,22.136
10000,2,6,64663,1539
1.00E+05,6,10,44348,551.68
1,2,18,5351.2,1.8451
1.00E+05,4,11,55317,784.34
100,1,16,55413,17.56
1,1,16,5283.2,1.9688
10000,1,16,65010,1635
1.00E+06,3,18,57632,871.26
1,3,5,7130.9,1.4207
1.00E+06,3,6,55815,784.2
1.00E+05,3,5,50951,825.53
1000,3,2,60799,166.47
1,1,7,5377.6,1.8759
1000,2,12,62880,143.2
10,1,11,27273,3.5566
10,2,9,30945,3.2195
1,1,11,5300.4,1.9305
10,5,5,31592,3.2717
100,6,18,45666,19.374
1.00E+05,5,11,54720,827.53
1000,1,6,55423,176.69
10,1,17,27657,3.6694
1.00E+05,2,12,79475,10377
100,4,16,52702,18.764
10000,5,1,26744,1486.5
1.00E+06,3,15,59941,860.92
100,5,17,53022,18.921
1000,3,10,55308,184.64
