Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,1000,9,10,1.00E+07,10000,74505,116.06
3,1000,18,120,1.00E+05,1000,1.13E+05,217.27
1,1000,6,1,1.00E+06,10000,73049,93.515
1,100,9,300,2.00E+06,1.00E+05,37402,20.037
3,10,9,300,1.00E+07,1.00E+05,14997,18.455
1,10,2,300,1.00E+06,10000,9285.6,9.2364
3,10000,2,1,1.00E+05,1.00E+05,10373,9394
1,10000,15,120,1.00E+07,1.00E+05,1.45E+05,538.87
1,100,6,10,1.00E+05,1000,40724,19.566
1,10000,9,10,1.00E+05,1000,1.61E+05,364.84
1,10,18,120,1.00E+06,1000,35870,2.0211
1,10,3,120,1.00E+06,10000,36449,2.22
1,100,2,120,2.00E+06,10000,6281.6,166.03
1,100,2,300,1.00E+05,1000,18589,50.174
3,10000,3,60,1.00E+07,10000,2.08E+05,1166
3,10,12,10,2.00E+06,1.00E+05,11151,23.16
3,100,15,10,1.00E+05,1000,41737,62.524
3,100,6,300,1.00E+07,1000,36005,78.768
3,1000,6,300,1.00E+06,10000,1.25E+05,191.71
3,1000,18,60,1.00E+06,10000,1.14E+05,216.56
1,100,12,60,1.00E+07,1000,38694,22.725
1,100,6,60,2.00E+06,1000,35596,18.895
3,10000,12,300,1.00E+05,1.00E+05,2.04E+05,1131
1,10,15,300,1.00E+05,10000,37141,2.0595
1,10,6,120,2.00E+06,10000,36481,1.9869
3,100,9,10,2.00E+06,1.00E+05,36941,63.826
3,1000,1,300,1.00E+05,1.00E+05,774,19425
1,10,6,300,2.00E+06,1000,37135,2.0982
1,1000,12,1,1.00E+07,1.00E+05,52971,189.42
1,10,3,10,1.00E+07,1000,36304,2.1963
1,10000,2,60,2.00E+06,10000,3801.5,24543
1,10,2,10,1.00E+05,10000,10316,8.8329
3,100,6,10,1.00E+05,1000,37747,66.468
3,10,15,120,1.00E+06,1.00E+05,12478,22.342
1,100,9,10,1.00E+06,1000,38576,20.703
3,10000,18,60,1.00E+05,10000,2.01E+05,1099.8
3,100,1,60,1.00E+05,1000,6626.7,433.93
3,100,2,300,1.00E+05,1.00E+05,11497,8128.6
3,1000,6,1,1.00E+05,10000,1.33E+05,184.55
3,1000,15,1,1.00E+07,10000,99353,319.92
1,100,3,10,1.00E+07,1.00E+05,36395,20.314
3,10000,6,120,1.00E+06,1000,2.07E+05,1105.5
3,10,12,300,1.00E+05,10000,11555,25.128
3,10000,12,10,1.00E+06,10000,1.99E+05,1229.8
1,10000,12,120,1.00E+05,1.00E+05,1.54E+05,417.42
1,100,12,10,1.00E+05,1000,39081,19.529
3,10000,15,10,1.00E+06,10000,2.09E+05,1261.8
3,1000,1,120,1.00E+06,1000,7833.8,3680.6
3,10000,15,300,2.00E+06,10000,2.10E+05,1181
1,10000,3,10,1.00E+05,1.00E+05,1.31E+05,370.78
3,100,9,1,1.00E+05,10000,38150,64.105
3,1000,12,1,1.00E+05,10000,1.34E+05,182.17
3,10000,2,300,1.00E+06,10000,12931,8949.2
1,100,18,10,1.00E+05,10000,22051,37.873
1,10,2,60,2.00E+06,1.00E+05,1297.9,75.165
3,10000,2,120,2.00E+06,10000,15185,9120
3,1000,1,300,1.00E+05,10000,818.24,25141
1,100,6,1,1.00E+07,1.00E+05,32596,24.884
1,1000,9,10,2.00E+06,1000,75745,101.37
3,10000,9,1,1.00E+06,1000,1.99E+05,1101.6
3,1000,18,120,1.00E+07,1000,1.03E+05,286.84
3,100,2,10,1.00E+06,1.00E+05,11373,7819.9
3,10000,3,1,2.00E+06,10000,2.07E+05,1086.9
1,1000,2,60,1.00E+05,1000,9247.4,924.08
1,1000,9,60,1.00E+07,10000,70762,101.43
1,1000,15,10,1.00E+05,1.00E+05,62542,121.09
1,10,12,1,1.00E+07,1.00E+05,22199,4.3922
3,10000,9,60,1.00E+07,10000,2.07E+05,1182.2
1,10000,15,120,1.00E+06,1000,1.60E+05,469.88
1,10000,12,10,2.00E+06,10000,1.57E+05,450.48
3,100,3,300,1.00E+07,1.00E+05,38845,65.453
1,10000,2,60,1.00E+06,1000,4925.7,13861
1,10,2,300,1.00E+05,10000,11962,7.821
1,100,6,300,1.00E+05,10000,39369,21.275
1,100,6,120,2.00E+06,1000,38454,18.455
3,10000,18,60,2.00E+06,1000,1.99E+05,1109.4
1,1000,15,1,1.00E+06,1.00E+05,61781,120.88
1,100,2,1,2.00E+06,1.00E+05,529.39,1082.3
1,10000,18,60,1.00E+05,1000,1.51E+05,432.88
3,10000,15,10,1.00E+07,10000,2.03E+05,1467.6
1,10,9,1,1.00E+05,1000,35656,2.0945
3,100,12,10,2.00E+06,1.00E+05,39120,65.221
3,1000,3,10,1.00E+07,1.00E+05,1.34E+05,207.07
1,100,15,300,1.00E+06,10000,21980,38.404
3,100,18,60,1.00E+07,10000,35038,82.128
3,100,3,120,1.00E+06,1000,38305,66.313
1,100,15,1,1.00E+05,1.00E+05,41062,19.456
1,100,12,120,1.00E+07,1000,32388,22.992
3,10,12,60,1.00E+07,10000,11479,22.264
1,100,2,1,1.00E+06,1.00E+05,455.29,1044.6
1,1000,1,300,2.00E+06,1000,3104.1,2909.6
1,1000,2,60,1.00E+06,1000,9356.6,929.96
3,10000,3,60,2.00E+06,1.00E+05,2.02E+05,1155.5
3,1000,1,60,1.00E+07,1.00E+05,867.43,20289
3,10,9,60,1.00E+07,1000,14646,17.406
1,10,15,10,1.00E+06,1000,37373,2.0619
3,1000,2,1,1.00E+05,1.00E+05,1882.5,9214.3
3,1000,3,300,1.00E+05,1000,1.30E+05,188.73
3,10000,2,300,1.00E+07,1000,41300,9502
1,10000,6,10,1.00E+07,10000,1.24E+05,419.27
3,100,6,300,1.00E+06,1000,40381,65.434
1,1000,9,10,1.00E+06,10000,78766,87.645
3,1000,3,120,1.00E+06,10000,1.29E+05,203.12
1,100,6,120,1.00E+07,1000,33719,23.812
1,100,18,10,1.00E+07,1000,22143,50.144
1,1000,18,10,2.00E+06,10000,54550,137
3,1000,15,300,1.00E+06,1000,1.18E+05,211.96
3,10,3,1,1.00E+06,1000,16078,17.564
1,10000,6,120,1.00E+06,10000,1.38E+05,378.71
3,10000,12,120,1.00E+06,1000,2.15E+05,1145.9
1,10000,1,1,1.00E+06,1000,2702.1,26360
3,1000,3,300,2.00E+06,1000,1.30E+05,183.64
1,10,15,300,1.00E+06,10000,36886,2.2254
1,10000,15,300,1.00E+06,10000,1.53E+05,443.29
3,10000,1,120,1.00E+05,1000,6183.6,22071
3,100,3,60,1.00E+07,10000,35880,72.407
1,100,6,120,2.00E+06,10000,38869,19.67
1,10000,9,300,1.00E+07,10000,1.49E+05,356.78
3,10,6,300,1.00E+05,1000,15778,16.621
3,10,2,1,1.00E+05,10000,7762.7,81.778
