Max_spout,Spliters,Counters,Throughput+,Latency-
100,6,6,21587,48.702
10,6,15,19157,5.0006
1,2,12,4288.1,2.3965
1000,1,15,23497,439.35
1000,2,6,25805,463.33
1.00E+06,6,1,30522,961.88
1000,1,18,24392,419.91
1.00E+05,1,18,21145,41498
100,2,18,25565,39.447
10,6,6,20089,5.2988
100,1,3,15515,75.825
1,1,9,4156.9,2.5688
1.00E+05,6,6,26583,1151.3
10000,2,3,22333,5447.8
10,3,15,17209,6.2798
1,1,1,4255.3,2.5621
1.00E+06,2,9,47756,70551
1000,2,18,32815,341.28
1,1,15,4194.1,2.5676
1000,6,18,24255,336.78
10,3,18,16140,7.2948
10000,6,15,25530,1007.9
10000,6,6,26660,815.83
1,3,3,5058.6,3.5506
1.00E+06,3,18,20307,1817.5
10,3,6,15736,7.2908
1.00E+05,3,3,17911,1806.9
1.00E+05,2,9,30669,27780
1.00E+05,3,1,16832,24535
1.00E+06,3,15,19319,1711.5
1.00E+05,6,18,28650,776.38
1,6,3,5151,2.0815
10000,6,1,21157,1439.6
1000,6,6,25492,310.14
100,6,9,23142,37.915
100,3,3,16941,65.185
100,2,1,8746,117.57
10,3,1,8219.4,13.865
1.00E+06,1,12,54656,73740
1,1,18,3964.2,2.5503
1.00E+06,6,9,26987,1218
1,2,15,4291.2,2.4462
1.00E+06,3,6,19405,1592.6
1,6,12,4871,2.2277
1000,2,3,22289,518.71
1.00E+05,3,18,21527,1635.1
10,2,9,18652,6.2867
10000,3,1,8683.1,8988
10,2,12,20233,5.7734
1.00E+05,2,15,32561,27907
