Spout_wait,Spliters,Counters,Throughput+,Latency-
7,3,6,16835,192.88
6,6,10,19108,179.76
4,1,9,13562,241.96
3,1,4,12158,264.35
6,2,13,19408,170.62
2,5,7,16456,201.11
6,2,15,18242,192.63
1000,3,4,3174.3,802.5
5,1,3,13658,241.24
6,3,2,12609,275.32
8,4,10,19286,175.81
4,1,7,13781,247.06
7,4,3,15573,219.55
5,2,14,18624,191.35
8,3,14,19424,181.75
6,3,6,16480,214.24
1,3,12,18268,200.34
7,5,16,20395,187.93
7,4,1,9806.9,318.21
9,6,3,15837,217.33
1000,2,3,3014.6,859.05
3,6,17,22060,176.14
7,4,13,20307,183.41
7,2,9,16159,210.41
1000,5,13,3243.1,758.18
4,3,6,16283,215.49
10,3,18,21021,151.23
3,2,1,8807.9,365.54
2,1,5,13998,218.03
3,6,9,18400,195.01
1000,1,6,3049.8,933.84
1,5,1,8381.5,402.22
6,3,11,18655,175.34
8,6,2,13460,231.53
5,6,3,15180,200.2
4,2,15,17926,192.56
5,2,11,17492,212.48
6,5,17,21433,167.49
2,1,12,13566,240.13
2,5,4,15386,225.32
2,5,6,15345,231.34
2,2,13,17908,207.82
2,3,13,18608,221.8
6,5,10,20095,176.3
1000,6,2,3207.9,851.97
6,3,10,18746,192.25
10000,1,13,553.53,7139.4
3,5,13,19162,189.93
5,5,6,16195,195.66
10000,3,3,392.71,8358.5
4,4,5,16262,206.77
2,4,14,18913,184.11
5,3,18,19428,178.11
8,4,9,18960,190.85
8,6,4,16268,204.98
7,3,9,18581,183.62
9,4,5,16296,214.04
100,4,18,20473,165.86
2,6,3,14421,224.68
1000,1,10,3009.6,942.92
10000,2,15,600.53,6012.5
8,4,13,19675,192.49
9,6,14,19284,170.67
100,6,4,15332,212.66
1000,4,10,3341.6,779.94
6,6,11,19495,190.78
1000,3,1,2952.8,953.22
1,1,10,13055,247.74
8,5,10,19032,170.73
4,1,11,15581,185.58
2,6,11,18076,195.47
10,3,6,16763,195.99
10,4,1,9717.5,316.82
10,4,10,19437,177.05
10,6,16,21072,163.99
9,1,4,12969,266.64
1000,3,17,3036.7,798.57
1,4,7,15648,228.73
4,4,1,9527.2,357.96
1,6,6,15571,221.22
2,4,6,16542,208.06
1000,4,6,3077.6,805.8
4,4,18,20710,177.62
7,4,8,17128,208.42
7,1,4,12233,269.46
8,6,8,17809,196.96
6,4,5,16512,218.93
4,2,2,12491,261.6
10000,2,7,619.18,4173.2
5,5,17,22298,166.1
100,3,3,15037,208.78
3,5,14,19311,222.4
8,1,14,17062,185.28
100,4,17,20325,150.78
1000,1,11,2936.1,944.68
3,6,2,12603,237.77
3,3,1,9017.3,361.64
5,6,15,20572,179.37
3,6,8,17687,205.63
7,4,14,19196,184.24
7,1,7,13422,250.23
8,6,3,16004,211.99
7,1,10,14214,234.25
4,2,12,16121,199.59
6,3,9,18325,199.12
6,4,15,20326,176.34
9,2,15,17953,188.61
8,3,6,16310,205.86
100,3,1,9372.9,361.65
2,1,11,16112,198.53
7,4,17,21406,166.54
3,3,8,17085,212.64
5,2,4,14860,224.41
7,2,3,14373,227.96
2,5,12,17881,182.27
10,4,17,21975,148.88
100,4,4,15496,208.09
6,2,2,12414,260.98
6,3,5,16033,225.89
9,4,12,20231,179.91
10,2,5,16268,210.49
10,3,15,20988,164.47
1,4,13,18710,179.83
5,3,11,18113,200.19
1,3,16,18801,194.37
10000,1,4,365.31,7893.6
2,4,1,8602.2,397.62
100,4,16,19835,182.61
6,5,15,21082,177.91
9,1,15,15548,213.08
2,6,16,19422,180.35
2,5,8,16596,206.31
5,6,7,17031,197.09
1,4,6,15596,221.13
10000,2,1,449.06,7756.5
5,6,12,20435,185.76
10000,1,7,458.25,7869.6
10,3,8,17823,190.81
9,2,7,15720,204.86
1000,6,17,3377.4,739.18
10,6,14,20372,183.94
6,5,8,17245,204.39
4,5,2,12668,251.24
4,2,5,15360,219.72
1000,5,10,3246.4,746.88
3,1,8,14672,225.94
1000,5,5,3158.9,813.99
5,5,2,12719,245.87
100,3,6,17433,185.36
1,3,14,17396,220.63
2,1,9,13015,254.37
10000,3,5,667.35,5665.9
10,5,15,20678,193.39
7,5,7,17619,210.39
100,2,17,18829,166.87
3,3,17,20360,174.83
6,4,9,18031,196.48
100,1,17,18676,174.21
100,2,6,16379,198.23
1000,6,10,3136.4,763.98
3,1,5,14633,218.59
2,5,18,19959,183.08
1000,4,8,3231.3,807.8
3,2,7,16035,203.96
2,3,10,18007,204.66
1000,6,9,3425.3,724.93
7,2,10,18753,182.53
10,6,3,16316,193.64
2,4,16,19321,188.85
2,1,8,14679,221
4,4,2,12203,248.93
