Spout_wait,Spliters,Counters,Throughput+,Latency-
4,4,2,12203,248.93
1000,4,1,3008.9,955.96
1,5,11,17640,200.79
4,4,8,17659,184.96
2,1,7,12766,255.09
2,1,16,14072,225.86
1,4,4,14204,250.52
6,2,18,17707,202.68
1,4,12,18493,194.98
10000,2,13,561.06,6205.9
100,1,13,15583,223.3
9,6,18,22063,161.93
1000,3,17,3036.7,798.57
100,6,1,9491.4,342.07
2,5,12,17881,182.27
6,2,6,14991,214.92
1000,3,6,3072.2,791.1
7,6,6,16851,192.84
2,6,9,18191,198.56
1,5,3,13665,247.65
6,1,15,15014,207.14
2,3,2,12453,274.3
5,5,18,21489,165.71
1000,5,14,3115.9,815.55
100,2,12,17963,178.49
4,2,6,14720,224.19
1,4,9,15607,205.96
9,6,15,21237,150.5
2,3,5,15768,229.09
3,2,9,15911,219.19
9,4,18,21112,170.49
6,1,18,14273,230.71
7,6,3,15411,203.24
1000,3,5,3100.2,801.39
1000,1,3,2969.8,923.39
8,4,13,19675,192.49
6,5,3,15659,207.25
7,5,2,13210,260.7
9,2,1,9119.2,343.7
2,1,15,13883,240.04
4,5,13,19578,194.42
1,1,3,11601,286.42
1000,5,12,3404.9,747.75
9,4,3,15361,212.77
6,5,6,15530,209.63
6,6,10,19108,179.76
8,5,16,19439,187.92
3,5,10,18636,168.4
1000,4,9,3221.8,770.14
100,4,17,20325,150.78
