Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,10000,15,120,1.00E+06,10000,1.57E+05,376.37
1,10000,2,300,2.00E+06,10000,2472.7,33989
3,1000,1,10,1.00E+06,1.00E+05,961.5,17530
1,1000,1,10,1.00E+07,10000,409.06,22062
3,10,18,120,2.00E+06,1000,12017,24.805
3,1000,15,60,1.00E+06,1000,1.13E+05,237.87
1,10000,3,120,1.00E+06,1.00E+05,1.39E+05,381.5
1,1000,3,10,1.00E+05,1.00E+05,72630,96.536
1,10000,18,300,1.00E+06,10000,1.52E+05,456.36
3,1000,18,1,2.00E+06,10000,1.21E+05,237.01
3,100,18,1,2.00E+06,1.00E+05,39969,71.246
3,1000,6,300,1.00E+05,1000,1.36E+05,184.62
1,10000,18,10,1.00E+06,1000,1.66E+05,415.68
3,100,12,300,1.00E+05,1.00E+05,38623,65.245
3,10,18,1,2.00E+06,1.00E+05,11775,21.523
3,1000,3,60,1.00E+07,10000,1.26E+05,193.77
3,100,6,1,2.00E+06,1000,39365,67.87
1,10,1,10,1.00E+05,1000,25978,3.4782
1,10,3,120,1.00E+07,1000,36457,2.1881
1,10,1,10,1.00E+05,1.00E+05,1023.8,83.236
3,1000,15,60,1.00E+07,1.00E+05,1.10E+05,282.12
1,10,6,60,1.00E+05,1000,37956,2.2629
1,100,1,1,1.00E+06,10000,1077.7,228.81
1,100,9,300,1.00E+06,1.00E+05,39572,18.756
3,1000,15,10,1.00E+06,10000,1.30E+05,186.54
1,1000,18,60,1.00E+06,1000,65111,123.87
1,1000,15,1,1.00E+07,1.00E+05,51799,167.49
3,100,2,1,1.00E+06,1000,25961,136.93
1,1000,15,300,1.00E+05,1.00E+05,63940,125.43
1,100,12,10,1.00E+06,10000,40128,17.957
1,100,3,1,1.00E+05,10000,40535,18.052
1,1000,9,300,1.00E+06,1000,82934,90.794
1,1000,12,60,1.00E+06,1.00E+05,63462,119.09
1,10,2,10,2.00E+06,1000,25435,3.4625
3,1000,9,60,1.00E+07,1.00E+05,1.15E+05,203.34
1,10,12,120,1.00E+05,1.00E+05,36346,2
1,100,2,300,2.00E+06,10000,6853.6,147.44
1,1000,18,300,1.00E+05,10000,60427,115.9
3,10,3,300,1.00E+06,1.00E+05,16005,16.389
3,10,3,10,1.00E+06,10000,14151,16.493
3,1000,2,1,2.00E+06,10000,53331,7214.9
1,1000,12,10,1.00E+06,1.00E+05,64045,117.41
3,10,1,1,2.00E+06,1000,5647.7,41.96
3,10000,2,10,2.00E+06,1.00E+05,12295,8064
3,10000,3,60,2.00E+06,1.00E+05,2.02E+05,1155.5
1,10000,9,120,1.00E+05,10000,1.49E+05,364.13
3,10000,12,10,1.00E+06,1000,2.02E+05,1204.6
1,1000,18,60,1.00E+06,10000,64422,128.8
3,10,15,120,2.00E+06,1000,10770,22.599
1,10000,15,60,1.00E+06,10000,1.54E+05,420.36
1,10000,2,120,2.00E+06,1000,5713.5,12665
3,1000,2,1,1.00E+06,1000,62141,987.54
1,10000,3,120,1.00E+05,1000,1.26E+05,373.76
1,10000,1,60,1.00E+06,1000,3006.4,25556
1,1000,12,120,1.00E+06,10000,60299,133.58
1,100,1,300,1.00E+07,1.00E+05,392.43,1976.7
1,10,12,120,2.00E+06,1000,36759,2.1412
1,100,1,60,1.00E+05,10000,6141.1,157.93
3,100,1,10,1.00E+06,10000,851.81,3566.6
3,100,9,120,2.00E+06,1000,39989,68.321
1,10,2,300,1.00E+05,10000,11962,7.821
1,10000,15,120,1.00E+06,1000,1.60E+05,469.88
3,10000,2,1,1.00E+07,10000,16625,9362.8
1,10,12,60,1.00E+06,1.00E+05,37168,2
3,10000,12,10,2.00E+06,1.00E+05,2.06E+05,1066.6
1,1000,9,10,2.00E+06,10000,75543,92.783
3,100,6,1,1.00E+05,1.00E+05,40085,64.693
3,10000,1,120,1.00E+06,1.00E+05,5630.9,16852
1,10000,6,10,1.00E+07,1.00E+05,1.36E+05,391.17
3,10000,1,1,1.00E+06,1.00E+05,8029.5,16260
1,1000,1,60,1.00E+07,10000,405.18,20827
3,100,12,300,1.00E+05,1000,39243,62.888
3,10000,9,60,1.00E+05,10000,2.14E+05,1128
1,10000,2,10,2.00E+06,10000,2170,33156
3,10,18,10,1.00E+05,1.00E+05,10784,24.57
1,10000,9,60,1.00E+06,10000,1.43E+05,382.55
1,100,6,60,2.00E+06,1000,35596,18.895
1,10,2,60,1.00E+07,1000,25183,3.4447
3,10000,6,10,2.00E+06,1000,2.12E+05,1040.3
3,10,3,60,2.00E+06,10000,15769,16.711
3,10,3,120,1.00E+06,1.00E+05,16199,18.101
3,100,1,1,1.00E+05,1.00E+05,84.625,26019
3,1000,3,60,2.00E+06,1000,1.29E+05,186.96
1,10,18,60,2.00E+06,1.00E+05,34555,2.1584
3,10,2,300,2.00E+06,1000,11754,24.988
1,10,2,300,1.00E+05,1000,28697,3.555
1,10,3,60,1.00E+07,1.00E+05,36881,2.2148
1,100,9,1,1.00E+07,1.00E+05,33536,26.074
1,1000,12,1,2.00E+06,10000,62876,132.91
3,10000,18,1,2.00E+06,1000,1.91E+05,1198.6
1,1000,6,120,1.00E+07,1000,67566,99.995
1,1000,9,10,1.00E+05,10000,74999,94.122
3,10000,15,1,1.00E+05,10000,2.00E+05,1095
1,10,2,1,1.00E+05,10000,3154.5,15.595
3,1000,3,10,1.00E+07,10000,1.17E+05,203.76
3,1000,1,120,1.00E+06,1000,7833.8,3680.6
1,10,9,60,1.00E+07,1000,34882,3.0873
3,10000,15,10,2.00E+06,1000,2.20E+05,1248.1
3,100,2,10,1.00E+06,10000,13508,1015.2
1,100,18,300,1.00E+05,1000,20403,38.013
1,100,2,300,2.00E+06,1.00E+05,1069.6,833.61
1,10,12,1,1.00E+05,1000,35711,2.1
1,100,18,60,2.00E+06,10000,19678,38.782
1,1000,18,120,1.00E+07,1.00E+05,50277,175.86
1,1000,2,120,2.00E+06,1.00E+05,420.5,8105.3
1,10000,18,120,1.00E+06,1.00E+05,1.48E+05,454.91
3,10,15,60,1.00E+06,1000,11375,21.993
1,10,12,120,1.00E+05,10000,36520,2.3163
3,10,1,120,1.00E+06,10000,903.75,303.06
1,1000,1,120,1.00E+07,1000,2993.6,3038.6
1,100,1,60,1.00E+06,1000,34461,26.673
1,100,12,1,1.00E+06,1.00E+05,41197,17.366
3,10000,2,300,1.00E+05,1000,48104,10053
3,1000,3,120,1.00E+07,1000,1.22E+05,186.75
1,10,18,300,1.00E+06,1000,36740,2.1971
3,100,2,120,2.00E+06,10000,13462,929.24
3,10,2,60,1.00E+06,10000,7747.5,76.219
1,10,18,120,1.00E+05,1.00E+05,37037,2
3,100,3,120,1.00E+05,1000,39752,65.615
1,10000,6,60,1.00E+06,10000,1.35E+05,354.6
3,10000,18,10,1.00E+07,1.00E+05,1.93E+05,1150.2
3,10,2,10,1.00E+07,1000,10625,30.48
3,100,18,120,1.00E+05,10000,35982,65.047
3,10,18,120,1.00E+06,10000,10801,25.993
1,100,3,60,2.00E+06,1000,39227,21.46
1,100,2,10,1.00E+05,1.00E+05,1079.7,926.17
3,100,12,10,2.00E+06,10000,40264,67.077
3,10000,2,120,1.00E+06,1000,32279,10394
1,10000,15,120,1.00E+07,10000,1.57E+05,521.57
3,10000,15,10,1.00E+07,1000,1.81E+05,1216.4
3,10000,18,120,1.00E+07,1000,2.00E+05,1085.6
1,10,2,1,1.00E+05,1000,20755,4.0268
1,10,6,60,1.00E+07,1000,37652,2.3309
1,100,3,300,2.00E+06,1000,40462,18.782
3,100,12,120,1.00E+07,1.00E+05,35148,72.07
1,1000,12,120,1.00E+05,1000,66083,123.51
1,10,12,120,1.00E+07,1000,33507,2.769
1,1000,15,1,1.00E+06,10000,63123,127.14
1,1000,6,10,1.00E+06,1.00E+05,74952,94.109
1,100,15,1,1.00E+07,10000,29718,36.572
3,10000,12,10,1.00E+06,10000,1.99E+05,1229.8
3,10,3,10,1.00E+06,1.00E+05,15447,16.74
1,100,18,300,2.00E+06,1.00E+05,21708,38.499
1,1000,3,60,1.00E+05,10000,74692,98.909
1,10000,12,1,2.00E+06,10000,1.47E+05,406.3
3,1000,2,10,1.00E+06,10000,51751,7626.1
1,10,9,300,1.00E+07,1000,34130,2.414
1,1000,9,60,1.00E+06,10000,70755,96.595
3,10,18,60,1.00E+05,1000,12431,23.561
1,1000,9,300,1.00E+07,1000,76592,109.58
3,10,18,1,1.00E+06,10000,12252,21.83
1,10000,18,300,1.00E+07,1000,1.45E+05,605.63
1,10000,18,10,1.00E+05,1.00E+05,1.63E+05,395.67
1,10000,18,120,1.00E+07,1000,1.33E+05,1067.8
1,100,6,10,1.00E+07,1.00E+05,34964,22.795
3,1000,12,10,1.00E+05,1.00E+05,1.32E+05,173.9
1,1000,6,300,1.00E+05,1.00E+05,70769,93.219
1,100,6,120,1.00E+06,10000,36537,18.774
1,1000,12,1,1.00E+07,1000,54740,173.37
3,100,1,120,2.00E+06,1.00E+05,87.4,23256
3,10,12,120,1.00E+06,10000,11606,22.718
1,10,2,300,1.00E+06,10000,9285.6,9.2364
3,100,3,10,1.00E+06,1000,39690,63.727
1,10,1,300,1.00E+05,10000,11320,8.4771
1,10,18,10,1.00E+06,1000,36401,2.3393
1,1000,2,1,1.00E+06,1.00E+05,337.67,8312.2
1,10,6,300,1.00E+07,1000,36614,2.6339
3,10,3,300,1.00E+06,10000,15332,16.857
3,10,3,300,1.00E+07,1000,14453,18.489
1,10000,15,10,2.00E+06,10000,1.60E+05,445.59
3,100,2,300,1.00E+06,10000,15746,888.24
1,100,6,120,2.00E+06,10000,38869,19.67
1,10,15,10,1.00E+07,1000,32014,2.9904
3,10,2,120,2.00E+06,1000,10686,28.491
3,100,15,300,1.00E+05,1000,38944,65.045
3,10000,2,10,1.00E+06,1000,36352,9978.1
1,10000,15,120,1.00E+07,1.00E+05,1.45E+05,538.87
1,10000,3,1,2.00E+06,1.00E+05,1.31E+05,408.99
3,10,1,60,2.00E+06,1000,5964.1,39.544
3,1000,15,10,1.00E+05,1000,1.33E+05,176.03
1,1000,3,10,1.00E+05,10000,70699,95.114
3,10,15,1,1.00E+06,1000,11805,22.401
3,10,12,60,1.00E+07,1.00E+05,10385,25.227
1,10,15,60,2.00E+06,1000,36737,2.3564
1,1000,2,1,1.00E+07,10000,1501.6,6124.9
1,10,9,10,1.00E+05,10000,37133,2.3072
3,1000,2,60,1.00E+06,1.00E+05,2007.4,9474.3
3,1000,18,120,1.00E+06,10000,1.18E+05,221.63
3,100,12,120,1.00E+05,10000,38718,64.946
1,10000,3,10,1.00E+06,1000,1.46E+05,360.21
3,1000,6,60,1.00E+07,1.00E+05,1.31E+05,195.58
1,10,15,1,1.00E+05,1000,35784,2.0333
1,10000,6,10,1.00E+07,10000,1.24E+05,419.27
3,100,18,1,1.00E+06,1.00E+05,40309,62.463
1,10000,15,10,1.00E+05,1.00E+05,1.61E+05,407.48
1,100,6,120,2.00E+06,1.00E+05,39329,19.657
1,10,1,10,1.00E+06,1000,24147,3.6594
1,1000,2,60,1.00E+05,1000,9247.4,924.08
1,10000,15,120,1.00E+05,10000,1.61E+05,430.38
3,100,6,120,2.00E+06,1.00E+05,40800,64.873
1,10000,6,120,1.00E+07,10000,1.40E+05,495.02
3,10000,1,120,2.00E+06,10000,15125,18110
1,10,1,120,2.00E+06,1.00E+05,1065.5,70.385
3,10,12,300,1.00E+05,1000,11237,23.249
3,10000,6,60,1.00E+07,1000,2.06E+05,1137.2
3,100,9,1,1.00E+07,1.00E+05,38101,73.179
3,100,12,1,1.00E+06,1.00E+05,37492,65.714
1,10,18,300,1.00E+07,1000,34613,6.7653
1,10,6,10,2.00E+06,1000,37295,2
1,1000,9,1,1.00E+05,1000,75063,97.97
1,1000,6,60,1.00E+07,10000,74251,115.03
3,1000,15,1,1.00E+07,1000,1.16E+05,338.61
3,10,9,300,1.00E+06,1.00E+05,15144,16.408
3,1000,2,120,1.00E+07,10000,52370,7983.3
3,10,2,300,1.00E+07,1000,10870,28.273
1,10,18,1,1.00E+06,10000,35759,2.2114
3,100,3,60,1.00E+06,10000,39356,66.989
3,100,15,120,1.00E+07,1.00E+05,37295,92.205
1,10000,1,10,1.00E+07,1000,2737.4,27506
3,100,3,60,1.00E+05,10000,37556,66.91
1,1000,18,60,2.00E+06,10000,61791,131.28
1,10,12,1,1.00E+06,1.00E+05,35579,2.1411
1,10,3,120,2.00E+06,1.00E+05,37562,1.9218
3,10,1,10,1.00E+07,1000,5689.3,41.971
1,100,18,60,1.00E+07,1000,20905,46.907
1,100,2,120,1.00E+07,1.00E+05,942,992.3
3,100,12,1,1.00E+05,10000,39793,64.086
1,100,6,300,2.00E+06,10000,38527,18.946
3,1000,2,120,2.00E+06,10000,50105,7311.2
1,100,6,10,1.00E+06,1.00E+05,37810,19.401
1,10000,3,1,1.00E+07,10000,1.24E+05,413.89
1,1000,3,300,1.00E+07,1.00E+05,69983,103.14
1,100,6,10,2.00E+06,1.00E+05,38567,18.625
3,100,2,1,2.00E+06,10000,15710,915.38
3,100,6,120,2.00E+06,10000,39189,66.74
3,10,12,120,2.00E+06,1.00E+05,11488,22.826
3,10,3,60,2.00E+06,1000,16252,18.851
3,10000,15,120,1.00E+07,10000,2.11E+05,1163.3
3,100,9,1,1.00E+05,10000,38150,64.105
3,10,1,1,1.00E+07,1000,5692.8,43.803
1,10,6,10,1.00E+05,1000,37954,2
1,10,2,120,2.00E+06,1.00E+05,1442.1,69.313
3,1000,1,60,1.00E+07,10000,764.71,26484
3,100,3,120,1.00E+06,1000,38305,66.313
3,10000,12,300,1.00E+05,1000,2.15E+05,1115.9
3,100,6,10,1.00E+06,10000,38359,64.413
1,1000,2,120,1.00E+07,1000,9209.5,1005.6
1,100,2,300,2.00E+06,1000,19390,48.23
3,100,9,60,1.00E+06,10000,39598,64.689
1,100,18,300,1.00E+05,10000,22166,37.874
3,10000,6,1,1.00E+06,1.00E+05,1.92E+05,1107.6
1,10000,15,1,1.00E+07,10000,95375,578.82
1,100,12,120,1.00E+06,1000,39326,18.999
1,10,2,120,1.00E+07,10000,9055,9.8389
1,10000,15,1,1.00E+05,1.00E+05,1.64E+05,398.53
3,10000,3,10,1.00E+07,1.00E+05,1.95E+05,1058.3
3,10,12,60,1.00E+06,1.00E+05,11301,23.932
1,10000,9,120,1.00E+06,10000,1.39E+05,439.33
1,10000,9,120,1.00E+07,1.00E+05,1.41E+05,413.74
3,10000,12,300,1.00E+05,1.00E+05,2.04E+05,1131
3,100,12,1,1.00E+07,1.00E+05,37124,88.907
1,10,1,120,2.00E+06,10000,8569,8.637
3,10000,15,1,1.00E+05,1000,1.88E+05,1172.6
1,1000,18,1,1.00E+06,1.00E+05,62560,117.16
3,1000,3,60,2.00E+06,1.00E+05,1.42E+05,191.95
1,100,9,300,1.00E+05,10000,40142,18.685
3,100,3,1,1.00E+06,10000,39910,64.574
3,10,6,60,1.00E+05,1000,15654,17.524
1,100,2,10,1.00E+06,1.00E+05,968.71,851.6
1,10,1,1,1.00E+06,1.00E+05,111.88,205.49
1,10000,3,10,1.00E+07,1.00E+05,1.48E+05,379.21
1,10,6,120,2.00E+06,10000,36481,1.9869
3,10,3,300,2.00E+06,10000,15048,17.499
1,100,12,10,2.00E+06,10000,40760,20.007
1,10000,3,300,1.00E+07,1000,1.32E+05,432.63
1,100,18,10,1.00E+06,1.00E+05,22469,39.241
1,100,3,10,1.00E+06,1000,39479,18.933
3,10000,15,120,1.00E+05,1000,2.12E+05,1112.9
1,1000,1,60,1.00E+07,1.00E+05,392,30913
