F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
1,1,0,0,0,0,0,1,1,65,25,1,7,5,142.793
0,1,0,1,1,1,0,0,1,40,55,3,4,10,133.374
0,1,0,0,1,1,0,0,1,15,85,4,5,38,617.8
0,1,0,1,1,1,0,0,1,30,80,2,8,11,198.811
0,1,1,0,1,0,0,0,1,75,60,5,1,6,73.50599999
0,1,0,0,1,0,1,0,1,85,85,4,2,53,818.272
0,1,0,0,1,0,0,1,1,90,80,7,3,33,750.466
0,1,1,1,1,0,0,0,1,65,40,1,6,6,73.46
0,1,0,1,1,1,0,0,1,70,60,8,2,7,131.424
1,1,1,1,0,0,0,0,1,55,40,7,2,5,105.038
0,1,0,1,1,1,0,0,1,90,35,4,0,18,152.253
1,1,0,1,0,0,0,1,1,90,85,0,1,501,3766.183
0,1,0,0,1,0,1,0,1,85,10,2,2,5,58.2
1,1,1,0,0,0,0,0,1,35,85,5,3,6,115.996
0,1,0,1,1,0,1,0,1,85,70,6,2,10,224.809
1,1,0,0,0,0,1,0,1,75,90,8,5,4,151.928
0,1,0,0,1,0,0,1,1,45,75,3,1,6,62.733
1,1,0,1,0,0,1,0,1,70,35,1,3,6,95.374
1,1,0,1,0,0,1,0,1,25,80,3,0,24,293.537
0,1,0,0,1,1,0,0,1,80,45,1,2,29,243.339
0,1,1,1,1,0,0,0,1,40,65,2,8,5,85.315
0,1,0,1,1,1,0,0,1,30,85,5,7,9,197.85
1,1,0,0,0,1,0,0,1,85,45,8,5,13,383.769
0,1,0,0,1,0,1,0,1,40,50,2,0,13,95.265
1,1,0,0,0,0,0,1,1,80,50,6,7,4,155.71
1,1,1,0,0,0,0,0,1,70,75,3,6,6,117.505
1,1,0,0,0,0,0,1,1,70,75,6,7,5,192.158
1,1,0,0,0,1,0,0,1,90,70,8,5,501,16609.217
0,1,0,1,1,0,1,0,1,55,40,3,7,5,120.56
1,1,0,0,0,0,1,0,1,75,60,2,2,7,113.89
0,1,0,0,1,0,0,1,1,80,75,5,6,7,261.483
0,1,1,1,1,0,0,0,1,45,80,7,3,5,83.50299999
0,1,0,1,1,0,0,1,1,50,80,5,7,5,126.293
1,1,1,0,0,0,0,0,1,70,20,5,4,10,212.213
1,1,0,0,0,0,0,1,1,50,60,2,4,5,99.751
0,1,0,1,1,0,0,1,1,5,85,6,4,4,91.476
1,1,1,0,0,0,0,0,1,30,75,1,0,39,208.146
0,1,0,0,1,0,1,0,1,70,55,8,3,5,130.961
0,1,1,1,1,0,0,0,1,90,80,5,3,9,126.389
1,1,0,1,0,1,0,0,1,70,30,7,1,11,205.488
0,1,0,1,1,1,0,0,1,80,35,2,3,14,145.071
0,1,0,0,1,1,0,0,1,70,75,2,4,12,137.159
0,1,1,0,1,0,0,0,1,25,70,1,4,13,131.479
1,1,0,1,0,0,0,1,1,80,65,8,8,5,244.107
0,1,0,0,1,0,0,1,1,65,70,7,3,5,156.343
1,1,0,1,0,1,0,0,1,85,80,7,1,38,711.852
0,1,1,1,1,0,0,0,1,40,65,3,1,7,60.265
1,1,0,1,0,0,1,0,1,90,20,5,1,5,109.54
1,1,0,0,0,1,0,0,1,65,85,4,5,22,467.215
1,1,0,1,0,1,0,0,1,45,70,2,1,14,138.915
1,1,0,1,0,0,1,0,1,40,55,4,5,6,168.471
1,1,0,1,0,1,0,0,1,75,90,5,0,60,786.225
1,1,1,0,0,0,0,0,1,40,60,2,0,12,85.936
0,1,0,0,1,0,0,1,1,85,75,5,0,18,241.862
1,1,0,1,0,0,0,1,1,40,85,3,7,5,147.47
0,1,0,1,1,0,0,1,1,80,45,0,2,12,90.03299999
1,1,0,1,0,0,0,1,1,85,50,4,7,4,133.213
0,1,0,1,1,0,1,0,1,85,10,1,8,5,108.137
1,1,0,1,0,1,0,0,1,75,25,7,2,14,304.92
1,1,0,1,0,1,0,0,1,65,55,1,0,27,147.965
1,1,0,1,0,0,0,1,1,60,50,0,4,6,89.621
0,1,1,1,1,0,0,0,1,40,85,5,2,6,73.52000001
1,1,0,0,0,1,0,0,1,40,80,5,5,9,202.874
0,1,0,1,1,0,0,1,1,45,55,4,6,6,129.255
1,1,0,1,0,0,1,0,1,90,10,7,7,4,175.291
0,1,1,0,1,0,0,0,1,30,75,4,1,10,98.803
1,1,0,1,0,0,0,1,1,35,70,4,2,6,130.204
1,1,1,1,0,0,0,0,1,75,75,1,8,6,120.818
1,1,1,0,0,0,0,0,1,30,65,2,0,20,151.07
1,1,1,1,0,0,0,0,1,60,35,6,2,5,92.506
0,1,0,1,1,0,1,0,1,75,65,4,6,6,150.45
0,1,0,0,1,0,1,0,1,45,50,4,8,6,160.352
0,1,0,0,1,0,1,0,1,35,75,2,7,7,140.943
0,1,0,0,1,0,0,1,1,45,85,1,4,6,103.719
0,1,0,1,1,1,0,0,1,80,80,3,2,34,358.668
0,1,0,0,1,0,0,1,1,90,30,3,3,5,74.138
1,1,0,0,0,0,1,0,1,45,75,0,5,7,120.696
1,1,1,0,0,0,0,0,1,90,45,8,5,5,132.812
0,1,0,0,1,0,0,1,1,75,50,8,3,4,99.008
1,1,0,1,0,0,0,1,1,50,65,6,5,4,131.08
0,1,0,0,1,0,0,1,1,45,90,1,4,6,77.799
0,1,1,1,1,0,0,0,1,80,70,6,0,7,81.271
0,1,0,1,1,1,0,0,1,75,20,8,3,18,349.533
0,1,0,1,1,0,1,0,1,80,10,6,7,4,124.763
1,1,0,0,0,0,1,0,1,90,85,3,2,216,4154.236
1,1,0,0,0,0,0,1,1,45,80,4,7,4,130.116
1,1,0,1,0,1,0,0,1,25,65,1,7,15,286.34
1,1,0,1,0,0,0,1,1,40,90,4,2,5,101.45
0,1,0,0,1,1,0,0,1,70,25,0,2,122,733.096
0,1,0,0,1,0,0,1,1,60,50,2,7,5,105.019
0,1,0,1,1,1,0,0,1,80,55,4,5,9,147.542
1,1,0,1,0,0,0,1,1,60,60,7,0,4,91.2
1,1,0,0,0,0,1,0,1,35,85,0,2,16,158.863
0,1,0,1,1,1,0,0,1,60,75,2,0,21,123.332
1,1,1,1,0,0,0,0,1,10,85,5,4,7,137.33
0,1,0,1,1,1,0,0,1,20,75,7,6,15,340.743
0,1,1,1,1,0,0,0,1,70,35,7,7,4,90.448
1,1,0,0,0,1,0,0,1,80,65,1,1,43,326.907
0,1,1,1,1,0,0,0,1,60,40,7,4,5,87.628
0,1,0,0,1,0,1,0,1,30,65,7,6,6,175.021
0,1,0,1,1,0,0,1,1,65,55,7,7,4,124.669
0,1,0,1,1,0,1,0,1,55,75,1,7,6,109.61
1,1,1,0,0,0,0,0,1,70,50,1,6,6,99.017
1,1,0,0,0,1,0,0,1,90,60,3,1,501,5850.08
0,1,1,0,1,0,0,0,1,40,75,0,5,9,84.91199999
0,1,0,1,1,1,0,0,1,45,80,5,4,8,130.557
0,1,1,0,1,0,0,0,1,50,85,1,6,7,91.49399999
0,1,0,1,1,0,0,1,1,60,35,5,4,5,105.717
0,1,0,0,1,1,0,0,1,10,85,3,1,171,1513.352
0,1,0,0,1,0,0,1,1,60,40,8,7,4,134.426
1,1,0,1,0,0,0,1,1,50,40,6,0,5,108.827
0,1,0,0,1,0,0,1,1,55,80,0,2,13,93.641
0,1,0,0,1,0,1,0,1,45,50,7,1,6,109.701
1,1,0,1,0,0,0,1,1,85,80,2,0,71,705.306
0,1,1,0,1,0,0,0,1,55,50,8,3,5,90.06
0,1,0,1,1,0,1,0,1,50,90,2,7,6,122.463
0,1,0,1,1,0,1,0,1,85,5,5,2,4,77.548
1,1,0,0,0,1,0,0,1,70,90,8,6,501,15085.639
0,1,0,1,1,0,1,0,1,85,30,4,0,6,72.895
1,1,0,1,0,0,0,1,1,30,60,2,7,6,175.167
1,1,0,0,0,1,0,0,1,90,5,2,3,501,6828.694
1,1,0,1,0,0,0,1,1,25,75,6,6,6,209.85
1,1,0,1,0,0,0,1,1,65,70,4,5,5,143.452
0,1,0,0,1,0,0,1,1,30,80,7,4,6,141.397
1,1,0,0,0,0,1,0,1,90,85,2,5,154,3557.855
0,1,0,1,1,0,1,0,1,80,60,8,1,7,155.293
1,1,0,0,0,0,1,0,1,65,40,4,2,5,100.553
0,1,1,0,1,0,0,0,1,90,15,8,6,12,260.54
0,1,0,1,1,0,0,1,1,80,90,1,5,5,71.116
1,1,0,0,0,1,0,0,1,75,25,4,0,30,350.412
1,1,0,0,0,0,0,1,1,90,10,0,3,7,91.686
1,1,0,1,0,0,0,1,1,70,70,4,3,5,113.488
1,1,0,1,0,0,0,1,1,80,30,4,7,4,134.94
1,1,0,0,0,0,1,0,1,65,60,5,2,5,129.734
0,1,0,1,1,1,0,0,1,25,90,3,6,14,215.352
0,1,0,1,1,0,1,0,1,90,65,0,4,19,202.023
1,1,0,0,0,0,1,0,1,75,85,6,4,9,273.816
1,1,0,1,0,1,0,0,1,20,70,5,5,18,403.633
0,1,0,1,1,0,1,0,1,65,35,6,8,4,126.89
0,1,0,1,1,1,0,0,1,55,75,2,0,18,100.801
