No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,418,0.7,37.227,1044.571429
0,0,0,1,0.7,9,0.8,17,3,84,-33,86,667,23.3,67,836,0.7,51.15,615.5692308
0,0,1,0,0.7,6,1.1,51,8,227,26,105,610,33,29,1111,0.4,42.325,145.625
0,0,1,0,0.7,9,0.8,34,3,84,-33,86,334,36.6,67,836,1.4,41.502,457.62
0,0,1,0,1.4,17,0.8,34,3,84,34,43,667,36.6,67,418,1.4,39.006,1043.84127
0,1,1,0,0.3,21,0.2,24,0,127,100,128,831,43.5,17,209,1.2,46.999,4280.981707
0,0,1,0,1.4,9,0.8,17,3,84,-33,43,334,36.6,67,418,0.7,38.586,1152.066667
1,0,0,0,1.4,17,0.4,17,6,84,34,86,334,23.3,67,418,0.7,47.216,1856.685185
0,0,0,1,1.4,9,0.4,34,6,167,-33,43,667,36.6,67,836,1.4,39.414,547.6472222
0,0,0,1,1.4,9,0.4,17,3,84,34,43,667,36.6,67,836,0.7,39.576,403.4074074
0,0,0,1,0.7,9,0.8,17,6,84,-33,43,667,36.6,34,836,1.4,41.096,561.4888889
1,0,0,1,1.5,19,0.4,51,0,63,-100,0,751,50,76,0,0,27.224,334.1436905
1,0,0,0,1,3,0.6,23,0,40,100,4,250,23,40,0,1.4,48.201,1775.654899
1,0,0,0,1.4,9,0.4,34,3,167,34,43,334,23.3,67,418,0.7,47.273,1385.382716
0,0,0,0,0.7,17,0.8,17,6,84,-33,43,334,23.3,67,836,1.4,51.818,727.2740741
0,0,0,1,0.7,9,0.4,34,3,84,34,86,667,23.3,67,418,0.7,45.917,1306.025641
0,0,0,0,1.5,2,0.5,9,6,19,-60,37,735,43.2,97,1119,1.2,68.125,102.4666667
0,1,0,0,1,3,1,23,3,40,0,4,250,23,40,0,2,48.187,8137.338537
1,0,0,0,1,3,0,23,9,40,0,4,250,23,40,0,1.4,48.319,4757.444681
0,0,1,0,0.7,17,0.4,34,3,167,-33,43,667,23.3,67,418,1.4,45.971,1457.029885
0,1,1,0,1,3,0.6,23,3,250,0,4,250,23,40,0,0,32.791,9456.55058
0,0,0,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,836,0.7,38.997,459.8
0,0,0,1,0.7,17,0.4,34,6,84,-33,86,667,36.6,34,836,0.7,38.992,564.1166667
0,0,0,0,1.4,9,0.8,17,3,167,34,43,667,36.6,67,418,0.7,38.668,1145.08434
0,0,0,0,0.7,9,0.8,34,3,167,-33,43,667,36.6,67,418,0.7,38.612,1228.352315
1,0,1,1,0.1,24,0.9,20,0,219,-43,39,951,24.2,21,0,1.5,47.588,529.6060606
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,418,0.7,37.17,3463.226866
0,0,0,0,1,3,0,23,3,40,-100,4,250,23,40,0,1.4,44.171,1967.379982
1,0,0,0,1.4,17,0.4,17,6,84,34,86,334,36.6,34,418,0.7,39.662,1316.762821
0,1,0,0,1.4,9,0.8,34,6,167,34,86,334,36.6,67,836,0.7,40.654,1321.088889
1,0,0,0,1.4,9,0.8,17,3,84,-33,86,334,23.3,67,836,1.4,53.66,583.3361111
1,0,0,0,0.7,17,0.8,17,3,84,34,43,334,23.3,67,418,0.7,47.279,1387.597531
0,0,0,1,1,3,0.6,23,3,40,100,128,250,23,40,0,1.4,47.101,2063.5225
1,0,0,0,0.7,17,0.8,34,6,84,34,43,667,36.6,34,418,1.4,39.714,1215.55
0,0,0,1,1.4,17,0.4,17,3,167,34,43,667,36.6,34,836,1.4,40.22,482.6363636
1,0,0,0,1.4,17,0.8,17,6,84,-33,86,334,23.3,67,836,0.7,53.188,785.90625
0,1,0,0,1.4,17,0.4,34,6,84,-33,86,667,36.6,34,418,1.4,37.355,4095.032911
0,0,0,0,1.4,17,0.4,17,6,167,34,43,667,36.6,67,418,1.4,37.798,1252.704838
0,0,1,0,1.4,9,0.8,34,3,167,34,86,667,23.3,34,836,0.7,51,558.0055556
0,0,1,0,0.7,17,0.4,34,6,84,34,86,667,36.6,34,418,0.7,37.412,1142.023188
0,1,0,1,2,13,1,26,0,1,50,32,751,30,51,0,2,43.909,1486.265747
0,0,0,1,0.7,17,0.8,17,3,167,34,86,667,23.3,67,418,0.7,47.07,1459.602222
0,0,0,1,0.7,17,0.4,34,3,167,34,86,334,23.3,34,836,0.7,49.527,549.6333333
0,1,0,0,0.7,9,0.8,34,6,167,34,86,667,36.6,67,418,1.4,39.213,4164.782927
1,0,0,0,0.7,17,0.4,34,3,167,34,43,667,36.6,34,836,1.4,46.306,369.5125
1,0,0,0,1.4,17,0.4,34,3,167,34,43,334,23.3,34,836,1.4,54.602,526.969697
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,67,836,0.7,49.783,2021.2075
0,1,0,0,1,3,1,23,3,40,0,128,250,23,40,0,1.4,48.092,7584.230093
1,0,0,0,1.4,9,0.8,17,3,167,34,43,334,36.6,34,836,0.7,41.957,364.6416667
0,0,1,0,0.7,9,0.8,34,6,84,34,86,334,36.6,67,836,1.4,42.028,454.92
1,0,0,0,1.4,17,0.7,21,5,196,13,102,460,45,59,721,1.6,37.028,472.65
1,0,0,0,2,3,0.6,23,3,40,0,4,1000,23,40,0,1.4,48.368,2417.079444
1,1,1,0,1.9,23,0.3,8,9,206,13,7,449,28.6,27,0,0.1,44.335,3432.176408
1,1,0,0,2,25,0,26,0,250,0,64,1,50,100,626,1,48.094,1204.241667
0,1,0,0,0.7,17,0.8,34,3,84,34,43,667,23.3,34,418,1.4,47.243,4995.397938
1,0,0,0,0.7,9,0.8,17,6,84,-33,86,334,23.3,67,418,1.4,48.003,1925.723077
1,1,0,1,1.2,25,0.8,40,0,211,-1,63,1000,50,65,0,0.6,31.031,952.4736842
1,0,0,0,1.4,9,0.8,17,6,84,34,86,667,23.3,67,418,1.4,47.519,1804.234286
1,0,0,0,1.4,17,0.4,34,6,167,34,86,667,23.3,34,836,0.7,54.021,679.6833333
0,0,1,0,1.4,17,0.8,17,6,84,34,86,334,23.3,34,418,1.4,47.178,1838.731481
0,0,0,1,0.7,17,0.8,17,6,167,34,86,667,23.3,34,836,0.7,50.989,709.9866667
1,0,0,0,1.4,9,0.8,34,3,167,-33,43,667,36.6,34,836,1.4,44.345,422.962963
1,0,0,0,1.4,9,0.4,34,6,167,-33,43,667,23.3,34,418,0.7,48.053,2118.926829
0,1,0,0,0.7,9,0.8,17,3,167,-33,43,667,36.6,34,418,0.7,38.49,3733.349333
1,0,0,0,0.7,17,0.8,34,3,84,34,86,667,36.6,34,418,0.7,39.227,954.6
1,0,0,0,0.7,17,0.8,17,6,84,-33,43,667,36.6,34,418,1.4,40.04,1370.681481
0,0,0,0,0.7,9,0.4,34,3,167,-33,43,667,36.6,34,418,0.7,37.048,1179.197222
0,1,0,0,0.7,9,0.8,17,6,167,-33,86,667,36.6,34,418,0.7,38.672,4532.3375
0,1,0,0,0.7,9,0.8,17,6,84,34,86,667,36.6,67,418,1.4,39.2,4047.706329
0,1,0,0,0.7,17,0.8,34,6,84,34,43,334,36.6,67,836,1.4,41.835,1288.717949
0,0,0,1,0.7,9,0.8,17,3,167,34,43,667,36.6,34,836,0.7,40.286,491.7575758
0,0,0,1,0.7,9,0.8,17,6,167,34,43,667,36.6,34,836,0.7,40.401,497.5151515
1,0,0,0,1.5,20,0.6,43,0,133,-24,87,782,25.1,39,264,1.2,46.888,1319.358974
0,0,0,1,0.7,9,0.8,17,6,167,-33,43,334,23.3,34,418,0.7,47.123,2021.955
0,0,0,0,1.4,17,0.8,17,3,167,34,86,667,36.6,67,418,1.4,39.046,1179.20787
0,0,0,0,1.4,17,0.4,17,6,84,34,43,667,36.6,67,418,0.7,37.426,1178.826107
1,0,1,1,1.6,7,0.8,34,0,8,-70,61,563,29.6,65,0,2,44.594,486.7400758
0,0,1,0,1.4,9,0.8,34,6,167,34,86,334,23.3,67,418,1.4,47.227,1877.286486
0,0,0,0,1.1,17,0.3,36,1,53,85,95,886,36.2,2,822,0.1,40.783,307.4285714
0,0,0,0,1.4,17,0.4,17,6,84,34,43,667,23.3,34,418,0.7,45.84,1638.440425
0,0,0,1,1.4,9,0.4,34,3,167,34,43,667,36.6,34,836,0.7,39.676,435.06
1,0,0,0,0.7,9,0.4,34,6,84,34,86,334,23.3,34,836,0.7,54.243,734.9377778
0,0,0,1,1.4,17,0.8,34,3,167,34,43,667,36.6,67,418,1.4,39.046,1182.327778
0,1,0,0,0.7,17,0.8,17,3,167,34,86,667,36.6,34,418,1.4,39.107,3621.262963
0,1,1,0,0.6,13,0.4,51,0,250,65,105,499,30.1,33,0,0.3,41.329,1584.376484
