A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,1,1,0,1,1,0,1,0,239.06,15
1,0,1,1,1,0,0,1,0,1,0,235.17,15
1,0,1,0,1,0,1,1,0,1,1,249.68,15
1,1,0,0,1,1,1,1,1,0,0,231.33,18
1,0,0,0,1,0,1,1,0,0,1,257.71,12
1,1,0,0,1,0,1,0,1,0,1,234.47,29
1,1,0,0,0,1,0,1,0,1,0,238.25,16
1,0,1,0,1,1,0,0,0,1,0,225.41,28
1,1,1,1,1,0,1,1,1,1,0,257.54,20
1,1,0,1,1,1,1,0,1,0,1,235.79,28
1,0,0,1,0,0,1,0,0,1,1,231.44,29
1,0,0,1,1,0,0,0,1,0,1,232.65,27
1,0,1,0,1,0,1,1,1,1,0,251.41,20
1,0,0,0,1,0,0,1,0,1,1,246.38,16
1,0,1,0,1,0,0,1,0,0,1,264.18,11
1,1,1,0,1,1,1,1,0,1,1,256.23,15
1,1,1,1,1,0,0,0,0,1,1,237.13,28
1,1,1,0,1,0,0,0,0,0,0,204.05,26
1,0,0,1,0,1,1,0,0,0,0,201.97,29
1,0,1,1,1,0,1,1,1,0,1,249.53,18
1,1,1,0,1,1,1,1,1,1,1,267.51,19
1,1,1,0,1,0,1,0,1,0,1,236.43,28
1,0,0,0,1,1,1,0,0,0,0,202.81,29
1,0,0,1,1,1,1,1,0,0,0,214.05,15
1,0,1,0,1,0,1,0,1,0,0,219.75,29
1,1,1,1,1,1,1,0,1,0,1,236.74,28
1,0,0,0,0,1,0,0,1,1,0,238.73,28
1,0,1,1,1,0,0,0,1,1,0,241.97,28
1,0,0,0,0,1,1,1,0,0,1,257.04,12
1,1,1,0,1,0,1,0,1,1,0,246.03,28
1,0,0,0,1,0,1,0,1,0,0,218.73,29
1,1,1,0,1,1,0,0,1,0,0,224.18,29
1,1,0,1,1,0,1,0,0,1,0,228.56,28
1,1,1,0,1,0,0,0,1,1,0,242.92,28
1,0,0,0,1,1,0,0,0,0,0,202.06,29
1,0,1,0,1,1,0,0,1,0,1,234.87,28
1,0,1,0,1,0,1,1,0,0,0,215.31,14
1,0,1,0,1,1,0,0,1,0,0,222.19,29
1,1,0,1,0,1,0,0,1,1,0,243.12,28
1,0,1,0,1,0,0,0,0,0,1,217.55,26
1,1,1,0,1,0,0,0,0,0,1,216.64,26
1,1,0,0,0,1,1,0,0,1,1,236.64,28
1,0,0,0,0,0,0,0,1,1,0,234.87,29
1,0,1,0,1,1,1,1,0,1,0,236.95,15
1,0,1,1,1,0,1,0,1,1,1,251.79,28
1,1,1,1,1,1,1,0,1,1,1,255.01,28
1,1,1,0,1,1,0,1,1,1,0,254.26,20
1,1,1,0,1,1,0,1,1,0,1,252.09,18
1,1,0,0,0,1,0,0,1,1,0,243.52,28
1,0,1,1,1,0,0,1,0,0,1,247.37,14
1,0,0,1,1,0,1,1,0,1,0,235.03,15
1,0,1,0,1,0,0,1,0,1,0,233.67,15
1,0,0,0,0,1,1,0,0,1,1,232.22,28
1,0,0,0,0,1,0,1,0,1,0,232.33,16
1,1,1,1,1,1,1,0,1,1,0,246.48,28
1,1,0,1,0,0,0,0,1,1,0,241.7,29
1,1,1,1,1,0,0,0,1,0,0,222.43,29
1,1,0,0,1,0,1,1,0,0,0,213.85,15
1,1,1,1,1,1,1,1,0,0,0,219.64,14
1,0,1,1,1,0,1,1,0,0,1,265.65,12
1,1,1,1,1,1,0,0,0,1,1,240.35,28
1,0,1,1,1,1,0,0,0,0,0,204.73,29
1,0,1,0,1,0,1,1,0,1,0,237.52,15
1,0,0,1,1,0,1,0,1,1,1,249.41,28
1,1,1,0,1,0,1,1,0,0,0,214.34,14
1,1,0,1,0,1,0,1,1,0,1,247.87,18
1,1,0,0,1,0,1,0,0,1,0,228.28,28
1,1,0,1,0,0,0,0,0,1,1,234.1,28
1,1,1,0,1,0,1,0,1,1,1,252.99,28
1,1,0,1,1,1,0,1,0,1,0,240.05,15
1,0,0,1,1,0,0,0,1,1,1,248.34,28
1,1,0,1,1,1,1,0,1,0,0,222.63,29
1,0,1,0,1,1,1,1,1,0,1,251.52,18
1,1,0,1,1,0,0,1,1,0,1,248.43,17
1,0,1,1,1,1,0,0,1,1,0,243.44,28
1,0,1,1,1,0,0,1,0,0,1,265.38,11
1,0,1,0,1,1,0,1,1,1,0,249.57,20
1,0,1,1,1,1,0,1,1,0,0,230.47,19
1,0,0,1,0,1,0,0,0,0,0,201.47,29
1,0,0,1,1,1,1,0,1,1,1,250.48,28
1,1,0,1,0,0,0,0,0,0,1,214.33,26
1,1,0,0,1,0,0,0,0,0,1,215.13,27
1,1,0,1,0,0,1,1,0,0,1,259.37,12
1,1,0,0,1,1,1,1,0,1,1,255.42,15
1,0,1,0,1,1,0,1,0,0,0,215.94,14
1,0,1,1,1,1,1,1,1,1,0,254.24,20
1,0,1,0,1,0,1,1,1,0,1,248.42,18
1,1,1,1,1,0,1,0,0,0,0,205.95,29
1,1,1,0,1,1,0,1,1,0,0,232.76,18
1,0,1,1,1,1,1,0,0,1,0,228.72,29
1,1,0,0,1,0,1,1,1,0,1,250.37,17
1,1,0,0,0,1,1,0,0,1,0,227.94,28
1,0,0,0,1,0,1,0,0,1,0,223.34,29
1,0,0,0,0,1,0,0,0,0,0,200.38,29
1,0,0,0,1,1,1,1,0,1,1,249.62,16
1,0,0,1,1,0,1,1,0,1,1,247.01,15
1,0,1,1,1,0,0,1,0,0,0,212.94,14
1,0,1,0,1,1,1,1,0,0,1,263.58,12
1,1,1,0,1,1,1,1,1,0,0,231.2,19
1,1,0,0,1,1,0,0,1,0,0,221.73,29
1,0,1,0,1,0,0,1,0,0,0,214.25,14
1,1,0,0,0,1,1,1,1,0,0,229.3,18
1,0,1,1,1,1,0,0,1,1,0,241.7,28
1,1,0,1,1,0,0,0,0,1,0,227.78,29
1,0,1,1,1,0,1,1,1,1,0,250.49,20
1,1,0,0,0,0,0,1,0,0,1,243.79,14
1,1,0,1,1,0,1,1,1,1,1,266.09,19
1,1,0,1,0,1,1,1,1,1,0,253.65,20
1,0,1,1,1,1,1,0,1,0,0,223.52,29
1,0,1,0,1,1,1,1,1,1,1,262.94,19
1,0,1,1,1,0,1,0,1,0,0,220.86,29
1,0,0,1,0,1,0,0,1,1,1,248.06,28
1,0,0,1,1,1,1,1,0,1,1,248.74,16
1,1,0,0,1,1,1,1,0,0,0,215.37,15
1,0,1,0,1,1,0,1,0,0,1,265.4,12
1,1,1,0,1,1,1,1,1,1,0,258.05,20
1,1,1,0,1,1,0,1,0,0,0,217.47,14
1,0,0,0,0,0,0,0,0,1,1,228.3,29
1,0,1,1,1,1,0,1,0,1,0,239.32,15
1,0,0,1,1,0,1,1,1,1,1,261.36,19
1,0,1,0,1,1,1,1,1,1,0,253.1,20
1,1,0,1,1,0,1,0,0,1,1,236.98,28
1,1,0,1,1,1,1,1,1,1,1,267.17,19
1,1,1,1,1,1,0,0,1,0,0,223.29,29
1,1,0,1,1,0,0,0,1,0,0,221.17,29
1,0,0,0,0,1,0,1,0,1,1,245.79,16
1,1,0,0,0,1,0,0,1,1,1,251.93,28
1,1,1,0,1,0,1,1,0,1,0,242.5,15
1,1,1,1,1,1,0,1,1,0,1,251.15,18
1,1,0,0,1,1,1,1,1,0,1,251.79,17
