Spout_wait,Spliters,Counters,Throughput+,Latency-
8,4,8,7723.8,403.1
60000,2,1,185.8,46488
10000,3,12,297.06,8108.6
60000,2,4,170.67,34681
10,1,1,4431.4,585.12
1,3,12,9966.8,272.83
100,2,7,6324.7,457.43
5,4,8,10293,278.58
1000,6,7,2733.7,965.28
2,2,5,9013.1,322.27
5,4,4,9697.3,287.73
8,4,7,6961.9,378.13
100,1,9,5112.9,511.14
5,5,2,10317,270.05
100,6,11,7371.6,378.19
1,3,3,9882.4,289.29
7,3,17,8330.1,331.15
7,4,18,8951.1,325.02
6,2,4,8140.9,337.47
6,1,8,7328.4,388.29
60000,3,1,175.83,48333
9,2,6,6573,421.18
8,4,2,7882.6,357.75
1,4,5,9442.7,286.84
8,1,4,4869.4,608.24
8,3,13,6840.8,400.13
60000,2,6,121.5,49172
9,6,4,7657.1,366.67
5,5,6,9465.1,269.73
10000,4,11,317.88,8190.5
1,4,8,10043,292.8
60000,4,7,233,44002
10000,6,9,382.75,6717.6
9,3,5,7375.8,390.48
3,3,16,9799.2,266.97
1000,4,4,2759.1,977.67
10000,2,3,331.82,8335
5,4,18,10493,264.68
5,3,6,9447.9,280.4
1000,6,5,2780.5,959.88
9,6,11,7398.4,365.48
60000,4,15,264.5,31088
7,3,9,8446,325.83
3,1,1,6042.6,491.43
5,3,3,10201,284.11
5,5,9,9010.1,275.18
10,1,14,5312.7,557.79
4,4,11,9605,269.76
4,3,5,10392,277.76
3,5,2,10393,260.96
100,6,16,7357.1,372.15
8,2,18,6586.3,442.44
10,3,17,7949.9,374.46
60000,1,13,169.83,44884
1,3,8,9962.5,285.11
10000,2,18,292.62,7856.5
100,1,15,4808.4,551.87
7,2,18,6676.6,371.67
8,6,10,7028.4,392.88
5,2,18,9609.3,297.17
7,6,9,7049.3,374.65
9,1,18,5335,530.6
60000,6,3,160.67,34008
7,1,16,6424.4,476.81
1000,4,16,2753.5,929.35
1,4,7,9424.6,282.2
3,5,12,10370,264.86
10,4,7,7288.2,370.41
1,1,12,7759.8,384.22
5,6,9,10062,274.08
60000,2,13,171.8,46373
10000,6,12,372.44,7386.1
1000,1,11,2383.2,1110
9,4,5,7357.6,395.26
6,5,5,10303,281.52
