Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
1,2,100,6,12,1000,201.25,100.68
1,100,3,1,6,100,14411,80.33
3,2,2,3,3,100,10172,6.1076
1,100,10,3,6,10,14825,71.633
3,1000,1,3,6,1000,23623,1646.3
3,10,10,3,3,10,16954,18.486
3,1000,100,3,1,10,3639,12280
1,10000,2,3,3,100,18572,5270
1,100,2,6,1,1000,8643.2,125.27
1,10,10,2,6,100,8321.8,11.913
3,10,3,2,6,100,15582,20.344
3,10000,100,3,12,10,20461,28983
1,1,1,1,3,100,2225.4,4.4268
1,10,100,2,6,100,941.47,101.03
3,2,100,3,1,10,559.06,100.67
3,10000,1,1,1,10,4989.1,40806
3,10000,10,3,12,1000,18251,32981
1,1,100,1,1,100,89.941,100.38
1,2,10,2,3,100,1786.2,10.792
1,2,100,2,12,10,211.12,101.09
3,1000,1,2,3,100,13709,3187.3
3,2,10,2,1,10,5082.9,11.825
1,100,1,2,3,10,14085,73.065
3,1000,1,3,1,100,3330.5,13236
1,100,3,2,6,100,17635,61.849
1,10000,1,1,3,1000,20448,6237.6
1,100,10,1,6,10,14436,72.385
3,10000,1,6,3,1000,6091.7,46191
3,1,100,1,12,1000,287.19,134.78
3,10,1,3,3,1000,16256,20.179
3,10000,10,1,1,100,6644.4,42341
3,100,3,3,12,100,18205,200.28
3,1,2,2,6,100,5566.4,5.4165
1,1000,1,2,1,100,8632.8,1236.8
1,2,1,6,1,1000,4705.4,4.395
3,1000,1,6,12,100,21353,3734.2
3,10000,2,3,12,100,13225,36923
1,10,3,3,6,100,11614,8.7782
1,1000,100,1,1,10,10096,1039.4
1,2,1,1,6,10,4075.8,4.742
1,10000,10,1,1,1000,4787.6,20394
3,1,100,2,3,10,280.71,99.994
3,10000,2,1,1,100,5375.2,43932
3,10000,3,2,1,10,6533.5,40177
3,100,10,1,12,10,14634,218.18
3,1,10,6,1,10,2739.9,10.901
1,2,10,2,3,10,1754.5,10.721
3,2,100,6,3,100,549.35,100.95
1,10000,10,1,3,1000,22235,5242.7
1,2,2,2,12,1000,3655.6,5.4408
1,1,10,6,1,1000,890.24,10.881
1,1,3,6,1,10,2153.1,4.7158
3,10000,1,3,1,10,6389,52019
1,100,10,6,12,10,17348,60.871
1,2,1,1,3,100,4303.6,4.6888
1,1,2,2,12,1000,1853.2,5.4166
1,100,3,6,1,1000,8639.5,115.35
3,10,3,2,3,100,16343,20.41
1,10000,2,3,3,1000,15275,5804.5
1,10000,3,3,6,10,17258,5589.1
3,1,10,6,12,100,2619.8,10.681
3,1,1,1,3,10,5813.7,4.9987
3,100,2,6,1,10,9140.9,338.91
3,10,2,6,1,10,9453.9,33.941
1,1,10,3,6,1000,901.75,10.577
3,2,3,1,3,1000,7828.4,8.6548
1,10000,100,6,1,1000,5775.5,11095
1,10,2,6,1,10,9442.4,10.988
3,10,3,1,12,100,14661,23.241
1,100,100,1,3,10,9130.2,113.51
3,1,1,3,3,10,7379.9,4.1551
3,10,2,1,6,100,15174,22.503
3,10000,1,6,6,100,8176.9,38983
3,2,2,6,6,10,9652.4,6.5038
1,10,10,2,1,1000,6790.6,16.664
3,2,1,6,6,10,9655.8,8.0189
1,1,100,3,6,100,94.235,100.4
3,10000,1,2,6,10,11433,21646
1,2,2,6,6,10,4063.8,7.2747
1,100,2,1,12,10,14933,71.058
