Max_spout,Spliters,Counters,Throughput+,Latency-
10,1,3,12697,9.2121
10,6,6,20089,5.2988
1000,6,12,26596,273.88
10,6,18,18380,5.0711
1.00E+05,2,15,32561,27907
10000,3,12,19488,1691.8
1.00E+05,6,6,26583,1151.3
100,6,6,21587,48.702
10,6,3,16238,7.0838
10,2,15,19505,5.6023
10000,3,3,17617,1981.7
1.00E+06,2,12,53037,77350
1,1,1,4255.3,2.5621
10,3,3,14591,7.6695
10000,1,18,20440,4563.6
1.00E+05,6,12,26315,928.18
1.00E+06,2,3,44107,94541
1,2,15,4291.2,2.4462
1,6,12,4871,2.2277
10,1,1,8226.1,13.733
1.00E+05,2,12,31491,29871
10000,1,6,29612,4304.9
10,3,9,17161,6.5827
1.00E+06,2,1,38992,72496
10,6,9,20066,5.0202
100,3,15,23240,51.463
10,6,15,19157,5.0006
1.00E+05,6,18,28650,776.38
1000,3,12,22122,501.11
10000,2,6,29437,3740
1.00E+05,1,9,36900,17797
1000,2,9,28129,398.1
100,1,12,20872,55.886
1,3,9,4786.9,2.1468
1.00E+06,6,6,25226,856.82
10,2,6,18462,6.481
100,3,6,20045,58
1,3,3,5058.6,3.5506
1000,1,1,10038,1063.6
1.00E+06,1,1,43406,83233
1.00E+05,1,12,19390,41428
1000,3,9,22911,521.23
1,6,9,4891.9,2.1503
10000,2,1,7431.5,13541
1.00E+05,3,9,17859,2033.3
1,3,15,4767.6,2.2173
1,2,12,4288.1,2.3965
1,2,3,4343.6,2.381
100,1,1,8511.2,135.2
1.00E+05,3,12,19842,1535.9
