Max_spout,Spliters,Counters,Throughput+,Latency-
10000,3,13,58653,736.47
10000,5,15,54627,810.04
1.00E+06,2,3,61824,83512
10000,4,11,54605,791.7
1.00E+06,1,1,66418,91578
1.00E+05,6,11,48833,528.02
10000,5,8,53575,770.37
1000,4,12,54865,184.36
1000,1,6,55423,176.69
10,1,9,28657,3.4184
1,1,11,5300.4,1.9305
1.00E+06,4,18,55566,952.86
10000,1,12,62552,1539.4
100,3,18,54581,18.323
1.00E+05,5,15,55162,1249.1
1,5,16,6304.4,1.5942
1000,1,7,58797,173.93
1.00E+05,6,17,44254,652.28
1,3,18,6296.5,1.6335
1.00E+05,5,2,34813,1027.4
1.00E+06,4,6,46966,853.63
100,1,8,51198,20.136
1,3,7,7266.3,1.4241
10000,6,6,44504,552.38
1.00E+05,1,5,60465,14235
10000,2,9,66839,1407.6
1.00E+05,1,11,67729,12569
10,4,3,30954,3.258
1.00E+05,3,5,50951,825.53
1.00E+05,5,11,54720,827.53
1.00E+06,2,7,71997,27969
1.00E+06,2,4,55321,63627
1000,3,10,55308,184.64
100,6,3,44198,22.409
100,6,12,47366,20.042
1.00E+06,1,6,67297,53340
1000,6,5,44651,200.39
10,4,14,30010,3.389
1.00E+05,2,8,61056,14804
1.00E+06,3,11,57489,707.08
10000,1,15,65670,1544.7
1,1,14,5042.6,1.9422
1,2,6,5546.3,1.8161
1000,4,9,55281,186.28
1,3,17,6265.2,1.6202
100,4,1,46605,22.206
1000,5,14,56967,179.53
100,4,13,52643,19.134
1.00E+06,6,8,46245,552.01
10,6,7,31102,3.1728
