Max_spout,Spliters,Counters,Throughput+,Latency-
100,6,6,24578,38.387
10,6,15,19637,4.6353
1,2,12,4686.7,2.2306
1000,1,15,25778,412.5
1000,2,6,31480,342.65
1.00E+06,6,1,52828,73243
1000,1,18,25595,446.03
1.00E+05,1,18,21202,45261
100,2,18,33784,32.883
10,6,6,19636,4.711
100,1,3,21959,53.857
1,1,9,4404.4,2.3335
1.00E+05,6,6,25775,1066.2
10000,2,3,25630,4190.6
10,3,15,16905,6.2653
1,1,1,4602.9,2.25
1.00E+06,2,9,72394,58477
1000,2,18,37037,312.07
1,1,15,4422.9,2.3844
1000,6,18,27640,300.68
10,3,18,15905,6.7601
10000,6,15,27720,745.04
10000,6,6,25263,1057.2
1,3,3,5591.7,1.9243
1.00E+06,3,18,20184,1516.5
10,3,6,17061,6.2092
1.00E+05,3,3,18567,1733.9
1.00E+05,2,9,32491,31515
1.00E+05,3,1,10023,70985
1.00E+06,3,15,21614,1450.2
1.00E+05,6,18,28055,874.78
1,6,3,5361.1,1.9647
10000,6,1,11814,8104.6
1000,6,6,27448,277.18
100,6,9,23012,37.855
100,3,3,18806,58.44
100,2,1,9506.6,109.87
10,3,1,8400,12.509
1.00E+06,1,12,55320,91290
1,1,18,4382.4,2.3919
1.00E+06,6,9,28562,638.08
1,2,15,4643.2,2.2503
1.00E+06,3,6,18902,1623.2
1,6,12,5120.9,1.9902
1000,2,3,26177,440.59
1.00E+05,3,18,21210,1826.1
10,2,9,22005,4.774
10000,3,1,9504.8,11114
10,2,12,21765,4.8266
1.00E+05,2,15,34852,27668
