Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,10,18,300,1.00E+07,1.00E+05,35131,2.2728
1,100,12,120,2.00E+06,10000,37136,20.808
1,10000,12,10,1.00E+06,10000,1.50E+05,393.91
1,100,15,300,2.00E+06,1000,21800,40.741
3,100,1,60,2.00E+06,1.00E+05,74.938,26747
3,10,3,300,1.00E+06,1000,16318,17.623
3,100,6,120,1.00E+05,1000,41532,66.184
3,1000,9,60,1.00E+06,1.00E+05,1.26E+05,191.67
1,1000,12,10,1.00E+06,10000,64674,115.76
3,1000,9,10,1.00E+07,10000,1.21E+05,221.64
1,100,12,60,1.00E+05,1.00E+05,37660,20.498
1,100,3,120,2.00E+06,10000,40974,19.521
3,10,2,300,2.00E+06,10000,7704.8,71.322
3,100,18,120,1.00E+07,1000,35072,135.05
1,10,1,1,1.00E+06,10000,1174.9,24.247
1,100,6,60,2.00E+06,10000,35738,22.492
3,1000,12,1,1.00E+07,1.00E+05,1.11E+05,243.13
1,10000,18,120,1.00E+05,1000,1.64E+05,421.83
3,100,9,1,1.00E+05,1000,37348,66.487
3,100,15,300,1.00E+07,1.00E+05,36824,88.835
3,10000,18,120,1.00E+05,1000,2.15E+05,1146.9
3,10000,2,60,1.00E+05,1000,28718,10093
1,10,6,10,1.00E+05,10000,37038,2
1,10,15,120,1.00E+06,10000,36303,2.325
1,10,18,60,1.00E+07,1000,34386,5.4665
3,100,1,10,1.00E+06,10000,851.81,3566.6
1,10000,15,120,1.00E+05,1000,1.71E+05,377.17
3,10000,9,1,2.00E+06,1.00E+05,1.98E+05,1166
1,100,9,10,1.00E+06,1000,38576,20.703
3,100,1,60,1.00E+05,10000,787.06,3419
1,100,12,300,2.00E+06,10000,39776,19.222
1,1000,9,1,1.00E+06,1.00E+05,74105,97.151
1,100,15,60,2.00E+06,1000,40587,19.141
3,1000,3,60,1.00E+07,1.00E+05,1.25E+05,202.26
3,100,9,120,1.00E+06,1.00E+05,40225,64.811
1,10000,6,10,1.00E+07,1.00E+05,1.36E+05,391.17
3,10,1,60,1.00E+06,1.00E+05,115.38,2842.5
3,100,15,60,1.00E+05,10000,38672,64.742
3,10,15,1,1.00E+07,10000,10671,30.167
1,10000,2,1,2.00E+06,10000,1948.5,34733
3,10000,9,10,1.00E+07,1000,2.03E+05,1186.9
1,1000,1,10,1.00E+05,10000,376.82,20422
1,10,9,120,1.00E+05,1.00E+05,38260,2
3,100,1,120,1.00E+07,10000,787.44,3660.1
3,100,12,10,1.00E+07,10000,36245,73.885
1,100,3,1,2.00E+06,10000,40720,19.526
1,1000,6,10,1.00E+05,1000,74879,91.261
3,1000,15,120,1.00E+06,10000,1.12E+05,221.22
3,10000,18,1,2.00E+06,10000,1.91E+05,1154.2
1,10,9,1,2.00E+06,1000,35150,2.547
1,1000,15,60,1.00E+05,1.00E+05,61718,118.08
1,10000,6,60,1.00E+06,1000,1.31E+05,309.69
3,100,9,300,1.00E+05,10000,39415,69.51
3,100,12,300,1.00E+05,1000,39243,62.888
3,10,15,60,1.00E+07,1000,10279,30.041
3,10000,15,60,2.00E+06,1000,2.08E+05,1140.5
1,10000,6,1,1.00E+05,1000,1.34E+05,329.11
1,10,15,120,1.00E+06,1000,36736,2.0607
3,1000,2,1,2.00E+06,1.00E+05,1651,8023.6
1,10000,18,300,1.00E+06,10000,1.52E+05,456.36
1,1000,15,60,1.00E+06,1.00E+05,67384,118.75
3,1000,15,10,1.00E+06,1.00E+05,1.35E+05,177.45
1,10,12,1,1.00E+07,1.00E+05,22199,4.3922
1,10,6,1,1.00E+05,1.00E+05,36576,2.0297
1,10,3,10,1.00E+05,1000,36714,2
3,100,9,60,1.00E+05,1000,35464,65.554
1,100,18,1,1.00E+07,1000,14874,92.297
1,10,9,1,1.00E+06,10000,35531,2.5222
1,10,2,1,1.00E+07,1.00E+05,344.76,178.61
1,100,15,10,1.00E+05,1.00E+05,40075,17.837
3,10,2,300,1.00E+06,10000,7365.8,73.659
1,1000,12,10,1.00E+06,1.00E+05,64045,117.41
1,1000,15,1,2.00E+06,1000,64365,126.32
1,10000,6,1,1.00E+07,10000,1.08E+05,373.39
1,10000,1,1,1.00E+06,1000,2702.1,26360
3,10,12,60,1.00E+05,1000,11183,23.385
3,10,2,60,1.00E+05,1000,11311,25.566
1,10,3,300,2.00E+06,1.00E+05,38199,2.0488
1,10000,12,120,1.00E+06,1.00E+05,1.46E+05,394.67
1,1000,18,300,1.00E+05,1.00E+05,65416,122.71
1,100,2,60,1.00E+05,1000,18904,50.247
3,10,2,120,1.00E+07,10000,7773.6,79.388
1,100,18,10,1.00E+06,1000,21131,40.549
1,10000,1,60,1.00E+06,1000,3006.4,25556
3,10,1,300,2.00E+06,10000,964.38,302.59
3,100,9,120,2.00E+06,10000,38256,64.736
3,1000,15,60,1.00E+05,10000,1.13E+05,212.96
1,10000,12,60,2.00E+06,1000,1.52E+05,412.06
1,100,3,120,1.00E+05,1.00E+05,34570,18.138
1,10000,9,120,2.00E+06,1000,1.48E+05,418.8
1,10,6,120,2.00E+06,10000,36481,1.9869
3,100,9,10,2.00E+06,1000,36601,66.679
1,10,12,60,2.00E+06,1000,36697,2.1814
1,100,9,300,1.00E+07,1000,35181,24.837
3,1000,6,60,1.00E+05,10000,1.33E+05,177.33
1,100,15,1,1.00E+07,10000,29718,36.572
1,10000,1,1,2.00E+06,1000,2842.8,25722
1,10000,12,300,1.00E+07,10000,1.44E+05,559.25
1,10,18,1,2.00E+06,1.00E+05,33251,2.3813
3,10000,1,1,1.00E+07,10000,9048.1,17113
3,10,6,10,1.00E+05,10000,14824,15.97
3,10000,18,300,2.00E+06,1.00E+05,1.97E+05,1197.6
3,10000,18,10,1.00E+06,1.00E+05,2.04E+05,1148.9
1,10,18,300,1.00E+05,1.00E+05,36039,2.0207
1,10,15,1,2.00E+06,1000,32903,2.3274
3,10,18,10,2.00E+06,1000,11141,23.945
1,100,12,1,1.00E+05,1.00E+05,40947,17.888
1,1000,6,300,1.00E+07,1.00E+05,77747,99.777
3,10,2,10,2.00E+06,1.00E+05,4646.4,694.45
1,100,9,120,1.00E+06,10000,40146,19.01
3,10,9,300,2.00E+06,1.00E+05,16592,17.255
1,10000,1,10,2.00E+06,1.00E+05,2072.6,28865
3,10000,12,300,1.00E+06,1.00E+05,2.18E+05,1076.9
3,10000,3,10,1.00E+05,10000,2.09E+05,1088.5
1,10,6,120,1.00E+05,1000,37585,2.2406
1,10000,12,10,1.00E+05,10000,1.65E+05,383.83
3,10000,1,300,1.00E+06,1.00E+05,6778.4,19785
1,1000,12,120,2.00E+06,10000,65275,123.16
3,100,6,10,1.00E+06,1.00E+05,37733,63.967
3,10,1,120,1.00E+07,1000,6544.4,38.105
1,10000,12,120,1.00E+07,1000,1.52E+05,522.71
1,10000,3,1,2.00E+06,10000,1.39E+05,365.24
3,100,3,1,1.00E+06,1000,37318,64.562
3,100,12,120,1.00E+07,1000,35074,88.306
3,100,15,300,2.00E+06,1.00E+05,38052,66.524
1,1000,9,60,1.00E+07,1000,69591,105.71
1,10000,2,300,1.00E+05,1.00E+05,1811.4,29860
3,10,2,300,1.00E+05,1000,11156,24.931
1,10,1,10,1.00E+07,10000,6281.5,14.308
3,1000,12,1,1.00E+05,1.00E+05,1.31E+05,168.78
3,10,1,1,2.00E+06,1000,5647.7,41.96
1,10,12,1,1.00E+05,10000,34135,2.0079
1,100,6,60,1.00E+07,10000,35331,25.443
1,1000,12,300,1.00E+05,1.00E+05,62015,109.75
3,100,6,300,1.00E+05,1.00E+05,41991,64.082
