Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,1000,18,120,1.00E+06,10000,58317,127.2
1,100,18,10,1.00E+05,1000,21840,39.172
1,10000,6,1,1.00E+06,1.00E+05,1.34E+05,385.55
1,10000,2,60,2.00E+06,1000,5322.3,13582
1,10,9,1,2.00E+06,1.00E+05,35011,2.1981
3,100,12,10,1.00E+06,1.00E+05,40070,66.064
3,10,12,120,1.00E+06,10000,11606,22.718
3,1000,15,10,1.00E+05,10000,1.33E+05,192.43
1,100,9,10,1.00E+07,1000,33290,25.778
1,10,3,300,1.00E+07,10000,34570,2.4295
1,10000,15,300,1.00E+06,1000,1.71E+05,394.99
3,10000,15,1,1.00E+07,10000,1.50E+05,2179.9
1,10,18,120,2.00E+06,1000,35997,2.2401
1,1000,1,120,2.00E+06,1.00E+05,385.6,30162
1,100,3,120,2.00E+06,1000,37353,20.782
1,10000,15,10,1.00E+06,10000,1.55E+05,409.52
3,10,15,300,2.00E+06,1.00E+05,11384,23.039
3,100,9,10,2.00E+06,10000,39944,62.854
1,100,1,10,1.00E+07,1.00E+05,455.69,2001.9
1,1000,1,300,2.00E+06,1000,3104.1,2909.6
3,10,15,60,2.00E+06,1000,11281,24.25
1,10000,6,60,1.00E+06,1000,1.31E+05,309.69
3,10,12,10,1.00E+05,1000,10995,22.426
3,10000,18,120,2.00E+06,10000,2.08E+05,1194
3,100,3,120,1.00E+06,1.00E+05,37865,67.311
1,1000,12,1,1.00E+07,10000,53296,172.52
1,10,1,10,2.00E+06,1000,22858,3.7151
3,10,15,1,2.00E+06,1000,11337,24.147
3,10,6,1,2.00E+06,10000,16414,17.024
1,100,9,120,1.00E+05,1.00E+05,38018,17.992
3,10000,6,300,1.00E+06,10000,2.06E+05,1040.7
1,10,6,60,1.00E+06,10000,37170,2.0399
1,10,6,1,1.00E+05,1.00E+05,36576,2.0297
3,1000,12,60,2.00E+06,10000,1.29E+05,188.04
1,100,12,1,1.00E+06,1.00E+05,41197,17.366
1,10,2,1,1.00E+06,10000,2703.7,18.804
3,1000,15,10,2.00E+06,1000,1.32E+05,187.68
3,10,3,10,1.00E+06,10000,14151,16.493
1,1000,2,10,1.00E+07,1.00E+05,551.25,9246.7
1,10000,1,300,1.00E+06,1.00E+05,1734.7,31026
1,100,3,1,1.00E+07,1.00E+05,35312,24.054
3,1000,6,1,1.00E+05,10000,1.33E+05,184.55
1,10000,15,60,2.00E+06,1000,1.64E+05,409.96
1,10000,6,300,1.00E+06,1.00E+05,1.45E+05,310.09
1,100,3,1,1.00E+06,10000,38192,19.828
1,10000,1,60,1.00E+07,1.00E+05,2294.6,30725
3,10000,3,1,1.00E+06,10000,2.07E+05,1123.6
1,10,6,10,1.00E+07,1.00E+05,36125,2.4156
3,10,1,300,1.00E+05,1.00E+05,80.812,2791
1,100,1,120,1.00E+07,1.00E+05,430.29,2074.6
1,1000,2,1,2.00E+06,1000,9840.9,1035.8
3,10,3,10,1.00E+07,1.00E+05,14987,17.797
3,10000,3,60,1.00E+06,10000,2.07E+05,1091.8
3,10,2,60,2.00E+06,10000,7479.8,78.146
3,10000,18,10,1.00E+05,1.00E+05,2.07E+05,1120.2
3,10,15,120,1.00E+07,1.00E+05,11085,32.374
1,1000,3,60,1.00E+07,1000,72482,117.96
3,10000,15,60,1.00E+05,1.00E+05,2.04E+05,1087
3,100,9,1,1.00E+05,1000,37348,66.487
3,10000,15,1,1.00E+06,1.00E+05,2.04E+05,1092.9
1,100,9,300,1.00E+07,1.00E+05,32233,23.153
1,10,15,120,1.00E+06,10000,36303,2.325
3,10000,18,1,1.00E+05,1.00E+05,2.08E+05,1082.8
1,10000,18,120,1.00E+07,1000,1.33E+05,1067.8
3,1000,9,60,1.00E+06,1.00E+05,1.26E+05,191.67
3,100,12,10,2.00E+06,1.00E+05,39120,65.221
1,10,9,300,1.00E+06,10000,37506,2.2605
1,100,18,120,2.00E+06,1000,21093,40.483
3,10000,6,10,2.00E+06,10000,2.00E+05,1116.7
1,1000,18,1,2.00E+06,10000,60708,114.99
1,10000,3,1,1.00E+06,1000,1.37E+05,364.93
