A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,1,1,1,0,1,0,0,0,215.01,14
1,1,0,1,0,1,0,1,0,0,1,260.41,12
1,0,0,1,0,0,0,0,0,1,0,221.33,29
1,0,1,1,1,0,0,1,0,1,1,250.04,15
1,1,0,1,1,1,0,1,0,0,1,263.04,12
1,1,0,0,1,1,0,1,0,0,1,261.08,12
1,1,0,1,1,1,0,0,1,1,1,252.87,28
1,0,1,1,1,1,0,0,0,1,0,228.34,29
1,1,0,1,1,1,0,0,1,0,1,234.25,28
1,0,0,0,0,1,1,0,1,0,0,218.12,29
1,1,0,1,0,1,1,1,1,1,1,265.42,19
1,0,0,1,0,0,1,0,1,1,1,247.61,28
1,1,0,1,0,1,1,0,1,1,1,252.28,28
1,1,1,0,1,1,0,1,0,1,1,252.75,15
1,1,0,1,0,0,0,0,1,0,0,219.39,29
1,0,1,1,1,0,1,0,1,0,0,220.86,29
1,1,1,0,1,0,0,0,0,0,0,205.99,26
1,1,0,1,0,1,1,1,0,1,1,251.03,15
1,1,0,0,1,1,0,1,0,0,0,214.38,15
1,0,0,1,0,0,0,0,1,0,0,217.29,29
1,0,1,1,1,0,1,0,1,0,0,222.37,29
1,0,0,1,0,0,0,0,0,1,1,230.24,28
1,1,0,0,0,1,0,1,0,0,1,258.16,12
1,0,0,0,1,0,0,0,1,1,0,237.75,29
1,1,1,0,1,1,0,0,1,1,1,253.12,28
1,0,1,1,1,0,0,1,0,1,1,247.63,15
1,1,1,1,1,0,1,1,1,0,1,252.5,18
1,0,1,0,1,1,1,0,0,1,1,234.77,27
1,0,0,1,1,1,1,1,0,0,1,263.19,12
1,0,1,0,1,0,1,1,1,1,1,261.69,19
1,1,0,0,0,1,0,0,0,0,0,201.83,29
1,1,0,0,1,0,1,1,1,1,1,268.41,18
1,0,0,1,0,0,0,1,1,0,1,245.5,17
1,1,1,0,1,1,0,1,0,1,1,255.17,15
1,1,0,1,0,1,1,0,1,0,0,220.98,29
1,0,0,0,1,0,0,1,0,0,0,210.71,15
1,1,1,1,1,1,1,0,0,1,0,232.7,28
1,0,0,0,1,1,0,1,1,0,1,248.71,18
1,1,1,0,1,1,0,0,1,1,0,246.5,28
1,0,0,1,1,1,0,1,0,1,1,248.06,15
1,0,0,1,0,1,0,1,0,0,1,259.38,12
1,1,0,0,1,0,1,1,0,0,1,259.5,12
1,1,1,0,1,1,1,1,0,0,1,267.17,12
1,0,1,1,1,0,0,1,1,0,0,228.65,19
1,1,0,1,0,0,1,0,0,0,1,215.03,29
1,1,0,1,1,1,1,1,1,1,0,255.62,20
1,0,0,1,0,1,0,0,1,1,1,248.06,28
1,1,1,1,1,1,0,1,0,0,1,264.51,12
1,0,0,1,1,0,0,0,0,1,1,232.03,28
1,0,1,1,1,0,1,0,0,0,1,217.19,27
1,1,0,0,0,0,0,1,1,1,0,251.58,19
1,1,0,1,0,1,0,1,1,0,0,228.47,18
1,0,1,1,1,1,0,0,0,1,1,234.95,28
1,1,0,1,1,0,0,0,1,1,0,243.37,29
1,0,0,0,1,0,1,0,0,0,1,214.89,29
1,1,1,0,1,1,1,0,1,0,0,222.9,29
1,1,1,0,1,0,0,0,1,0,0,223.3,29
1,0,0,0,1,1,1,1,0,1,1,249.62,16
1,0,1,0,1,1,1,1,0,1,0,236.95,15
1,1,0,1,0,0,1,0,1,0,1,232.98,28
1,1,1,1,1,0,0,0,0,0,0,204.99,26
1,1,1,1,1,0,1,0,0,0,1,219.95,27
1,1,0,1,1,1,0,1,1,0,0,230.69,18
1,1,1,1,1,0,0,0,1,0,1,234.87,28
1,1,0,1,0,0,0,1,0,0,0,210.24,14
1,1,1,1,1,0,0,1,0,0,1,266.32,11
1,0,1,0,1,0,1,0,1,0,1,235.37,28
1,0,0,0,1,0,1,0,0,0,0,201.7,29
1,0,1,1,1,1,1,1,0,1,1,250.23,15
1,0,0,0,0,1,1,0,0,1,1,232.22,28
1,1,0,0,0,1,0,1,1,1,0,253.26,20
1,1,0,1,0,1,0,0,0,1,0,227.44,29
1,0,0,0,1,1,0,0,0,0,0,202.06,29
1,1,1,1,1,1,1,0,1,1,0,248.02,28
1,1,0,0,0,1,1,1,1,1,0,254.89,19
1,0,1,0,1,0,0,1,1,1,1,260.33,19
1,0,0,1,0,1,1,1,0,0,1,260.77,12
1,1,0,0,1,0,0,1,0,1,0,238.78,16
1,0,0,1,0,1,1,0,0,0,0,201.97,29
1,0,1,0,1,1,1,1,1,1,0,251.01,20
1,1,0,1,1,1,1,1,0,1,1,253.47,15
1,1,0,1,1,0,1,1,1,0,1,249.3,19
1,1,0,1,1,1,1,0,1,0,0,222.63,29
1,1,1,0,1,1,1,1,1,1,0,255.87,20
1,0,0,1,1,1,0,1,0,0,0,213,15
1,0,0,1,0,0,0,0,1,1,1,246.81,28
1,1,0,1,0,1,1,1,0,0,1,261.43,12
1,1,1,1,1,1,0,1,0,1,1,253.98,15
1,1,0,0,1,0,0,1,1,1,1,267.04,18
1,1,0,0,0,1,0,0,1,1,0,243.52,28
1,0,0,1,1,1,1,0,0,1,0,225.77,28
1,1,1,0,1,0,0,1,0,0,1,264.64,11
1,0,0,1,0,0,0,1,1,1,1,258.02,19
1,0,0,1,0,1,1,0,0,1,0,223.98,29
1,1,0,0,1,1,1,0,1,1,0,246.16,28
1,0,0,0,1,0,1,1,0,0,1,257.71,12
1,1,0,0,1,0,0,0,1,1,1,251.74,28
1,1,0,1,0,0,1,1,1,0,0,227.53,19
1,1,1,0,1,1,1,1,1,0,1,250.61,18
1,1,0,0,0,0,1,1,1,0,0,227.75,18
1,0,1,1,1,1,0,0,0,1,1,236.59,28
1,0,0,0,1,1,1,0,1,0,1,234.56,28
1,0,0,1,0,1,0,0,0,1,1,231.89,28
1,0,1,0,1,0,1,0,1,1,1,251.01,28
1,0,1,0,1,1,0,0,0,0,0,205.36,29
1,0,1,1,1,0,0,0,1,0,0,222.09,29
1,1,0,1,1,0,0,0,0,1,0,227.78,29
1,1,1,1,1,0,1,0,1,1,0,246.76,28
1,1,0,1,1,0,0,0,0,1,1,235.73,28
1,0,0,0,0,0,0,0,1,1,1,246,28
1,1,0,0,1,0,0,0,1,1,0,242.79,29
1,0,1,1,1,1,1,1,1,0,0,230.82,18
1,0,0,1,1,1,1,1,1,0,0,229.55,18
1,0,0,1,0,0,1,0,0,0,1,214,28
1,1,1,0,1,0,0,1,0,0,0,213.18,13
1,0,0,0,0,1,1,0,1,0,1,233,29
1,1,0,0,0,1,1,1,0,0,0,212.71,15
1,0,1,0,1,1,1,0,0,0,0,204.29,29
1,0,1,1,1,0,0,1,1,0,1,251.24,16
1,1,1,0,1,0,0,1,1,0,1,251.24,16
1,1,1,1,1,1,1,1,0,0,0,217.24,14
1,1,1,1,1,0,1,1,1,0,0,231.21,19
1,0,0,1,0,1,0,0,0,0,1,214.65,28
1,0,1,0,1,1,0,1,1,0,0,229.07,19
1,0,0,1,0,0,0,0,1,1,0,236.89,29
1,0,1,1,1,0,0,1,1,1,0,251,19
1,1,1,0,1,0,1,1,0,0,1,264.74,12
1,1,0,0,0,0,0,0,1,1,1,249.99,28
1,0,0,1,1,0,0,0,1,1,0,239.27,29
1,0,0,0,1,1,1,1,1,1,0,250.73,20
