A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,0,1,0,1,0,0,1,0,226.13,29
1,1,1,0,1,0,0,0,1,1,1,252.18,28
1,1,1,1,1,1,0,0,0,1,0,232.2,28
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,1,0,1,0,1,1,0,0,0,1,216.3,28
1,0,1,1,1,1,0,0,0,0,0,206.43,29
1,0,0,1,0,0,1,0,1,1,1,247.61,28
1,1,1,0,1,0,1,1,0,1,0,242.5,15
1,1,0,0,0,1,0,1,1,0,0,228.65,19
1,0,0,0,0,1,0,1,1,1,0,246.94,20
1,1,1,0,1,1,0,1,0,0,0,217.47,14
1,1,0,0,0,1,1,0,0,0,0,202.94,29
1,0,1,0,1,1,0,0,1,0,0,220.39,29
1,0,0,0,1,1,0,0,1,0,0,219.33,29
1,1,1,1,1,1,1,0,1,1,1,255.01,28
1,1,0,0,1,0,1,0,0,0,1,215.85,28
1,1,0,0,1,1,0,1,0,1,1,254.27,16
1,0,0,0,1,1,0,0,0,1,1,233.12,29
1,1,0,1,1,0,0,0,1,0,1,233.85,27
1,1,0,1,1,0,1,1,1,1,1,266.09,19
1,1,0,0,0,0,0,0,1,1,1,249.99,28
1,0,1,0,1,0,1,0,1,0,0,221.44,29
1,0,1,1,1,1,0,1,1,0,0,230.47,19
1,0,0,0,0,0,0,1,1,1,1,258.56,18
1,1,1,1,1,1,0,1,0,0,0,216.37,14
1,0,0,1,1,0,1,0,0,0,0,202.68,29
1,0,0,1,1,1,0,0,0,1,1,233.79,28
1,0,1,1,1,0,1,1,0,1,1,251.25,15
1,1,0,1,1,1,1,0,0,0,0,205.74,29
1,1,1,1,1,0,1,0,0,1,0,231.31,28
1,0,0,1,0,0,1,0,0,0,0,200.82,29
1,1,1,1,1,1,1,0,1,1,0,248.02,28
1,1,1,0,1,1,0,0,0,0,0,205.21,29
1,1,0,0,1,0,0,0,0,1,1,234.7,28
1,0,1,1,1,0,0,1,0,0,1,247.37,14
1,0,1,0,1,0,1,1,1,1,1,261.69,19
1,0,0,1,1,0,0,1,1,0,0,227.19,19
1,0,1,0,1,1,1,1,1,1,1,262.94,19
1,1,1,1,1,0,1,1,0,0,1,266.19,12
1,0,0,0,1,1,1,1,0,0,1,259.69,12
1,1,1,1,1,1,1,0,0,1,1,241.23,28
1,0,1,1,1,1,1,0,1,0,1,235.79,28
1,0,1,1,1,1,0,0,1,0,0,221.26,29
1,1,1,1,1,1,1,0,1,1,1,256.25,28
1,0,0,1,1,0,1,0,0,0,1,215.96,28
1,0,0,1,0,1,0,1,1,0,1,246.65,18
1,0,1,1,1,1,0,1,1,1,0,252.58,20
1,1,1,1,1,0,1,0,1,0,0,222.82,29
1,1,1,1,1,0,0,1,1,1,1,266.1,19
1,0,0,1,1,0,1,1,0,1,1,247.01,15
1,0,0,0,1,0,0,1,1,1,1,261.09,18
1,0,0,1,1,0,0,1,0,1,0,233.43,15
1,0,1,0,1,1,0,0,0,1,1,235.7,28
1,0,1,1,1,1,0,0,1,0,1,235.07,28
1,0,1,1,1,1,0,0,1,1,1,250.34,28
1,0,1,1,1,1,1,0,1,0,0,221.86,29
1,0,0,1,0,1,0,0,0,0,0,201.47,29
1,0,1,0,1,1,0,0,1,1,1,249.72,28
1,0,0,1,0,1,1,1,1,0,1,247.31,18
1,0,0,0,0,1,0,1,1,0,0,226.13,18
1,1,0,0,1,0,1,0,0,1,0,228.28,28
1,0,1,1,1,0,0,1,1,0,1,249.05,16
1,0,1,1,1,0,0,0,1,1,1,249.5,28
1,0,1,0,1,1,1,1,0,0,1,263.58,12
1,0,0,0,0,1,1,0,1,1,1,249.04,28
1,1,0,1,0,0,0,0,0,1,0,225.62,29
1,0,1,0,1,1,1,0,0,1,0,227.64,29
1,1,1,0,1,0,0,0,1,1,0,245.16,28
1,1,1,0,1,0,0,1,0,0,0,215.88,14
1,0,1,1,1,0,0,1,1,0,1,251.24,16
1,0,1,0,1,0,1,1,0,1,0,237.52,15
1,0,0,1,1,0,0,1,1,1,0,247.72,19
1,0,1,1,1,0,0,0,0,1,1,233.33,28
1,1,1,1,1,1,0,0,1,1,0,247.17,28
1,0,1,1,1,1,0,0,0,0,0,204.73,29
1,0,1,0,1,0,0,1,1,0,0,229.64,19
1,0,0,0,1,0,0,1,1,0,0,226.88,18
1,1,0,0,0,1,1,1,1,0,1,249.74,17
1,0,1,0,1,0,0,0,1,1,0,241.02,28
1,0,0,1,1,0,0,0,1,0,0,218.89,29
1,0,0,1,0,0,1,1,1,1,0,247.08,20
1,0,0,0,0,1,0,1,1,1,1,260.5,19
1,0,1,1,1,1,1,0,0,0,0,207.1,29
1,1,0,0,0,1,0,1,0,1,1,251.91,16
1,0,0,0,1,1,1,1,0,1,1,249.62,16
1,0,0,0,0,1,1,0,1,0,0,218.12,29
1,0,0,1,1,0,1,0,0,1,1,233.12,28
1,0,0,0,0,0,0,0,0,1,1,228.3,29
1,1,1,0,1,0,1,1,1,0,0,230.08,19
1,1,1,1,1,0,1,0,1,0,0,224.33,29
1,0,0,0,1,1,1,0,0,0,1,216.06,29
1,1,0,0,1,0,0,0,1,0,0,220.42,29
1,1,1,1,1,1,1,0,1,0,0,225.16,29
1,1,1,1,1,0,0,1,1,1,1,268.42,19
1,1,0,0,1,1,1,1,1,0,1,251.79,17
1,1,0,1,0,0,1,1,0,1,1,249.56,15
1,0,1,1,1,0,1,0,0,0,1,217.19,27
1,1,1,1,1,0,1,1,0,0,0,215.74,14
1,0,0,0,0,1,1,0,0,1,1,232.22,28
1,1,0,1,1,1,1,1,0,1,1,253.47,15
1,1,0,1,0,1,0,0,1,1,1,251.43,28
1,1,0,1,1,1,0,1,0,1,0,240.05,15
1,0,1,0,1,1,0,0,0,1,1,234.01,28
1,1,1,0,1,0,1,1,1,0,1,249.49,18
1,1,0,1,1,1,1,0,0,1,1,238.27,28
1,1,0,0,1,0,0,1,1,0,0,229.19,18
1,1,1,1,1,1,1,0,1,0,0,223.77,29
1,1,1,1,1,0,1,0,1,1,0,245.22,28
1,1,1,0,1,1,1,0,1,0,1,237.41,28
1,1,1,1,1,1,1,1,1,1,0,258.83,20
1,0,0,0,0,0,0,1,1,1,0,244.91,19
1,1,0,0,0,1,1,0,1,1,0,244.28,28
1,0,1,1,1,1,1,0,0,1,1,237.35,28
1,0,0,0,0,1,1,1,0,0,0,210.51,15
1,0,0,0,0,0,1,1,1,1,0,246.73,20
1,0,1,0,1,0,1,0,1,1,1,249.58,28
1,1,1,1,1,1,1,1,0,0,1,267.43,12
1,1,1,0,1,0,0,1,1,1,1,267.28,19
1,1,1,0,1,0,0,1,1,1,0,255.02,19
1,0,0,1,1,1,0,0,0,0,1,216.27,29
