Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,3,3,19133,1814.2
10000,3,15,21523,1524.7
10,3,18,16140,7.2948
1.00E+05,2,3,21514,38738
1.00E+05,6,1,31179,6540.8
1.00E+06,1,1,43406,83233
1.00E+06,6,3,20812,2143
100,3,6,20045,58
100,6,1,9214.4,116.13
1.00E+06,1,15,44024,74403
1.00E+05,2,6,28808,35249
10,6,1,7524.2,13.959
10000,1,15,20936,4748.4
1.00E+06,3,6,19405,1592.6
1000,6,3,22423,465.98
1.00E+06,3,18,20307,1817.5
1000,1,12,21808,470.82
100,3,12,20821,56.731
10,2,12,20233,5.7734
10000,2,6,29437,3740
1.00E+05,6,12,26315,928.18
10,6,12,19528,4.9185
100,2,12,26373,40.169
1,2,6,4423.6,2.3538
1.00E+06,1,18,50783,65193
1000,2,15,33549,321.53
10000,2,15,33155,2972
1000,3,15,22132,468.71
10000,2,1,7431.5,13541
1000,3,9,22911,521.23
1.00E+06,1,12,54656,73740
1.00E+06,3,9,19266,1713.3
1.00E+05,3,3,17911,1806.9
100,6,9,23142,37.915
1000,1,3,20050,553.74
1.00E+06,2,6,45856,1.05E+05
1000,6,1,11583,1038.1
10,6,9,20066,5.0202
100,1,1,8511.2,135.2
1,6,12,4871,2.2277
100,1,9,18652,62.08
1,3,18,4949.1,2.1277
10000,2,18,31933,3296.5
10,3,6,15736,7.2908
1,1,1,4255.3,2.5621
100,3,1,8465.1,132.78
100,2,15,25948,46.001
1.00E+06,3,1,26988,32624
1.00E+05,2,12,31491,29871
10,2,18,19335,5.641
