Spout_wait,Spliters,Counters,Throughput+,Latency-
2,2,16,9101.4,309.22
7,1,16,6424.4,476.81
10000,6,8,356.75,7131.7
9,1,2,5087.4,562.96
4,4,4,9236.4,292.15
8,6,14,7534,361.53
4,3,9,9902,287.6
4,2,3,9095.6,309.95
1,2,15,8523.1,309.71
100,6,7,7077.5,370.97
1000,4,12,2834.9,957.35
3,5,14,10109,275.3
10000,5,16,361.44,7394.4
5,5,8,10519,273.92
9,4,16,7845.6,356.45
5,6,8,9466.6,288.22
6,1,3,7492.3,359.44
6,5,16,10949,260.32
10000,1,9,305.19,8840.1
10000,1,12,281.88,8560.5
1000,1,2,2630.2,1076.2
4,3,5,10392,277.76
8,6,17,7660.1,364.64
10000,2,13,322.88,8480.3
60000,2,7,161,39383
60000,2,15,280.67,37033
1,6,7,9267.4,278.68
8,4,3,7537.2,371.52
1000,2,16,2660.2,1004.8
7,5,10,7253,399.98
3,1,12,7331.9,374.83
3,6,17,10359,258.59
10000,1,7,296.29,8830.7
10,5,8,7573,365.3
10,3,12,7741.9,370.35
100,4,5,6614.4,380.37
60000,6,14,219,36709
2,2,10,8897.9,311.41
100,1,13,5564.7,537.51
7,1,18,6575.9,457.98
8,3,1,7941.5,362.41
10000,3,4,350.25,8333.8
5,5,7,10504,268.57
6,6,6,10444,274.18
2,4,7,10244,276.14
7,4,10,8648.2,339.83
6,3,5,10323,275.09
60000,1,13,169.83,44884
7,2,10,7900.2,375.98
1,3,13,10170,264.22
