Spout_wait,Spliters,Counters,Throughput+,Latency-
6,4,18,9766.9,283.75
6,2,15,9447.6,294.77
4,4,11,9605,269.76
100,2,12,6531.1,414.47
1,4,3,9322.5,305.17
9,4,6,6940.1,383.26
4,1,13,7432.4,369.06
8,6,1,7949.4,366.1
3,1,14,7541.8,381.84
1,5,9,9818.8,267.21
3,5,4,9812,285.93
3,5,7,9518.4,276.95
100,3,5,7052.3,397.11
10000,6,1,334.44,7419.6
10000,2,5,324.75,8424.2
4,5,11,10420,276.03
4,2,4,8226,325.08
2,6,7,10078,282.11
2,1,4,6761.8,419.62
10000,2,17,339,8348.5
60000,4,8,158.83,34269
2,1,10,7726.4,385.49
6,6,6,10444,274.18
1,4,17,10153,280.22
8,1,10,5166.9,556.34
1,3,1,10114,286.39
10000,1,1,330.25,8695.8
100,5,9,6812.2,397.66
4,3,8,9549.2,264.45
1000,2,7,2669.3,1001.1
1000,4,14,2822.4,940.57
3,6,6,9885.4,267.04
100,4,1,7679.9,366.3
9,2,8,6677.4,403.37
4,5,1,10354,281.03
60000,4,2,226.75,36140
8,2,14,6221.1,443.31
10000,2,7,312.44,8459.8
5,2,7,9123.6,309.76
1,3,11,10419,270.49
60000,4,7,233,44002
4,1,12,7656.1,370.96
6,4,16,10539,266.67
1000,3,15,2809.4,976.45
5,6,1,10766,271.47
6,5,6,10328,281.72
7,2,2,7917.9,358.82
2,3,12,10573,274.53
9,4,2,7870.3,346.67
9,1,16,5027.2,529.94
1000,6,12,2803,920.78
8,1,8,4510.1,573.08
1,4,1,10382,276.56
4,2,13,9221.4,307.37
4,2,10,9213.2,304.36
7,1,15,6537.6,404.63
3,4,5,9931,280.83
9,5,7,7590.7,356.3
2,1,13,7503.5,388.63
10000,4,11,317.88,8190.5
60000,6,18,167.86,34860
5,1,15,7959.8,360.94
60000,2,6,121.5,49172
1000,6,2,2809.9,958.99
4,6,8,10438,276.92
4,5,17,10778,275.23
100,3,12,7668.1,390.13
3,4,3,9327.9,289.04
5,5,4,11018,264.45
5,6,2,10499,259.05
60000,3,18,153.17,32438
100,1,17,4955.9,540.26
2,5,8,9528.7,273.77
60000,4,14,419.33,33629
8,4,12,7065.2,381.96
10000,2,2,293.31,8393.9
6,4,15,11065,255.62
4,2,11,9787.6,293.03
5,2,11,9060.4,313.2
7,3,16,8907.2,327.48
10,3,14,7120.1,369.39
8,5,3,7152.4,388.87
7,5,2,7644.9,360.56
2,6,9,9868.1,273.86
9,4,9,7565.3,368.16
1000,5,18,2803.4,910.83
9,1,6,4866.9,537.63
10,6,13,7137.4,351.3
10,2,1,6756.1,456.87
5,2,16,8414.4,317.27
60000,2,18,189,42380
100,2,3,6215.8,444.72
10000,6,13,411.06,6658
3,6,12,9643.9,267.55
10,6,17,7865.8,345.81
2,3,9,9482.3,278.57
2,5,7,9593.7,281.05
9,2,18,6521.1,445.1
6,5,18,10124,259.26
9,5,14,7566.9,367.8
100,6,14,6959.4,383.29
7,5,7,7175.6,371.9
9,3,15,7424.6,395.16
4,2,9,8674.2,299.28
5,6,10,9980.1,280.48
1000,2,1,2616.5,989.7
5,3,17,10522,271.16
9,3,9,6852.9,396.82
5,5,9,9010.1,275.18
9,3,5,7375.8,390.48
4,5,6,9470.7,293.76
1,2,9,9224.8,310.57
6,1,17,7839.6,352.52
1,4,6,9298.4,281
5,2,17,9882.4,285.71
3,2,18,9043.4,301.8
9,3,10,7468.8,390.79
9,1,17,4962.8,538.3
9,1,3,5239.3,538.95
1000,6,3,2419.9,989.22
1000,4,18,2755.6,925.8
5,5,2,10317,270.05
4,5,2,10301,287.26
60000,3,2,173.2,53596
1,6,5,10358,282.01
1,6,6,9321.4,271.78
3,6,7,9895.4,284.22
60000,2,14,168.4,50017
9,3,8,6981.4,397.56
5,1,8,7887.1,365.52
6,6,13,10534,258.31
60000,5,8,200.8,37068
100,5,14,7648.6,358.72
4,6,16,10295,262.99
7,2,12,7714.9,369.84
10000,4,6,311.59,8561
10,5,10,7435.9,380.02
60000,5,7,173.8,29293
5,2,6,9051,304.56
7,1,2,7237.9,392.05
10,1,5,5130.2,540.02
10000,3,1,326,8171.3
60000,4,10,161.17,33725
5,3,18,10428,272.6
2,3,3,9116.2,292.05
8,1,16,5113.7,539.64
4,6,4,10010,279.26
6,6,8,10237,271.64
100,1,7,5480.6,520.9
10000,3,17,338.88,8268.7
8,2,3,6199.5,426.86
7,4,9,8255.1,335.19
2,5,5,9468.6,291.64
4,2,1,8814.8,340.19
100,4,16,7724.2,377.11
1000,4,13,2788.3,966.15
4,4,4,9236.4,292.15
60000,5,16,190.6,32731
8,6,12,7157.6,384.27
7,5,3,6945.4,419.95
2,4,10,11015,270.75
3,1,2,7134.5,420.23
10,2,5,6468.3,426.45
3,5,5,9684,276.93
7,6,7,7074.5,372.65
2,1,9,7277.6,394.18
10000,2,3,331.82,8335
1,2,10,9157.3,314.64
5,6,18,9729.5,279.51
2,6,16,9800.6,267.29
60000,2,16,182.2,39764
1000,4,17,2779.1,946
1000,1,6,2534.9,1126.5
7,3,17,8330.1,331.15
5,4,17,10386,262.97
5,2,12,9173.6,311.36
2,6,11,10375,271.97
5,6,9,10062,274.08
3,5,15,10726,260.28
5,1,4,6836.2,420.68
5,1,1,6272.1,441.2
60000,1,13,169.83,44884
1,5,14,9378.8,267.26
60000,3,9,169.83,37314
6,3,14,10513,260.05
1000,4,2,2756.5,1005.3
7,3,9,8446,325.83
1,4,18,9845.3,268.05
7,1,7,6914.6,395.43
3,1,8,6885.3,401.21
4,3,12,9497.1,270.4
1,5,10,10737,287.83
1,2,4,7972.4,329.55
7,3,3,8421.8,355.1
3,3,3,9990.1,285.37
2,1,14,7322.9,361.05
100,4,4,7447.4,388.17
5,6,12,9367.9,270.21
1000,6,18,2934.3,924.52
10000,4,7,346.31,7983.5
8,1,18,5189.2,528.02
8,3,12,7332.1,392.83
10000,1,8,285.25,8886
8,6,13,6509.8,413.68
7,3,7,8550.3,329.8
3,4,9,9727.4,288.34
1000,4,9,2591.9,967.06
6,2,8,8832.7,310.97
10000,6,6,391.69,6962.4
1000,2,17,2617.2,978.96
10000,6,15,410,6714.2
4,6,7,9926.3,276.04
60000,4,11,173.6,38099
3,6,8,9541.1,265.4
60000,3,14,216.8,33521
7,4,3,8305.5,346.67
10,5,12,7056.2,387.88
7,1,16,6424.4,476.81
10,2,16,6400.1,435.93
10000,2,1,336.62,7924.3
1000,2,15,2567.2,981.25
10,5,5,6923.1,390.77
3,3,10,9678.2,264.56
6,6,5,10432,275.59
4,1,6,7195.4,378.7
5,2,14,8740.4,305.11
60000,4,9,205,31300
3,2,15,9008.5,300.97
9,1,13,4871.9,573.46
60000,3,16,145.67,45113
7,2,5,7308.8,385.66
5,4,2,10623,255.26
1000,3,1,2748.4,954.29
7,1,10,7238.5,379.95
6,4,5,10070,271.39
4,3,14,10152,264.18
100,2,8,6675.4,421.88
2,6,3,9383.1,288.03
8,4,5,7223.4,378.73
100,6,1,7804.2,374.97
10,5,15,7541.1,374.31
7,3,1,8606.1,341.39
3,2,11,9529.2,304.17
60000,2,13,171.8,46373
1000,3,2,2919.6,940.2
8,2,8,6527.8,420.59
5,6,14,11086,258.97
10,4,4,6920.2,412.73
100,5,8,7322.8,382.57
1000,3,8,2449.6,969.69
