Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,6,6,1.05E+06,2048,12812,73.119
3,6,6,2.62E+05,2048,14967,204.87
3,3,9,1.05E+07,2048,16833,183.64
2,2,6,1.05E+07,1024,13154,150.98
2,2,3,1.05E+06,512,12469,162.72
1,6,9,1.05E+08,2048,13778,67.548
3,1,2,5.24E+06,1024,11326,273.88
2,6,12,1.05E+06,1024,15471,125.77
2,3,1,1.05E+08,2048,9506,203.82
3,1,9,1.05E+08,1024,12282,240.34
1,1,6,1.05E+08,1024,14207,69.085
2,6,6,1.05E+07,1024,13286,141.22
2,6,1,1.05E+06,512,9912.1,195.05
3,1,2,1.05E+07,2048,11561,263.6
2,1,6,1.05E+08,1024,12535,160.22
3,3,1,1.05E+07,2048,8511.6,360.37
2,2,1,2.62E+05,2048,8146,250.08
3,3,12,5.24E+06,2048,17944,172.88
1,3,6,2.62E+05,1024,12790,75.441
3,6,1,1.05E+07,2048,8455.1,365.67
3,6,3,1.05E+07,1024,14127,212.09
1,2,9,1.05E+06,512,18889,52.377
2,3,6,1.05E+06,512,12518,154.39
1,1,12,1.05E+08,2048,14527,67.116
1,1,1,5.24E+06,1024,9334.2,102.94
1,1,6,5.24E+06,2048,14277,68.234
2,3,6,1.05E+07,512,12551,153.7
3,6,3,1.05E+06,1024,13687,226.09
2,1,3,1.05E+07,1024,12599,159.83
3,3,6,5.24E+06,1024,15373,203.88
1,1,1,1.05E+08,2048,9023.6,110.07
2,3,3,2.62E+05,512,11589,172.21
1,1,2,1.05E+06,512,10750,90.004
3,1,9,2.62E+05,512,12422,242.85
3,6,9,1.05E+08,2048,17092,179.91
3,2,3,1.05E+06,2048,12555,244.31
2,3,6,1.05E+07,1024,12828,152.93
3,2,6,5.24E+06,512,14041,217.99
3,6,2,5.24E+06,1024,11969,249.68
1,3,1,5.24E+06,512,8571.8,110.88
2,1,2,5.24E+06,2048,11496,174.97
2,6,2,5.24E+06,512,11574,176.28
1,2,1,2.62E+05,512,7914.2,130
1,3,9,1.05E+07,1024,12693,71.982
2,3,6,5.24E+06,1024,13193,149.17
3,3,1,1.05E+07,512,8024.9,380.96
2,3,6,5.24E+06,512,12778,151.39
1,3,2,1.05E+07,1024,11667,82.684
2,1,9,1.05E+08,1024,13963,139.24
1,6,9,5.24E+06,1024,13238,71.228
3,2,3,1.05E+08,512,12181,249.93
2,2,2,1.05E+06,512,12240,163.52
3,2,2,2.62E+05,1024,11521,273.84
1,2,2,1.05E+07,512,11302,83.442
2,1,2,2.62E+05,512,11400,174.2
3,6,6,1.05E+06,512,15770,193.73
1,6,3,2.62E+05,512,12456,80.408
1,2,2,5.24E+06,2048,11311,86.368
1,3,2,5.24E+06,2048,11898,80.556
2,2,1,1.05E+06,2048,8206.2,242.81
1,6,6,1.05E+08,2048,13254,73.818
1,2,12,2.62E+05,1024,20536,47.513
2,6,9,1.05E+08,1024,14084,142.6
1,3,6,1.05E+08,2048,12455,73.217
1,2,9,1.05E+06,2048,19187,51.458
2,3,3,1.05E+06,512,11813,166.26
3,6,9,1.05E+08,512,16954,184.92
3,2,2,5.24E+06,2048,11650,263.15
3,1,9,2.62E+05,1024,12160,244.75
2,1,9,1.05E+07,1024,13875,143.54
