Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
1,2,6,5.24E+06,512,17189,57.059
2,6,3,1.05E+06,512,11937,163.4
3,2,6,1.05E+07,1024,14290,211.17
2,1,2,5.24E+06,512,11241,179.53
3,2,6,1.05E+06,1024,13980,215.67
2,1,1,5.24E+06,2048,8236,241.58
1,6,9,1.05E+08,2048,13778,67.548
1,1,3,2.62E+05,2048,12463,79.078
1,6,3,2.62E+05,1024,12273,78.982
2,2,9,2.62E+05,1024,13630,143.3
3,3,3,1.05E+06,512,13453,217.05
2,2,12,1.05E+06,1024,13730,147.69
2,3,1,2.62E+05,2048,9534.9,208.18
2,3,12,1.05E+08,512,14436,137.28
2,1,1,1.05E+06,1024,8164,246.38
3,2,6,5.24E+06,1024,14395,206.36
1,2,1,5.24E+06,512,8074.2,124.25
3,2,1,2.62E+05,2048,8198.4,372.85
3,1,1,1.05E+07,512,7941.4,387.25
1,3,6,2.62E+05,2048,12237,77.458
1,6,6,5.24E+06,1024,12790,75.418
3,6,9,2.62E+05,1024,17206,186.35
3,6,2,1.05E+08,2048,12107,248.1
1,2,6,2.62E+05,512,16959,56.933
2,6,3,1.05E+06,2048,11856,164.9
3,1,9,1.05E+08,512,11939,253.39
2,2,9,2.62E+05,512,13979,144.14
2,6,1,1.05E+06,2048,9551.3,197.83
1,2,12,1.05E+06,512,20495,49.017
2,6,12,5.24E+06,512,15546,131.99
2,3,3,1.05E+07,1024,11501,171.66
2,6,6,2.62E+05,512,12980,147.42
1,1,6,1.05E+06,512,13677,73.65
3,6,12,1.05E+07,512,18777,178.6
3,3,1,1.05E+08,512,8135.8,380.16
1,6,2,2.62E+05,1024,11693,81.686
3,6,2,2.62E+05,512,11627,257.8
2,3,2,2.62E+05,512,11442,173.82
1,3,12,5.24E+06,2048,13094,74.428
2,2,12,1.05E+08,2048,13906,143.74
2,3,12,1.05E+06,1024,14811,132.72
3,3,6,1.05E+08,512,15647,190.5
1,2,2,1.05E+06,1024,11303,85.569
1,1,2,1.05E+08,512,10979,89.199
3,3,1,2.62E+05,1024,8111.1,374.92
1,2,9,2.62E+05,512,18928,52.784
2,3,3,1.05E+08,1024,11645,171.71
3,1,2,1.05E+07,1024,11201,274.71
3,2,2,1.05E+08,512,11349,272.31
1,6,3,5.24E+06,2048,12062,79.76
3,6,2,5.24E+06,512,11808,254.04
2,1,2,1.05E+06,512,11215,185.16
3,3,2,1.05E+06,512,11595,247.79
2,6,12,1.05E+08,1024,15247,126.32
2,3,9,2.62E+05,1024,14045,139.91
3,2,12,5.24E+06,2048,15491,194.22
2,1,2,1.05E+06,1024,11254,175.1
1,6,12,1.05E+07,2048,14532,65.505
2,3,2,2.62E+05,2048,11788,172.61
2,3,3,1.05E+07,512,11761,167.26
1,1,1,1.05E+06,2048,9453.5,101.19
1,3,9,1.05E+08,2048,13148,71.174
3,1,6,5.24E+06,2048,11978,244.07
1,1,1,1.05E+08,512,9283.7,103.14
3,2,9,1.05E+07,512,15150,203.83
2,1,2,1.05E+07,512,11463,172.79
1,1,12,1.05E+08,2048,14527,67.116
1,2,9,1.05E+08,2048,19671,50.391
1,1,3,1.05E+07,1024,12305,82.948
1,3,9,1.05E+06,2048,12170,76.017
