Max_spout,Spliters,Counters,Throughput+,Latency-
1000,5,13,59666,171.3
1.00E+06,4,10,54489,824.36
1.00E+06,2,6,68913,56665
1.00E+06,4,11,54485,799.59
10000,4,1,55902,1726.8
1,2,6,5546.3,1.8161
1.00E+05,1,13,65445,14273
100,2,13,57293,15.94
1.00E+05,6,13,46049,552.56
1,4,12,6686.6,1.5439
100,2,11,57860,16.393
1.00E+05,1,5,60465,14235
100,3,1,46137,22.012
1.00E+05,3,15,57327,756.68
1,2,2,5801.6,1.7259
1000,2,9,57605,168.94
1000,2,18,65133,143.95
100,4,11,54203,20.194
100,4,4,42733,24.039
1.00E+06,5,1,28155,1546.7
10000,1,12,62552,1539.4
1000,5,10,54189,184.45
1,2,12,5577.5,1.8543
1000,4,2,34221,299.39
1000,5,7,54866,194.78
1.00E+06,4,12,53634,920.88
10000,3,11,58125,823.45
100,3,3,45752,21.69
1.00E+06,2,15,77306,17328
1,2,13,5602.6,1.852
1.00E+06,5,13,54479,824.38
1.00E+06,3,14,59461,810.27
10000,2,3,61616,1588.4
10,2,8,31045,3.2466
1.00E+05,5,11,54720,827.53
1.00E+06,1,11,93548,40881
100,2,18,55966,16.927
100,2,3,48120,21.603
1.00E+05,6,12,44941,539.73
10000,3,15,58308,754.76
1000,2,5,50993,205.93
10,1,1,28203,3.4546
100,2,2,46785,21.854
100,3,5,48057,20.875
10000,4,7,58163,722.58
10,5,15,28524,3.5358
10,5,3,28968,3.4356
10,3,1,29324,3.3776
1.00E+05,3,17,54411,883.79
1000,4,18,56956,181.4
