Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,1,2,1.05E+06,1024,11254,175.1
1,1,12,5.24E+06,1024,14805,68.305
2,1,2,1.05E+07,1024,11572,173.7
1,2,2,1.05E+07,512,11302,83.442
1,2,3,1.05E+06,512,14327,67.328
1,1,6,1.05E+08,512,13599,73.403
2,3,3,1.05E+06,2048,11688,165.08
1,1,9,1.05E+06,2048,14318,68.578
3,3,9,1.05E+07,2048,16833,183.64
1,3,1,1.05E+07,2048,8567.1,110.72
2,3,2,5.24E+06,2048,11766,168.68
3,1,2,5.24E+06,2048,11409,264.59
1,3,2,1.05E+07,2048,11772,82.358
1,1,9,1.05E+08,2048,14722,66.798
2,3,1,1.05E+08,2048,9506,203.82
1,2,6,1.05E+07,1024,17130,60.02
2,2,9,1.05E+07,2048,13660,141.27
1,6,12,2.62E+05,2048,13432,69.739
1,1,9,2.62E+05,2048,14570,66.392
3,3,9,5.24E+06,2048,17079,184.46
1,2,6,1.05E+08,1024,17497,54.146
1,3,9,2.62E+05,2048,12957,73.267
3,3,3,1.05E+06,2048,13652,221.59
2,3,2,2.62E+05,2048,11788,172.61
3,1,2,1.05E+06,2048,11332,267.57
3,2,1,1.05E+08,512,8379.6,357.55
2,3,9,1.05E+08,2048,13943,141.27
3,1,1,2.62E+05,1024,7954.8,379.24
3,2,9,1.05E+08,512,13986,202.97
1,2,3,2.62E+05,2048,14302,67.396
2,1,6,1.05E+06,512,12742,159.03
1,1,1,2.62E+05,2048,9375.7,101.58
3,3,2,1.05E+06,2048,11542,267.34
2,3,12,2.62E+05,2048,14306,137.43
2,6,1,1.05E+07,512,9789,197.19
3,2,3,1.05E+06,512,12313,244.86
3,6,9,5.24E+06,1024,17294,184.68
1,6,2,1.05E+08,512,11668,82.671
3,6,9,1.05E+08,2048,17092,179.91
3,6,12,1.05E+06,2048,18664,171.8
3,2,2,1.05E+06,512,11965,257.83
3,1,3,2.62E+05,1024,11891,259.29
2,3,2,1.05E+06,512,11316,172.47
1,6,2,1.05E+07,2048,11751,82.42
2,3,6,1.05E+06,512,12518,154.39
1,3,9,1.05E+06,512,12724,72.712
3,1,2,1.05E+07,2048,11561,263.6
1,3,2,5.24E+06,2048,11898,80.556
1,6,3,1.05E+07,1024,12233,78.571
1,1,12,1.05E+07,2048,14742,66.966
3,3,1,1.05E+07,1024,8393.1,360.55
3,1,6,1.05E+07,512,11497,259.74
2,1,6,2.62E+05,1024,12553,160.87
2,2,9,1.05E+06,1024,13711,147.74
1,6,12,1.05E+06,1024,14160,67.695
3,6,9,1.05E+06,512,17254,177.23
1,1,1,1.05E+08,512,9283.7,103.14
1,2,9,5.24E+06,512,19541,50.401
3,1,9,5.24E+06,1024,12467,243.1
1,6,6,5.24E+06,1024,12790,75.418
1,2,12,1.05E+07,1024,20356,48.387
2,2,3,1.05E+06,1024,12135,167.02
2,6,2,1.05E+07,2048,11603,172.51
2,2,2,1.05E+08,2048,12351,158.01
3,3,3,5.24E+06,1024,13463,228.15
2,3,6,1.05E+06,2048,13339,154.39
1,6,3,1.05E+06,2048,12106,79.89
1,3,6,2.62E+05,2048,12237,77.458
2,1,3,1.05E+07,2048,12602,158.23
2,1,12,5.24E+06,512,13846,142.06
3,1,12,1.05E+08,512,12489,240.55
3,2,3,1.05E+08,1024,12580,252.44
1,1,6,5.24E+06,2048,14277,68.234
3,3,6,1.05E+07,2048,15446,200.21
2,2,1,1.05E+06,2048,8206.2,242.81
3,1,12,1.05E+07,2048,11988,241.75
3,3,9,1.05E+08,1024,16916,180.52
2,2,1,2.62E+05,1024,8238.6,246.56
3,1,1,5.24E+06,512,7879.3,376.89
2,1,2,2.62E+05,2048,11195,179.17
2,1,6,1.05E+08,512,12541,153.27
3,1,1,2.62E+05,512,7730.2,405.5
3,3,1,5.24E+06,2048,8500,373.12
3,1,9,1.05E+06,1024,12351,241.38
3,3,6,1.05E+06,1024,15572,195.33
2,2,1,5.24E+06,2048,8458.9,238.33
2,1,1,1.05E+06,1024,8164,246.38
2,3,2,1.05E+08,1024,11801,170.98
3,1,12,5.24E+06,2048,12483,244.52
2,6,1,1.05E+08,2048,9819.2,196.16
1,6,6,1.05E+07,512,12903,71.984
1,1,2,1.05E+06,2048,10820,93.632
2,3,1,2.62E+05,1024,9742.7,203.4
1,2,1,2.62E+05,512,7914.2,130
1,6,9,1.05E+07,1024,13292,70.041
1,3,2,1.05E+06,1024,11890,80.612
1,2,2,1.05E+07,1024,11185,86.291
2,2,6,1.05E+07,512,12830,154.32
3,6,3,5.24E+06,1024,14091,215.56
3,2,9,1.05E+08,2048,15478,203.55
1,2,12,1.05E+07,512,20117,48.45
3,6,9,1.05E+06,2048,17086,178.92
1,2,6,1.05E+06,512,17898,54.633
3,3,2,1.05E+07,2048,11638,256.52
1,6,1,5.24E+06,1024,8444.1,111.72
3,3,12,1.05E+08,512,18019,173.48
1,3,2,1.05E+08,512,11722,83.214
1,6,2,2.62E+05,512,12108,79.968
3,2,6,1.05E+06,512,14145,208.05
3,1,1,1.05E+06,1024,7845.3,379.21
3,1,3,2.62E+05,512,12043,252.08
3,6,1,5.24E+06,2048,8417,356.03
1,2,6,1.05E+06,1024,17299,55.711
3,2,1,1.05E+06,2048,8333.2,371.39
2,1,3,1.05E+08,1024,12529,154.49
2,3,9,1.05E+06,2048,14171,144.12
3,6,12,1.05E+07,1024,18343,159.53
3,3,6,1.05E+08,512,15647,190.5
3,1,3,1.05E+06,512,11845,258.05
1,2,9,1.05E+07,1024,19614,48.667
1,3,1,1.05E+08,1024,8440.4,113.82
2,2,3,1.05E+07,2048,12657,157.84
1,2,9,1.05E+08,512,18965,51.98
2,2,2,1.05E+06,1024,12279,165.01
2,2,12,2.62E+05,512,13646,145.26
3,6,2,2.62E+05,1024,12018,247
3,1,9,1.05E+06,512,12287,249.69
2,1,3,1.05E+06,1024,12806,154.68
1,6,6,1.05E+06,2048,12812,73.119
3,1,6,5.24E+06,2048,11978,244.07
2,3,3,5.24E+06,2048,11731,173.04
2,1,1,5.24E+06,2048,8236,241.58
3,2,2,1.05E+06,1024,11309,270.13
2,3,3,1.05E+07,512,11761,167.26
2,3,3,1.05E+06,1024,11724,169.37
3,6,2,1.05E+06,512,11605,253.86
1,6,3,5.24E+06,1024,12730,76.43
3,6,1,1.05E+08,2048,8517.7,362.15
1,1,1,1.05E+07,1024,9395.3,104.4
2,1,1,5.24E+06,512,8080.2,251.14
1,6,9,5.24E+06,512,13396,72.962
1,6,12,1.05E+08,2048,13927,66.105
2,2,3,1.05E+08,1024,12621,161.8
3,3,12,1.05E+06,1024,18529,167.39
3,3,3,2.62E+05,2048,13318,224.17
3,1,9,1.05E+08,2048,12047,252.08
2,3,1,5.24E+06,1024,9398.1,202.45
3,2,1,1.05E+07,1024,8195.2,372.01
1,3,9,1.05E+07,1024,12693,71.982
3,1,9,1.05E+06,2048,12279,240.32
1,2,3,1.05E+08,512,13996,70.993
3,3,12,1.05E+06,512,17892,172.78
3,2,3,2.62E+05,512,12655,239.77
2,2,3,1.05E+07,1024,12088,165.58
1,1,2,5.24E+06,2048,10917,89.624
3,1,2,1.05E+08,1024,11515,268.59
1,1,9,2.62E+05,1024,14719,65.299
3,2,3,1.05E+06,2048,12555,244.31
3,6,12,2.62E+05,512,18716,169.76
2,2,2,1.05E+08,1024,12422,160.17
2,3,9,1.05E+07,2048,13615,147.56
1,1,6,5.24E+06,1024,13611,70.129
1,2,9,1.05E+07,512,19268,51.911
3,3,9,1.05E+06,512,17286,181.25
1,3,9,2.62E+05,512,12585,75.039
2,1,3,1.05E+07,512,12207,166.29
2,2,1,1.05E+08,512,8398.6,239.7
1,3,1,1.05E+08,512,8423.9,112.78
2,3,2,1.05E+07,1024,11816,169.11
2,3,6,1.05E+07,2048,13122,156.1
2,2,6,2.62E+05,2048,13395,150.91
3,3,3,1.05E+08,512,13981,222.08
1,2,12,1.05E+06,512,20495,49.017
2,1,6,2.62E+05,2048,13046,153.25
2,2,1,2.62E+05,2048,8146,250.08
1,6,12,1.05E+07,1024,13987,65.751
2,1,9,1.05E+06,2048,13114,147.66
2,2,2,5.24E+06,2048,12241,163.21
1,2,6,1.05E+08,512,17083,57.549
1,3,3,2.62E+05,512,12386,77.368
2,3,6,5.24E+06,512,12778,151.39
2,1,6,5.24E+06,1024,12674,150.2
1,6,1,1.05E+08,512,8592.3,108.42
3,1,6,1.05E+08,2048,12072,251.81
1,6,6,5.24E+06,2048,13385,72.833
1,1,3,5.24E+06,1024,12561,79.292
3,1,3,5.24E+06,1024,11968,256.13
2,3,1,1.05E+06,2048,9682.5,200.58
1,6,3,5.24E+06,2048,12062,79.76
2,6,2,2.62E+05,2048,11493,169.03
2,2,6,1.05E+06,1024,13093,154.87
2,6,12,1.05E+06,1024,15471,125.77
2,6,3,2.62E+05,2048,12128,161.23
1,1,1,2.62E+05,512,9260,104.57
2,1,12,1.05E+07,1024,13597,141.65
2,3,6,5.24E+06,2048,12844,153.55
2,1,9,2.62E+05,2048,14258,138.47
2,6,6,2.62E+05,512,12980,147.42
2,6,3,2.62E+05,512,11573,167.27
2,1,12,1.05E+08,2048,14539,135.8
1,1,6,2.62E+05,1024,14178,68.567
1,1,2,1.05E+08,2048,10620,92.693
3,1,9,2.62E+05,1024,12160,244.75
1,3,2,1.05E+06,2048,11549,84.664
2,3,1,2.62E+05,2048,9534.9,208.18
3,2,1,2.62E+05,512,8360.5,364.65
1,6,1,1.05E+06,1024,8544.9,114.01
2,2,3,2.62E+05,512,12301,166.15
3,6,9,1.05E+08,1024,16990,177.94
3,3,3,1.05E+07,2048,13891,217.51
1,6,2,1.05E+07,1024,11604,82.823
3,3,6,1.05E+07,512,15352,202.15
1,3,3,1.05E+08,512,12307,79.414
2,2,12,2.62E+05,2048,14550,137.82
3,2,6,5.24E+06,1024,14395,206.36
3,6,6,5.24E+06,1024,15870,190.26
3,6,2,2.62E+05,2048,11792,264.09
1,2,9,1.05E+06,2048,19187,51.458
2,1,9,2.62E+05,1024,14350,137.56
