Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,3,9,1.05E+07,2048,13615,147.56
2,3,3,2.62E+05,2048,11877,167.73
2,1,2,1.05E+08,1024,11218,179.02
1,1,6,1.05E+07,2048,13955,69.705
3,3,2,5.24E+06,2048,11475,263.58
1,6,9,5.24E+06,512,13396,72.962
3,2,3,5.24E+06,512,12372,251.47
1,3,6,1.05E+06,1024,12530,74.61
1,1,12,1.05E+06,2048,14646,68.492
1,6,2,5.24E+06,512,11964,79.851
1,6,2,1.05E+07,512,11815,81.21
2,1,6,2.62E+05,1024,12553,160.87
1,6,12,2.62E+05,512,13418,72.155
1,3,2,1.05E+07,512,11620,81.587
1,2,2,5.24E+06,512,11235,85.496
1,2,2,1.05E+08,512,11123,88.986
2,6,1,1.05E+06,2048,9551.3,197.83
1,1,9,1.05E+07,1024,13976,67.493
3,1,6,2.62E+05,512,11920,250.24
1,1,3,5.24E+06,512,12959,76.212
2,1,1,5.24E+06,1024,8097.9,247.37
3,6,9,1.05E+07,512,17433,177.14
1,6,3,1.05E+07,2048,12682,76.464
3,2,12,1.05E+06,1024,15245,199.96
2,1,3,5.24E+06,512,12881,154
3,1,9,5.24E+06,1024,12467,243.1
2,2,1,5.24E+06,512,8229.4,245.2
1,1,6,2.62E+05,1024,14178,68.567
1,6,9,1.05E+06,2048,13792,70.055
2,3,9,1.05E+07,512,13594,144.91
2,2,9,1.05E+08,512,13767,147.79
2,3,12,2.62E+05,2048,14306,137.43
2,6,3,5.24E+06,1024,12142,163.91
1,2,9,1.05E+06,2048,19187,51.458
3,3,2,1.05E+06,1024,11461,271.83
3,2,9,1.05E+07,512,15150,203.83
3,1,3,1.05E+08,1024,11841,259.01
1,1,6,1.05E+07,512,14290,68.155
1,6,12,1.05E+07,512,13511,70.402
1,6,12,5.24E+06,512,13565,68.332
3,6,9,1.05E+08,512,16954,184.92
2,6,3,2.62E+05,2048,12128,161.23
1,6,1,1.05E+06,1024,8544.9,114.01
3,3,3,1.05E+08,512,13981,222.08
1,2,3,2.62E+05,512,14411,69.1
2,1,12,1.05E+07,2048,14456,135.19
2,1,9,2.62E+05,1024,14350,137.56
2,1,6,5.24E+06,1024,12674,150.2
1,6,1,2.62E+05,2048,8528.8,106.99
