Spout_wait,Spliters,Counters,Throughput+,Latency-
7,4,15,20288,160.6
10,1,5,14497,222.5
2,5,13,18751,193.39
10,2,10,18941,178.26
7,3,12,19484,174.59
6,1,2,11633,273.81
8,5,2,13363,237.3
6,6,16,21221,171.2
10,4,6,16733,210.48
1,4,16,17685,211.49
100,5,11,18847,186.86
5,5,10,20077,177.23
2,1,2,11726,287.88
100,2,13,20294,166.84
10,3,3,15591,201.09
10000,1,6,433.29,7637.4
100,1,9,13056,239.95
4,6,8,17559,213.37
100,4,11,18792,194.7
10,2,8,17456,192.31
100,2,12,17963,178.49
2,3,15,19434,180.54
9,1,17,18035,183.24
5,2,1,9314.4,359.04
6,6,9,17727,182.72
5,2,12,17249,191.29
10,3,12,19457,188.04
4,1,5,14879,224.85
2,4,12,19018,196.45
10,5,10,18769,186.53
2,5,15,19421,191.47
100,1,3,12533,246.22
3,1,7,12308,255.93
4,1,13,14385,228
9,6,2,13645,223.74
10,3,10,19847,178.65
6,3,11,18655,175.34
10,6,9,19412,171.73
4,6,14,20253,184.74
1000,3,18,3138.6,775.97
1000,2,15,3059.8,854.01
1000,2,9,3056.3,857.09
9,3,3,15559,216.05
6,2,2,12414,260.98
100,4,7,16493,196.33
9,5,1,9977.5,316.06
10,6,7,18059,207.27
1000,6,2,3207.9,851.97
7,3,16,20476,191.77
2,1,15,13883,240.04
4,3,6,16283,215.49
10000,2,2,488.69,7129.9
5,6,14,19500,186.76
8,2,10,18706,177.54
4,6,17,21629,162.25
2,1,12,13566,240.13
5,3,18,19428,178.11
7,3,18,21044,164.44
1,2,7,15192,214.55
4,1,3,12938,267.28
9,4,10,18579,182.91
1,3,9,17202,205.13
4,2,18,17820,189.06
2,2,15,16557,202.01
6,4,11,18674,187.41
4,3,16,19030,205.3
3,2,14,17518,193.89
4,6,7,16851,214.25
6,1,8,15459,211.54
1000,2,12,3076.1,856.32
9,3,8,17857,197.01
5,5,16,19334,173.59
7,2,11,18081,183.8
6,6,12,20038,168.69
7,1,17,19227,166.98
7,6,14,19884,187.56
1000,5,13,3243.1,758.18
6,2,8,17107,213.73
8,1,4,12864,248.52
3,5,7,16846,206.99
6,1,6,12687,245.38
8,4,14,19128,185.12
100,5,6,17259,193.78
6,5,10,20095,176.3
9,3,14,19530,185.53
5,6,17,21412,188.77
10,4,5,17027,194.44
5,2,11,17492,212.48
6,5,13,19531,173.48
8,6,16,21178,152.89
3,2,1,8807.9,365.54
10000,2,12,582.82,6109.2
7,3,13,19717,169.4
5,5,14,19144,192.49
1000,3,16,3035.6,816.61
4,3,8,16950,224.92
6,2,1,9114,348.7
9,2,2,13621,240.8
10,4,11,18628,184.06
1000,3,9,3283.9,763.71
1000,4,17,3259.9,748.03
3,4,1,9137.1,337.37
1000,1,12,2890,962.59
100,2,1,9799.9,315.4
6,3,18,20402,185.48
7,4,2,13336,241.62
9,5,2,13537,243.27
8,5,15,20649,177.56
9,2,9,15836,204.49
5,6,13,19954,193.66
4,5,16,18676,189.39
1000,3,2,3145.2,895.01
7,3,2,12993,247.2
100,4,14,19635,169.76
10,5,6,16840,201.65
10,6,11,18388,187.7
10000,2,16,628.94,5072.2
1,2,9,15377,217.16
9,3,15,21126,168.49
3,4,9,18002,207.85
6,3,10,18746,192.25
1000,1,14,2898.3,932.47
8,2,14,18744,184.53
5,2,14,18624,191.35
1,6,5,14816,248.53
8,4,15,21201,174.55
7,3,7,17098,201.15
1,6,15,19629,189.2
5,5,9,18204,188.49
8,4,4,16226,205.96
10,6,10,20358,165.67
5,6,11,19565,178.14
8,4,18,20500,172.16
8,1,3,12887,243.89
3,4,6,16214,210.27
6,2,18,17707,202.68
100,6,6,17404,176.71
5,1,5,14485,215.06
10000,1,1,310.06,9421
8,1,15,14442,214.87
1000,2,16,2900.9,860.72
2,4,7,16129,209.67
6,2,13,19408,170.62
3,3,3,14959,228.82
10,6,5,16330,216.8
8,2,13,19200,183.1
5,2,9,16802,216
9,4,1,9792.8,322.8
2,4,15,20094,167.28
4,1,1,8823.4,383.41
10000,1,14,512.44,5550.6
3,1,10,14066,232.12
2,3,10,18007,204.66
100,2,11,18938,165.46
3,1,14,16371,201.8
3,3,1,9017.3,361.64
5,1,11,16926,198.63
9,2,6,15580,212.94
6,2,6,14991,214.92
100,3,13,19581,175.88
7,1,7,13422,250.23
10000,3,7,607.29,6151
10000,1,7,458.25,7869.6
7,1,16,14295,229.42
6,1,11,15407,209.92
6,4,8,16981,207.94
9,2,5,15337,219.85
4,1,4,12029,276.04
4,3,3,14984,212.78
10,1,17,18746,177.55
2,1,1,8337.3,394.28
7,5,14,18602,179.39
5,2,13,19214,170.21
100,5,4,15194,217.83
5,3,12,19289,176.63
5,4,12,19001,176.54
2,1,10,13940,226.85
7,6,7,17468,199.58
2,4,18,19208,175.4
9,6,5,16678,186.04
3,4,15,19353,175.48
5,4,3,15186,203.89
10000,3,2,434,7092.8
100,1,1,9045.7,378
10,5,3,15861,204.87
9,4,4,15472,217.16
6,6,5,16197,223.22
10000,2,8,470.94,6694.7
3,5,10,18636,168.4
4,1,7,13781,247.06
6,1,4,12759,258.19
2,5,4,15386,225.32
3,6,18,21262,179.24
100,2,9,18437,190.42
4,4,2,12203,248.93
5,1,9,14224,227.65
1000,3,15,3045.4,797
5,3,4,15676,226.06
9,1,5,15014,216.29
2,4,10,18969,194.84
100,6,11,19693,161.26
10,2,16,19697,183.34
1,4,11,17728,204.74
5,1,16,14622,220.23
5,4,9,18056,176.21
7,6,8,17943,189.84
1000,1,18,3027.8,921.52
6,6,13,19892,178.59
1000,4,7,3122.1,801.62
2,1,18,13858,243.6
100,2,14,19076,175.27
4,2,8,16881,207.97
100,4,8,16940,195.91
100,6,17,21086,162.27
10000,1,8,515.12,6573.1
6,1,7,13847,242.95
8,5,18,20587,168.9
2,4,14,18913,184.11
8,6,11,19933,180.42
10,1,9,13426,241.89
1000,2,8,2965.1,837.77
