Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
3,1,6,1.05E+07,1024,11847,250.2
1,6,1,2.62E+05,2048,8528.8,106.99
2,2,2,1.05E+08,512,12581,158.91
1,3,6,2.62E+05,2048,12237,77.458
2,2,1,1.05E+07,512,8517.5,236.68
2,6,9,2.62E+05,512,14216,138.64
3,3,12,1.05E+07,2048,17853,173.45
1,1,2,1.05E+08,512,10979,89.199
1,2,2,1.05E+08,512,11123,88.986
1,2,9,1.05E+07,1024,19614,48.667
2,6,1,1.05E+08,512,9884,193.31
3,2,6,1.05E+06,512,14145,208.05
2,2,6,1.05E+08,1024,12605,159.36
2,2,2,1.05E+06,1024,12279,165.01
1,2,12,1.05E+06,512,20495,49.017
2,3,9,1.05E+06,512,13802,139.24
2,3,3,1.05E+08,2048,11811,165.54
3,3,9,1.05E+06,2048,16777,188.56
1,2,6,2.62E+05,1024,17478,55.122
1,1,9,2.62E+05,2048,14570,66.392
3,6,2,2.62E+05,2048,11792,264.09
2,1,2,1.05E+07,1024,11572,173.7
1,2,3,1.05E+06,1024,14343,67.011
2,1,1,1.05E+06,2048,7851.3,262.75
2,3,9,2.62E+05,512,13921,143.79
3,1,2,1.05E+06,1024,11301,275.85
2,1,3,1.05E+08,1024,12529,154.49
2,1,2,1.05E+08,2048,11417,172.71
1,2,9,1.05E+06,1024,19209,51.318
3,1,3,1.05E+08,512,11912,255.57
2,2,3,2.62E+05,1024,12691,163.03
2,2,3,2.62E+05,512,12301,166.15
3,3,12,5.24E+06,2048,17944,172.88
1,3,2,1.05E+06,2048,11549,84.664
2,3,3,2.62E+05,512,11589,172.21
1,1,1,2.62E+05,1024,9282.3,103.32
2,6,2,1.05E+07,1024,11537,176.59
2,3,12,5.24E+06,512,14808,137.62
3,2,1,1.05E+06,1024,8198.2,378.6
1,6,3,5.24E+06,2048,12062,79.76
2,1,1,2.62E+05,512,7975.7,255.27
3,2,1,1.05E+08,2048,7975.1,372.51
3,6,3,1.05E+07,512,13614,218.1
2,2,9,5.24E+06,512,14284,143.69
2,2,1,1.05E+06,2048,8206.2,242.81
1,3,12,5.24E+06,512,12144,74.759
1,2,12,1.05E+07,1024,20356,48.387
3,2,12,5.24E+06,2048,15491,194.22
1,3,3,1.05E+06,2048,12179,80.989
3,2,2,2.62E+05,1024,11521,273.84
1,2,2,1.05E+08,2048,11455,83.516
