Max_spout,Spliters,Counters,Throughput+,Latency-
10,1,3,12690,9.0425
10,6,6,17588,5.4324
1000,6,12,23951,419.31
10,6,18,17697,5.2977
1.00E+05,2,15,29311,33300
10000,3,12,18735,1760.2
1.00E+05,6,6,24924,869
100,6,6,21305,46.838
10,6,3,16448,6.6913
10,2,15,18564,5.822
10000,3,3,18253,1943.9
1.00E+06,2,12,60713,73693
1,1,1,4123.9,2.5786
10,3,3,14028,8.641
10000,1,18,19317,5709
1.00E+05,6,12,25490,953.19
1.00E+06,2,3,41319,90593
1,2,15,4192.9,2.5676
1,6,12,4638.4,2.2965
10,1,1,7494.8,15.267
1.00E+05,2,12,29893,34751
10000,1,6,18745,5990.6
10,3,9,16038,6.8006
1.00E+06,2,1,35943,70293
10,6,9,18337,5.274
100,3,15,20075,57.099
10,6,15,18604,5.2717
1.00E+05,6,18,27324,865.83
1000,3,12,20562,523.63
10000,2,6,27670,3923
1.00E+05,1,9,18336,49528
1000,2,9,29274,357.24
100,1,12,20382,57.635
1,3,9,4646.2,2.2873
1.00E+06,6,6,24009,1028
10,2,6,17445,6.2931
100,3,6,20076,55.609
1,3,3,4742.8,2.2434
1000,1,1,9036.2,1310.1
1.00E+06,1,1,48918,93904
1.00E+05,1,12,17814,49666
1000,3,9,20589,537.34
1,6,9,4568.4,2.2659
10000,2,1,6913.8,14710
1.00E+05,3,9,21496,1595.8
1,3,15,4684.3,2.263
1,2,12,4224.6,2.4514
1,2,3,4213.6,2.4483
100,1,1,8600.1,142.45
1.00E+05,3,12,19027,1568.1
