Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,12,1.05E+07,2048,15139,131.67
3,2,9,1.05E+07,1024,15773,201.11
2,3,12,5.24E+06,2048,14557,133.22
1,6,2,1.05E+06,2048,11690,83.558
2,3,2,5.24E+06,2048,11766,168.68
1,6,3,1.05E+07,512,12366,76.828
2,1,2,1.05E+08,1024,11218,179.02
1,2,9,2.62E+05,512,18928,52.784
2,6,3,1.05E+06,512,11937,163.4
2,6,1,1.05E+07,512,9789,197.19
2,6,12,1.05E+07,1024,15871,126.39
3,2,3,1.05E+06,2048,12555,244.31
3,2,2,2.62E+05,512,11421,273.97
1,2,12,5.24E+06,512,20591,47.387
2,3,3,1.05E+08,2048,11811,165.54
3,3,1,1.05E+07,1024,8393.1,360.55
1,1,9,1.05E+07,1024,13976,67.493
2,2,1,1.05E+08,512,8398.6,239.7
1,1,3,2.62E+05,1024,12721,77.152
3,2,12,1.05E+07,512,16054,184.06
1,1,12,1.05E+06,2048,14646,68.492
3,1,1,2.62E+05,2048,7855.3,377.63
1,1,1,1.05E+08,1024,9333.8,102.77
2,6,12,2.62E+05,1024,15413,131.71
1,3,6,1.05E+07,2048,12302,77.046
1,3,12,1.05E+08,1024,12754,72.6
1,1,2,1.05E+06,2048,10820,93.632
2,1,1,5.24E+06,2048,8236,241.58
2,6,2,2.62E+05,1024,11921,170.53
2,6,2,1.05E+08,1024,11777,172.76
1,3,9,5.24E+06,2048,13104,70.247
2,3,3,2.62E+05,512,11589,172.21
3,6,2,1.05E+06,1024,11594,255.23
2,3,9,1.05E+07,512,13594,144.91
3,1,2,1.05E+06,512,11192,278.14
3,3,6,1.05E+07,1024,15353,196.48
3,6,12,1.05E+06,512,18379,168.9
3,2,1,5.24E+06,1024,8231.7,362.87
3,6,3,1.05E+07,1024,14127,212.09
2,6,6,2.62E+05,1024,12864,149.1
3,2,9,5.24E+06,512,15026,202.62
2,2,3,1.05E+07,1024,12088,165.58
3,3,1,2.62E+05,1024,8111.1,374.92
2,6,1,1.05E+08,512,9884,193.31
2,6,1,1.05E+06,2048,9551.3,197.83
3,3,1,2.62E+05,2048,8533,352.64
1,2,9,1.05E+07,512,19268,51.911
1,2,3,1.05E+08,1024,14210,68.822
3,6,1,1.05E+08,1024,8444.7,361.36
2,1,2,1.05E+08,2048,11417,172.71
2,6,3,5.24E+06,1024,12142,163.91
3,3,6,1.05E+06,2048,15403,205.09
2,6,12,2.62E+05,512,14910,131.78
1,1,3,1.05E+08,2048,12221,79.187
2,3,6,1.05E+08,512,12741,156.58
2,2,1,1.05E+07,1024,8324.9,243.35
2,1,9,1.05E+07,512,13663,142.71
2,6,3,2.62E+05,1024,11950,167.23
1,2,6,2.62E+05,512,16959,56.933
2,6,6,1.05E+06,1024,13013,153.89
2,6,6,1.05E+08,1024,13549,144.8
1,1,12,5.24E+06,1024,14805,68.305
3,1,6,5.24E+06,2048,11978,244.07
2,1,9,5.24E+06,512,13962,144.94
3,6,9,2.62E+05,1024,17206,186.35
1,1,1,1.05E+08,2048,9023.6,110.07
2,3,3,2.62E+05,2048,11877,167.73
1,6,9,5.24E+06,2048,13906,67.546
1,6,2,1.05E+07,2048,11751,82.42
3,6,6,1.05E+06,512,15770,193.73
2,3,9,1.05E+06,512,13802,139.24
1,1,12,1.05E+07,512,14767,65.394
3,3,2,2.62E+05,1024,11345,260.53
3,1,6,2.62E+05,512,11920,250.24
3,3,3,1.05E+08,1024,13713,222.1
2,2,9,1.05E+06,512,14408,141.85
3,3,3,1.05E+08,512,13981,222.08
1,3,1,5.24E+06,512,8571.8,110.88
2,1,12,1.05E+08,1024,13643,143.02
2,3,12,1.05E+07,512,14458,136.56
1,6,9,1.05E+07,1024,13292,70.041
3,3,6,1.05E+07,512,15352,202.15
3,3,12,2.62E+05,2048,17812,172.6
1,3,2,1.05E+07,512,11620,81.587
3,2,3,1.05E+08,2048,12315,246.59
1,2,12,1.05E+08,512,20167,49.514
2,6,3,2.62E+05,512,11573,167.27
2,2,9,5.24E+06,512,14284,143.69
3,6,2,1.05E+08,2048,12107,248.1
2,1,9,5.24E+06,2048,13727,143.56
3,6,6,1.05E+07,2048,15741,199.05
1,2,9,5.24E+06,512,19541,50.401
1,6,12,5.24E+06,2048,13893,68.601
1,6,3,1.05E+07,1024,12233,78.571
2,6,1,1.05E+08,1024,9745.7,201.18
1,1,2,5.24E+06,512,10991,90.148
1,3,1,1.05E+08,1024,8440.4,113.82
1,6,3,1.05E+06,2048,12106,79.89
3,2,6,2.62E+05,1024,13913,214.76
2,3,3,1.05E+07,1024,11501,171.66
1,1,6,1.05E+07,512,14290,68.155
2,2,2,1.05E+08,1024,12422,160.17
1,2,9,2.62E+05,2048,19992,47.622
1,3,3,1.05E+08,1024,12554,77.475
2,1,6,1.05E+08,2048,12735,155.2
2,1,1,1.05E+07,1024,7959.8,254.98
3,3,3,1.05E+06,2048,13652,221.59
3,2,1,1.05E+07,2048,8407,366.26
2,6,2,1.05E+08,2048,11403,172.53
3,6,3,1.05E+08,512,14036,210.6
2,1,2,1.05E+06,512,11215,185.16
2,1,1,1.05E+06,1024,8164,246.38
2,1,9,5.24E+06,1024,13662,148.99
3,2,6,1.05E+07,512,13983,214.56
1,3,1,5.24E+06,2048,8404,114.93
1,3,2,1.05E+08,2048,11699,84.691
3,3,1,1.05E+08,1024,8083.4,382.76
2,2,9,1.05E+08,1024,14095,141.07
1,6,6,2.62E+05,512,13294,73.086
2,6,2,1.05E+06,512,11758,168.51
3,3,6,1.05E+07,2048,15446,200.21
3,2,1,1.05E+06,512,7982.3,378.11
3,2,9,1.05E+08,1024,15722,203.06
3,2,2,1.05E+08,512,11349,272.31
2,2,9,1.05E+06,2048,14016,142.83
3,6,2,1.05E+07,2048,12198,253.06
3,6,1,2.62E+05,512,8184.2,371.71
3,3,9,5.24E+06,1024,16386,191.05
1,3,2,5.24E+06,512,11317,84.692
1,1,9,5.24E+06,1024,14733,65.498
2,1,2,1.05E+07,1024,11572,173.7
1,2,9,1.05E+07,2048,19710,49.453
1,3,2,1.05E+06,1024,11890,80.612
1,6,12,1.05E+06,2048,13861,66.109
1,2,2,1.05E+06,2048,11100,88.202
1,1,6,2.62E+05,512,13551,71.47
1,6,2,1.05E+06,512,12010,79.661
3,3,9,1.05E+08,1024,16916,180.52
2,2,3,1.05E+06,1024,12135,167.02
3,2,12,1.05E+08,1024,15825,185.04
2,1,12,5.24E+06,512,13846,142.06
2,3,9,1.05E+08,512,13810,147.99
3,2,12,2.62E+05,1024,15617,201.6
2,1,2,1.05E+08,512,11277,177.47
1,2,9,2.62E+05,1024,19371,51.331
1,3,12,1.05E+07,2048,12437,77.372
2,6,6,1.05E+08,512,13029,153.21
1,3,12,1.05E+07,1024,12962,72.683
2,3,3,2.62E+05,1024,11756,166.8
