F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
0,1,0,0,1,0,1,0,1,65,80,8,3,6,147.296
1,1,0,0,0,0,0,1,1,20,70,7,7,4,176.048
1,1,0,1,0,0,0,1,1,70,40,1,7,4,104.197
0,1,0,1,1,0,0,1,1,40,85,4,3,5,80.11
0,1,0,0,1,0,1,0,1,90,70,6,4,10,263.813
0,1,0,0,1,0,1,0,1,65,75,1,0,27,138.555
1,1,0,1,0,1,0,0,1,10,80,0,3,215,2030.983
0,1,1,0,1,0,0,0,1,90,75,3,8,15,276.784
1,1,0,0,0,1,0,0,1,60,50,1,1,18,132.814
1,1,1,0,0,0,0,0,1,80,50,1,8,6,118.486
1,1,0,0,0,0,0,1,1,25,80,6,2,8,237.406
0,1,0,0,1,0,0,1,1,15,75,4,0,5,59.236
0,1,0,0,1,0,0,1,1,70,40,3,2,5,69.292
1,1,0,0,0,1,0,0,1,45,65,0,1,35,190.765
0,1,0,1,1,0,1,0,1,70,40,5,7,5,146.883
0,1,1,0,1,0,0,0,1,70,60,3,3,6,70.98500001
0,1,0,0,1,0,1,0,1,40,90,3,4,6,100.545
0,1,1,1,1,0,0,0,1,60,50,1,2,6,43.229
1,1,0,0,0,1,0,0,1,60,55,4,1,8,109.469
1,1,1,0,0,0,0,0,1,30,85,1,5,8,119.214
1,1,1,0,0,0,0,0,1,65,50,7,0,6,96.377
1,1,0,1,0,0,1,0,1,75,35,7,2,5,144.468
1,1,0,0,0,1,0,0,1,55,65,8,3,6,164.005
1,1,1,0,0,0,0,0,1,80,75,5,7,7,269.271
0,1,0,1,1,0,0,1,1,85,40,7,0,5,84.228
1,1,0,1,0,0,1,0,1,40,50,0,1,24,178.231
0,1,0,0,1,0,1,0,1,45,80,8,1,5,104.681
1,1,0,1,0,0,0,1,1,85,15,7,5,4,149.98
1,1,0,0,0,0,1,0,1,85,40,7,2,5,145.964
1,1,0,0,0,0,1,0,1,90,55,7,2,6,166.875
0,1,1,0,1,0,0,0,1,70,65,4,7,5,96.511
1,1,1,1,0,0,0,0,1,30,90,0,5,7,86.99
0,1,0,1,1,0,0,1,1,60,60,0,4,9,102.416
0,1,0,0,1,0,1,0,1,50,65,7,4,5,123.54
1,1,0,0,0,1,0,0,1,50,60,3,5,7,131.079
0,1,1,1,1,0,0,0,1,25,85,3,3,6,64.86899999
1,1,0,1,0,0,1,0,1,85,15,5,4,4,122.899
1,1,0,1,0,0,1,0,1,15,75,3,7,4,122.492
0,1,1,1,1,0,0,0,1,35,90,3,1,7,57.084
1,1,0,1,0,0,0,1,1,55,90,6,3,4,108.647
0,1,1,0,1,0,0,0,1,10,80,7,2,36,560.704
0,1,1,1,1,0,0,0,1,40,75,5,5,5,80.433
0,1,0,1,1,1,0,0,1,90,50,4,5,10,155.543
0,1,1,1,1,0,0,0,1,50,55,4,1,5,47.731
1,1,0,0,0,0,0,1,1,45,85,3,5,4,99.782
0,1,1,1,1,0,0,0,1,75,35,3,2,6,56.936
1,1,0,0,0,1,0,0,1,65,60,5,5,6,144.732
0,1,0,0,1,0,0,1,1,5,90,8,4,4,115.117
0,1,0,1,1,1,0,0,1,60,80,4,8,8,170.43
1,1,1,0,0,0,0,0,1,20,80,3,1,21,228.486
0,1,0,0,1,0,1,0,1,85,40,2,0,9,68.083
1,1,0,1,0,0,0,1,1,45,45,7,2,5,140.307
1,1,0,0,0,1,0,0,1,50,80,6,0,15,224.145
