Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,10,1,1,1,1000,7526.9,43.943
3,10,10,1,12,10,14178,22.543
3,10000,1,3,12,1000,16260,30580
3,10,2,2,3,1000,15291,22.017
3,1000,100,1,1,10,9762.6,3718.5
3,1000,10,2,3,1000,14747,1804.1
3,10,3,3,3,1000,17960,18.077
3,1,3,2,12,10,5081.9,6.0266
1,10000,3,2,12,1000,32007,2827.5
1,2,100,3,6,1000,184.19,101.13
1,1,1,6,6,10,2842.4,7.6576
3,2,2,6,12,1000,8996.9,6.8026
1,1000,3,2,6,1000,18836,573.42
3,1000,3,1,12,10,20538,2715.2
1,2,3,2,3,10,3298.7,6.0386
1,10000,3,3,1,1000,4747.8,16817
3,1000,10,6,6,100,29598,1529.5
1,1,100,2,12,100,98.471,100.34
3,1000,2,1,6,100,17621,2939.5
3,10000,10,6,12,1000,10689,32262
1,100,10,3,6,100,14107,71.127
1,1,10,3,1,10,893.82,11.198
3,10,10,6,12,1000,17056,20.045
3,100,1,2,3,1000,11894,273.92
3,2,10,1,6,1000,5407.1,11.404
3,100,1,6,3,1000,13712,243.56
1,10,10,3,6,1000,7784.9,13.092
3,100,10,2,6,10,15543,216.92
3,1000,2,6,3,100,18689,2434.2
3,10000,2,1,1,100,5375.2,43932
3,10000,1,6,1,100,5494.1,47411
3,1,1,6,3,10,6977.6,4.3121
1,10000,1,3,12,1000,18988,4942.6
3,1000,10,6,6,10,28324,1375.1
1,10000,2,2,6,1000,28764,3834
3,1000,100,2,12,100,29354,1255.9
3,1,100,6,6,10,276.47,100.4
1,10,100,3,6,100,916.5,100.54
1,1,1,6,3,100,3011.1,3.4513
3,100,3,1,3,100,12871,257.63
3,10000,3,6,6,100,8156,31993
3,2,3,1,6,1000,8349.3,7.7424
1,1,2,1,3,1000,2059.6,5.0699
1,10,100,3,3,1000,891.71,100.54
1,1,2,6,12,100,2224.8,4.3703
3,1,3,1,12,10,4621.1,6.4503
1,1,100,2,6,100,107.41,100.44
1,1000,3,3,1,10,10335,989.83
3,1,100,1,3,1000,285.44,100.4
1,1000,10,3,1,10,10148,1024.5
1,100,3,1,1,10,9265.7,112.11
1,100,100,6,12,1000,7929.9,118.29
1,1,3,3,1,100,2119.5,4.8406
3,100,100,1,1,1000,9185.5,361.7
3,2,100,1,3,10,558.81,100.33
1,100,100,1,12,1000,8643.9,121
1,10,2,1,1,100,8744,11.807
3,2,3,1,6,100,8341.2,7.5625
3,1000,2,3,1,10,3625.2,13867
3,1000,10,3,1,1000,3668.5,12102
3,2,2,3,3,100,10172,6.1076
1,1,1,3,3,10,3016.6,3.5633
3,1,3,1,12,100,4523.5,6.5791
1,10000,2,6,3,1000,25933,4129.4
1,1,2,1,1,10,1949.9,5.49
1,2,3,6,3,1000,3627.4,5.4572
1,10000,100,6,6,100,29652,3484.9
1,100,10,1,12,1000,15945,67.393
3,100,3,6,12,1000,19946,182.83
3,100,1,2,1,1000,8285.1,403.91
3,10000,2,6,12,100,8706.8,25140
3,10,3,6,12,10,17814,18.043
3,10,10,3,6,1000,17778,19.997
3,10000,10,1,12,1000,6158.2,42122
1,10,1,2,3,1000,13513,7.7715
3,10,100,1,3,100,2777.6,106.54
1,10,2,3,6,1000,13284,8.2758
1,1000,1,1,6,100,15885,668.82
1,1,2,3,1,100,2218.6,4.5089
1,1,3,2,3,10,1681.6,6.0442
1,1000,2,2,1,10,9335.1,1171.9
1,1,10,1,3,10,897.41,21.977
1,100,1,6,12,100,13929,82.49
3,100,100,2,3,100,13656,234.81
3,10000,100,2,3,10,7581.8,34078
1,2,3,1,12,10,2981.9,6.5086
1,100,2,2,6,1000,17755,63.241
1,10000,2,1,3,100,19317,6786.4
1,10,2,6,3,10,11863,8.7688
3,2,10,1,1,100,5066.5,14.373
1,10,2,2,1,1000,10534,10.148
3,10,3,2,12,1000,15688,20.663
1,1,100,6,6,1000,78.75,102.09
3,10000,2,3,1,100,6021,38824
1,10,100,1,12,10,954.69,100.55
3,10000,100,6,3,100,6806.2,38487
3,10,3,1,3,10,13705,23.201
1,10,3,2,1,10,10230,10.198
3,1000,3,3,6,100,26698,1709.4
3,10,1,2,12,10,14161,23.266
3,1,2,6,3,1000,6379.7,4.8199
3,100,2,6,6,1000,16276,209.18
3,100,100,2,6,10,16066,197.37
3,1,1,1,12,10,5677.1,5.309
3,10,1,1,1,100,8022.4,42.027
3,10,1,6,6,100,17105,19.786
1,100,10,1,1,100,9395.8,110.38
1,1,1,1,12,100,2208.4,4.6134
3,2,100,3,1,10,559.06,100.67
1,100,100,3,6,1000,8695.9,112.57
3,1,3,6,1,100,5890.5,5.1373
1,100,2,2,3,100,14667,69.573
1,1,2,6,6,1000,2230.9,4.3968
3,10000,3,2,12,10,14325,22456
3,10,2,2,12,10,14325,24.31
1,2,1,3,6,100,5019.4,3.9929
3,10000,2,2,1,10,5085.8,36056
3,1000,100,2,12,1000,30962,1087.6
3,100,3,1,3,10,12756,271.11
3,10000,3,6,6,10,8407.4,47615
1,10,1,1,6,100,11508,9.0342
1,2,2,1,12,10,3345.7,5.5294
1,10,100,3,1,10,948.29,100.1
1,1,1,3,1,100,2787,3.4968
1,1,2,2,1,10,2131.6,4.8949
3,2,3,6,3,100,9121.1,6.3325
1,1000,10,2,3,100,16810,735.57
3,10000,100,6,6,100,8849.4,38920
1,100,3,6,12,1000,15640,69.748
1,100,3,6,6,1000,13875,77.118
3,10000,1,6,6,1000,8193.5,40227
3,2,100,3,3,1000,535.88,100.47
3,1,2,2,1,10,6037.1,5.1589
3,10000,10,1,12,100,5576.2,42837
3,100,3,2,1,10,8978.4,354.03
1,1000,10,2,6,100,18515,591.05
1,2,1,3,1,100,4655.7,4.295
3,10000,1,1,3,100,7248.5,34617
1,1000,3,3,12,100,17802,588.66
3,10000,2,1,6,100,6583.8,41529
1,1000,1,6,6,100,18497,565.29
1,10,10,2,1,1000,6790.6,16.664
1,100,3,2,6,1000,17674,61.292
3,10000,2,6,1,10,9077,50320
3,1000,3,6,6,100,28621,1518.7
3,1,3,3,6,10,5471.4,5.2786
1,1,1,1,12,1000,2199.6,4.5637
1,100,2,2,12,1000,21161,56.16
1,100,100,2,3,100,9176.5,111.8
3,1,100,6,12,1000,302.5,100.35
3,1000,1,6,3,1000,16539,2653.7
1,1,2,2,3,100,2059.7,4.9987
1,2,100,6,12,10,195.76,100.52
3,2,1,2,6,1000,8878,7.3745
1,100,100,2,6,1000,8956.9,109.85
1,10,2,6,6,1000,12882,8.6797
1,1000,1,6,3,10,17097,649.36
3,2,3,1,12,10,7979.2,7.5935
1,1,1,1,6,1000,2260.8,4.5484
3,2,10,2,1,100,5070.1,11.941
3,1000,1,2,1,1000,4185.7,8232.1
3,2,2,3,12,100,8718.1,6.5013
1,1,10,1,6,1000,925.75,11.217
1,10,10,3,12,1000,7365.4,13.637
3,10,1,1,3,100,12556,25.986
1,10,3,6,6,100,11232,9.4936
3,2,10,6,3,100,5282.3,10.919
1,2,10,3,3,10,1812.5,10.692
3,1,2,3,3,1000,6214.9,4.8604
1,1000,1,1,12,100,16416,660.07
1,1000,2,3,1,100,9421.1,1005.4
3,10000,3,3,1,1000,5004.2,49673
3,1000,3,1,6,10,19328,1791.5
1,1,1,3,1,1000,2780.9,3.5415
3,1000,10,1,1,10,8856.6,4074
3,10,3,3,1,10,10279,32.304
3,100,2,6,3,100,14540,236.06
1,1,10,6,1,100,877.35,11.109
1,10,1,3,6,1000,13699,7.8794
3,100,3,3,12,1000,19350,192.9
1,10000,1,1,12,10,27850,4862
3,2,2,1,3,1000,8929.1,6.8013
1,10000,3,6,1,1000,4924.7,14717
1,2,10,2,12,10,1838.8,10.877
1,100,100,3,6,10,8790.9,115.08
1,10,3,6,12,1000,10709,9.6064
1,1,1,2,12,10,2201.8,4.6904
1,1000,3,1,1,10,10089,1129.7
3,1,1,6,1,100,7529.9,4.3301
3,10,3,2,12,10,15746,21.799
3,10,10,2,3,100,16561,19.485
3,100,3,6,3,1000,14370,229.66
3,1000,100,2,1,1000,10074,3546.1
1,1000,2,1,1,100,10398,1095.2
3,100,1,1,1,1000,7827.4,398.01
3,2,100,3,12,100,559.88,99.995
1,1,2,2,12,10,1897.6,5.4703
1,1,1,2,1,100,2431.4,4.3134
1,10,3,6,1,10,8717.1,11.37
1,1,100,3,6,1000,94.294,100.41
3,1,10,1,12,10,2712.2,10.864
3,10,2,2,1,1000,9176.9,37.332
3,1000,1,2,12,100,27725,1529.5
1,2,3,6,6,100,3444.8,5.8065
3,10000,100,3,12,100,13752,20933
1,100,1,3,12,1000,13450,79.929
3,10,3,2,1,1000,9327.8,35.899
1,1,2,2,1,100,2105.4,4.905
1,10000,100,1,3,100,22903,4899.1
3,1000,2,1,1,10,4152.2,7643
1,2,100,1,6,100,188.31,100.65
3,100,100,6,1,100,9407.6,326.17
1,1,100,1,1,1000,103.12,101.53
1,10,100,1,6,1000,923.94,100.7
3,10,10,6,1,100,10539,29.851
3,10000,100,2,6,10,10922,28380
1,1000,1,2,1,100,8632.8,1236.8
3,10000,1,1,1,100,7331.8,44668
1,1,100,3,12,10,94.235,100.33
1,10000,3,6,12,100,24198,3675.2
1,1000,10,6,1,1000,10915,1001.9
1,10000,10,6,1,100,4990.5,13983
3,1000,2,1,6,10,16396,2706.7
1,1000,100,3,1,10,10612,943.22
3,10000,2,1,3,10,6045.4,41076
3,1000,1,1,1,1000,4134.1,8543.3
1,100,10,6,6,1000,15281,69.949
3,100,10,1,1,1000,9216.2,367.29
3,10000,2,3,12,10,13363,36838
3,1,3,6,12,100,5310.1,5.4658
1,10,1,1,3,10,11886,8.4214
3,10000,2,3,3,10,7593.9,32098
1,2,10,3,6,1000,1748.9,10.858
3,1000,1,3,12,10,27863,1647.7
3,10000,3,2,3,1000,7952.1,30888
1,1,2,3,3,100,2296.1,4.3764
3,10000,10,1,6,10,7132.8,35362
3,1,1,1,1,1000,6002.3,7.71
3,1,100,6,1,100,268.71,100.4
3,1000,1,3,3,100,9823.9,4822.1
1,1000,100,1,3,1000,15684,704.63
3,10000,10,6,6,1000,9146.3,37016
1,10,1,6,6,100,13755,8.5256
1,1,1,2,3,100,2146.1,4.538
3,100,3,3,1,10,9365.6,353.49
3,10,2,2,3,100,15201,22.912
1,2,3,2,1,100,3171.1,5.8898
1,100,2,2,12,100,22059,49.377
1,1000,3,2,1,100,8807.8,1168.6
3,1,100,1,1,10,270.69,100.4
3,1000,2,6,12,10,29900,2527.7
3,10000,10,2,12,1000,15671,22782
3,10,2,3,1,1000,9198.6,36.842
1,2,2,6,1,10,3900.4,5.1089
1,2,10,6,1,10,1782.1,11.27
1,1000,2,3,3,10,15377,655.39
3,1000,10,2,6,1000,22164,1390.6
3,10000,1,1,3,1000,6551,40081
1,2,1,2,12,100,4133.6,4.8437
3,100,3,1,12,1000,14535,235.72
1,2,100,6,3,1000,193.06,101.41
1,1,1,2,3,10,2153.5,4.5248
3,1000,2,3,12,1000,28318,1481.7
1,100,10,1,3,100,13138,77.247
3,1,1,1,6,100,5863.8,5.4057
1,1000,3,2,12,1000,20797,561.37
1,10000,10,6,6,1000,27056,3343.3
3,2,3,6,1,100,8813.3,6.7917
3,100,3,2,12,1000,14917,215.19
1,10,3,6,1,100,8735,11.617
