Max_spout,Spliters,Counters,Throughput+,Latency-
10000,2,11,73286,1183.4
1000,4,11,57962,176.22
1.00E+06,5,5,48852,821.36
100,2,12,54774,17.333
1.00E+05,4,2,33020,1152
1000,5,5,49159,205.99
100,4,4,42733,24.039
10000,3,11,58125,823.45
1.00E+06,4,6,46966,853.63
10000,3,1,51479,1811.1
1.00E+06,3,4,52085,1052.8
1.00E+05,3,12,56804,806.52
1.00E+05,6,17,44254,652.28
1,1,4,5646.8,1.8299
1,3,6,7136.5,1.4391
1.00E+06,6,5,42758,696.02
1,3,16,6634,1.5347
10,1,14,27587,3.6289
10,5,14,28961,3.4509
1000,2,10,56649,177.42
1000,1,9,63205,143.47
1.00E+05,5,4,33910,1023.2
1000,2,1,41689,239.02
10,6,2,34466,2.9167
10,3,7,30044,3.3138
100,6,7,40728,24.383
100,6,17,42239,21.375
1,2,2,5801.6,1.7259
1,5,13,6373.1,1.5647
10,3,5,30710,3.2454
1000,2,16,63510,116.06
10000,6,2,53858,425.77
10000,5,11,56989,830.78
100,6,14,48914,19.031
10000,3,14,57828,792.73
1000,6,16,45229,193.45
1000,2,11,61353,156.71
1.00E+05,3,5,50951,825.53
10000,2,8,57685,1722
1000,4,8,53299,191.88
1000,5,4,39442,261.79
1000,3,7,48022,213.83
1000,1,2,53086,191.22
10,2,9,30945,3.2195
1,5,14,6400.4,1.5555
10,2,1,28180,3.5385
1.00E+05,4,11,55317,784.34
1.00E+06,2,5,63131,81802
1,2,10,5370.8,1.8457
10000,2,10,67768,1463.6
1,5,11,6673.1,1.5382
100,5,17,53022,18.921
1.00E+05,6,16,47476,535.45
1000,5,15,59100,172.62
100,2,15,55625,16.808
1.00E+06,6,8,46245,552.01
1000,4,2,34221,299.39
1.00E+05,3,13,57626,886.67
1000,6,14,51732,161.42
10,4,11,29849,3.3491
1,2,6,5546.3,1.8161
10000,5,14,56405,820.87
10000,5,17,56302,789.22
1.00E+05,4,7,55388,796.09
10,1,6,28862,3.5443
10000,5,5,46750,815.89
1.00E+06,6,10,45823,549.69
1,3,3,7094.5,1.4339
10,5,3,28968,3.4356
100,6,11,46910,19.079
1.00E+06,4,13,54540,792.39
100,5,9,52754,19.392
100,5,16,49782,20.192
1,1,16,5283.2,1.9688
1,4,15,6276.2,1.6329
1.00E+05,5,8,53160,868.4
100,2,4,45332,21.875
10,3,6,30616,3.3052
1,5,4,6534.9,1.5195
100,1,17,53428,17.798
1000,2,15,66965,136.33
100,3,15,54598,18.623
10000,3,8,58858,748.62
1.00E+05,3,1,49647,15033
1.00E+06,5,8,53027,895.41
10000,4,5,44606,876.83
100,2,18,55966,16.927
1.00E+06,4,9,51861,857.03
10,5,17,28762,3.4509
10,1,10,28244,3.4636
1.00E+05,5,14,52484,891.42
10000,4,17,56387,877.9
10,1,7,29503,3.4534
1.00E+05,6,10,44348,551.68
1000,5,17,59520,172.09
1.00E+06,5,7,49609,887.94
10000,4,15,55474,803.04
1.00E+06,6,14,48325,518.26
10,3,14,29954,3.3561
10,2,13,30675,3.2491
10000,2,12,74141,1169.3
1.00E+06,2,15,77306,17328
1.00E+06,6,7,39864,904.82
1.00E+06,2,17,91538,37087
1,3,18,6296.5,1.6335
10,4,2,29418,3.5282
1000,1,1,50502,197.06
1,5,15,6345.6,1.5636
1000,1,8,53505,174.83
100,5,2,36286,27.571
10,6,15,30885,3.2422
1.00E+06,5,4,34482,992.83
100,2,6,47652,21.37
100,4,7,54730,18.332
10000,1,5,63080,1516
1,5,3,7040.8,1.446
100,6,2,51600,19.351
1.00E+05,3,16,59252,868.23
100,6,9,45665,20.214
1.00E+05,3,11,58079,773.62
10000,3,12,58415,783.82
1.00E+06,6,9,45737,488.02
10000,3,9,57998,731.92
10,4,9,30121,3.3636
100,5,10,52505,19.357
10,4,14,30010,3.389
100,6,12,47366,20.042
1.00E+05,4,18,52242,883.67
1.00E+05,2,8,61056,14804
1,2,11,5378.1,1.8613
1,1,13,5201.2,1.9178
10,1,1,28203,3.4546
100,3,5,48057,20.875
1,4,6,7207,1.4109
1.00E+06,6,16,47353,514.45
10000,6,3,42753,904.03
10000,2,5,56752,1746.6
1.00E+05,6,1,51230,11450
1,6,6,7767.2,1.3184
10000,5,2,34867,1029.5
1.00E+06,1,8,73308,37269
1000,4,15,57265,182.23
10000,4,2,32762,1123.6
1.00E+06,6,12,45814,514.16
1.00E+05,2,13,76190,789.55
1.00E+05,2,6,62921,14513
1,6,8,7104.5,1.3724
100,3,6,52614,19.297
1,4,10,6328.6,1.6178
1000,4,16,60322,170.17
1,6,1,7226.1,1.404
1.00E+06,4,1,73975,27361
10000,2,4,52942,1857.9
10,4,15,29159,3.4936
1.00E+06,6,3,43784,874.17
100,3,10,54352,18.575
1.00E+06,4,5,41780,911.8
1000,6,3,43097,217.53
1,1,12,5258.8,1.9272
1.00E+05,2,10,64860,14685
10,1,12,28007,3.5948
1,3,14,6560.3,1.5364
100,5,13,50365,19.829
100,5,6,44432,22.501
1.00E+05,1,14,65736,15405
10000,5,6,49070,855.65
1,6,17,6858.3,1.4572
1000,3,6,56000,192.73
1.00E+06,4,18,55566,952.86
1,5,5,7114.6,1.4161
1.00E+06,6,4,45085,653.92
10000,3,18,57586,792.96
100,1,18,54025,17.415
10,3,3,31820,3.173
10,4,17,28135,3.5179
10,4,8,29361,3.4324
1.00E+05,5,3,36113,923.03
100,4,15,52719,19.139
1.00E+05,6,3,43781,877.35
1.00E+05,2,9,70997,11549
1.00E+06,3,11,57489,707.08
1.00E+06,3,16,54812,796.91
10000,3,15,58308,754.76
1,3,13,7017.7,1.5023
1,2,9,5406,1.8264
1.00E+06,1,5,69014,48267
1.00E+06,2,9,80590,23656
1.00E+06,1,13,81950,55477
1.00E+06,2,14,87119,26320
10000,2,3,61616,1588.4
10,6,7,31102,3.1728
1.00E+05,2,14,75299,10531
10000,2,1,37052,2735.3
1.00E+05,2,5,61746,14625
1000,6,17,44658,195.48
1000,6,18,47309,173.16
1,1,11,5300.4,1.9305
1.00E+06,1,14,95094,36603
1000,2,5,50993,205.93
10,5,13,28871,3.541
10000,6,10,45921,468.44
10,2,14,29973,3.3283
1,1,2,5552.9,1.8259
1000,4,18,56956,181.4
1,4,2,7928.6,1.3264
1.00E+05,5,10,55095,853.41
1.00E+06,5,13,54479,824.38
1000,5,9,57228,182.22
100,1,14,53658,17.361
10,3,10,30507,3.2954
1.00E+06,3,8,58117,812.82
1.00E+06,3,18,57632,871.26
100,6,1,46071,21.241
100,4,9,49746,19.719
1.00E+05,4,1,47322,16401
1.00E+05,1,2,56635,16829
10,6,13,30842,3.226
100,1,8,51198,20.136
10000,6,7,40972,835.76
1000,5,6,49558,199.02
1.00E+06,5,12,54673,838.89
1,5,8,7004.2,1.4586
10000,4,10,52129,812.86
1000,6,15,49308,170.22
10000,1,14,63240,1544.4
100,1,6,51659,20.06
1.00E+05,1,8,62165,14336
10000,6,8,48377,453.5
100,4,1,46605,22.206
