Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,1,2,1.05E+06,1024,11254,175.1
1,1,12,5.24E+06,1024,14805,68.305
2,1,2,1.05E+07,1024,11572,173.7
1,2,2,1.05E+07,512,11302,83.442
1,2,3,1.05E+06,512,14327,67.328
1,1,6,1.05E+08,512,13599,73.403
2,3,3,1.05E+06,2048,11688,165.08
1,1,9,1.05E+06,2048,14318,68.578
3,3,9,1.05E+07,2048,16833,183.64
1,3,1,1.05E+07,2048,8567.1,110.72
2,3,2,5.24E+06,2048,11766,168.68
3,1,2,5.24E+06,2048,11409,264.59
1,3,2,1.05E+07,2048,11772,82.358
1,1,9,1.05E+08,2048,14722,66.798
2,3,1,1.05E+08,2048,9506,203.82
1,2,6,1.05E+07,1024,17130,60.02
2,2,9,1.05E+07,2048,13660,141.27
1,6,12,2.62E+05,2048,13432,69.739
1,1,9,2.62E+05,2048,14570,66.392
3,3,9,5.24E+06,2048,17079,184.46
1,2,6,1.05E+08,1024,17497,54.146
1,3,9,2.62E+05,2048,12957,73.267
3,3,3,1.05E+06,2048,13652,221.59
2,3,2,2.62E+05,2048,11788,172.61
3,1,2,1.05E+06,2048,11332,267.57
3,2,1,1.05E+08,512,8379.6,357.55
2,3,9,1.05E+08,2048,13943,141.27
3,1,1,2.62E+05,1024,7954.8,379.24
3,2,9,1.05E+08,512,13986,202.97
1,2,3,2.62E+05,2048,14302,67.396
2,1,6,1.05E+06,512,12742,159.03
1,1,1,2.62E+05,2048,9375.7,101.58
3,3,2,1.05E+06,2048,11542,267.34
2,3,12,2.62E+05,2048,14306,137.43
2,6,1,1.05E+07,512,9789,197.19
3,2,3,1.05E+06,512,12313,244.86
1,6,2,1.05E+08,512,11668,82.671
3,2,2,1.05E+06,512,11965,257.83
3,1,3,2.62E+05,1024,11891,259.29
2,3,2,1.05E+06,512,11316,172.47
1,6,2,1.05E+07,2048,11751,82.42
2,3,6,1.05E+06,512,12518,154.39
1,3,9,1.05E+06,512,12724,72.712
3,1,2,1.05E+07,2048,11561,263.6
1,3,2,5.24E+06,2048,11898,80.556
1,6,3,1.05E+07,1024,12233,78.571
1,1,12,1.05E+07,2048,14742,66.966
3,3,1,1.05E+07,1024,8393.1,360.55
3,1,6,1.05E+07,512,11497,259.74
2,1,6,2.62E+05,1024,12553,160.87
2,2,9,1.05E+06,1024,13711,147.74
1,6,12,1.05E+06,1024,14160,67.695
1,1,1,1.05E+08,512,9283.7,103.14
1,6,3,1.05E+08,512,12222,80.216
2,6,2,2.62E+05,512,11742,166.74
1,6,12,1.05E+06,2048,13861,66.109
3,3,6,1.05E+08,1024,15287,200.77
2,3,9,1.05E+07,2048,13615,147.56
2,2,1,1.05E+06,1024,8442.9,239.71
3,1,12,5.24E+06,2048,12483,244.52
3,2,9,1.05E+08,1024,15722,203.06
1,2,2,2.62E+05,1024,11259,85.93
3,3,1,1.05E+07,2048,8511.6,360.37
3,3,1,1.05E+06,512,8207.4,373.63
3,1,3,1.05E+06,1024,11821,258.78
3,2,2,1.05E+07,1024,11490,278.64
3,3,2,2.62E+05,2048,11687,263.87
3,1,1,5.24E+06,2048,7858.1,387.38
2,6,2,1.05E+06,1024,11437,177.01
1,1,3,1.05E+07,2048,11983,80.941
