Spout_wait,Spliters,Counters,Throughput+,Latency-
8,4,8,17532,199.11
10,1,1,8904.2,342.47
1,3,12,18268,200.34
100,2,7,17395,189.31
5,4,8,17993,197.27
1000,6,7,3115.5,816.13
2,2,5,14916,228.45
5,4,4,15607,224.25
8,4,7,17134,210.88
100,1,9,13056,239.95
5,5,2,12719,245.87
100,6,11,19693,161.26
1,3,3,13484,246.75
7,3,17,22119,155.28
7,4,18,21293,172.79
6,2,4,15164,226.93
6,1,8,15459,211.54
9,2,6,15580,212.94
8,4,2,12539,240.6
1,4,5,15173,254.59
8,1,4,12864,248.52
8,3,13,20017,184.2
9,6,4,16336,208.52
5,5,6,16195,195.66
1,4,8,16533,212.25
9,3,5,16556,213.66
3,3,16,19103,172.01
1000,4,4,3291.8,780.65
5,4,18,21155,175.06
5,3,6,16482,209.67
1000,6,5,3243.1,789.55
9,6,11,19893,180.32
10000,1,17,452,6381.3
7,3,9,18581,183.62
3,1,1,8220.5,404.54
5,3,3,15168,222.38
5,5,9,18204,188.49
10,1,14,17349,186.54
4,4,11,19209,184.26
4,3,5,15654,220.2
3,5,2,12773,243.79
100,6,16,20132,172.29
8,2,18,18001,197.89
10,3,17,21811,153.72
1,3,8,16550,225.83
100,1,15,15287,213.8
7,2,18,17662,201.49
8,6,10,18971,168.22
5,2,18,17639,179.81
7,6,9,18573,185.3
9,1,18,15193,225.42
10000,2,17,565.82,6729.5
7,1,16,14295,229.42
1000,4,16,3267.1,794.02
1,4,7,15648,228.73
3,5,12,19548,189.32
10,4,7,17472,212.51
1,1,12,12239,263.31
5,6,9,18926,185.28
1000,1,11,2936.1,944.68
9,4,5,16296,214.04
6,5,5,15831,223.23
100,3,7,17151,198.51
10,1,16,14224,225.61
8,3,8,17876,200.75
1,4,13,18710,179.83
1,3,17,19818,185.14
1,6,9,17646,210.41
5,2,9,16802,216
9,5,4,16427,201.43
1,2,13,16286,186.2
8,5,1,9101.3,362.29
2,3,15,19434,180.54
9,6,8,18180,199.41
2,4,16,19321,188.85
9,1,3,13217,238.17
1000,3,16,3035.6,816.61
9,6,3,15837,217.33
5,6,15,20572,179.37
3,1,13,13984,227.01
1,2,11,16819,213.84
3,1,4,12158,264.35
8,5,6,15912,205.28
6,6,16,21221,171.2
3,6,14,18948,191.5
9,2,16,19705,183.72
8,6,16,21178,152.89
100,1,4,12321,252.99
4,2,18,17820,189.06
4,2,13,19047,182.28
1,2,17,18839,193.46
1000,3,1,2952.8,953.22
6,4,6,16674,191.74
100,4,8,16940,195.91
7,1,5,13982,226.03
1000,1,5,2790.8,932.62
2,5,4,15386,225.32
5,5,15,20974,175.37
5,4,10,18996,175.97
1,6,6,15571,221.22
100,3,14,19574,186.71
7,3,10,18560,180.7
6,1,5,14072,222.17
1000,5,4,3122.8,841.94
4,3,14,18268,196.77
5,6,10,20159,172.33
100,1,11,18255,169
9,1,10,14253,225.36
10000,1,18,402.53,8797.5
4,1,9,13562,241.96
3,1,8,14672,225.94
100,1,8,16693,190.83
1,2,18,15819,197.37
7,1,12,13775,228.97
1,2,6,14244,240.76
8,5,10,19032,170.73
100,3,11,18535,188.22
9,3,4,15909,219.19
9,3,3,15559,216.05
9,5,16,20168,176.73
8,6,12,20300,172.5
8,4,5,16945,210.6
3,6,2,12603,237.77
7,6,18,21098,166.01
3,6,8,17687,205.63
10,6,14,20372,183.94
6,4,14,18883,171.99
5,5,3,15595,212.96
1,3,11,17484,196.27
4,5,10,18873,189.94
7,4,13,20307,183.41
6,3,15,19994,159.31
10,5,16,20338,168.89
4,5,6,16918,209.14
6,2,5,15739,220.35
8,5,7,17365,185.84
4,2,2,12491,261.6
3,3,8,17085,212.64
5,2,3,13744,249.61
3,5,16,19967,184.23
5,4,1,9285.2,331.36
2,6,10,19480,188.78
8,1,15,14442,214.87
7,5,1,9911,358.43
100,1,17,18676,174.21
4,1,7,13781,247.06
2,1,6,12043,254.55
4,5,16,18676,189.39
10000,2,2,488.69,7129.9
5,5,12,19529,169.53
1,1,1,8006.2,419.16
8,2,12,17870,209.21
9,5,6,16927,209.78
9,3,10,20246,174.74
5,5,16,19334,173.59
10,3,4,15512,212.82
7,4,3,15573,219.55
3,5,7,16846,206.99
100,5,13,20157,168.73
9,3,16,20945,161.78
5,6,13,19954,193.66
2,4,17,19333,176.63
1,3,1,7905.6,416.37
4,2,12,16121,199.59
8,4,12,20574,178.1
100,2,6,16379,198.23
7,5,17,21396,161.71
10,3,2,12344,243.08
10,4,10,19437,177.05
5,2,4,14860,224.41
5,5,8,17449,189.07
1,1,11,14500,229.24
8,3,6,16310,205.86
1000,1,7,3058.1,941.23
10000,3,8,671.12,5990.3
6,3,14,19247,178.88
7,4,14,19196,184.24
2,2,13,17908,207.82
10,5,10,18769,186.53
10,6,18,22124,148.88
9,3,2,13232,245.1
100,5,8,18330,196.8
100,3,2,12879,259.1
100,6,2,12558,244.74
4,3,3,14984,212.78
1000,3,6,3072.2,791.1
7,3,7,17098,201.15
4,6,17,21629,162.25
8,6,17,22887,172.74
1,2,16,18331,198.49
6,6,1,9523.8,341.67
9,6,16,21176,174.91
4,3,15,20030,199.68
4,5,1,9560.1,368.29
5,2,7,16747,198.78
10,6,1,9863.8,337.42
5,2,11,17492,212.48
1000,2,9,3056.3,857.09
5,6,18,21822,176.48
7,6,6,16851,192.84
10,4,5,17027,194.44
2,3,6,15960,224.49
3,5,8,16913,195.85
10000,3,10,717.75,6070.1
2,4,18,19208,175.4
7,5,4,15851,213.26
7,2,2,12429,247.83
2,1,5,13998,218.03
4,5,7,16961,206.56
6,6,3,15529,218.6
9,1,5,15014,216.29
5,3,5,16101,221.88
7,4,7,16671,216.34
6,5,14,19236,206.19
7,5,3,15416,206.68
7,2,9,16159,210.41
3,3,11,17772,190.27
4,1,14,16755,195.36
3,1,12,13273,245.45
8,2,9,16869,216.81
6,4,8,16981,207.94
2,2,7,15682,216.74
2,1,14,16567,199.75
2,4,15,20094,167.28
1,6,13,17982,185.49
7,1,6,13429,243.7
1,5,3,13665,247.65
6,5,18,21684,175.82
1000,5,9,3033.4,807.41
10,6,5,16330,216.8
4,6,15,20591,173.86
9,1,17,18035,183.24
10000,1,7,458.25,7869.6
9,2,1,9119.2,343.7
10000,2,8,470.94,6694.7
1000,6,17,3377.4,739.18
8,4,3,15841,219.31
3,2,2,12331,265.24
9,3,13,19623,176.51
8,5,17,21828,156.42
1,6,10,18354,189.74
2,6,4,14834,221.29
4,6,5,15741,223.32
9,2,4,15208,213.92
5,1,2,12419,249.4
3,6,16,19563,186.97
10000,3,1,416.31,7782.2
4,6,12,19705,174.85
10000,3,6,586.88,6634.3
3,5,6,16402,193.27
100,4,15,20055,173.45
6,4,16,20350,184.46
7,2,8,17097,218.23
6,6,15,21412,169.27
8,3,10,18431,183.2
8,2,14,18744,184.53
7,4,17,21406,166.54
100,2,13,20294,166.84
9,5,17,22419,176.65
5,1,15,14763,208.71
1,6,17,20024,176.57
1000,5,7,3257.4,806.53
6,6,7,17261,201.94
9,1,9,13854,236.01
1,3,10,17784,189.72
4,6,4,15648,212.93
10000,2,13,561.06,6205.9
4,1,2,12185,261.68
1000,1,18,3027.8,921.52
9,3,6,17466,192.62
4,1,3,12938,267.28
6,4,1,8935.8,332.06
2,1,18,13858,243.6
2,6,9,18191,198.56
10,1,8,15960,196.1
10000,2,11,567.94,5515.8
10,1,15,14279,222.97
100,6,15,20247,165.53
3,3,17,20360,174.83
3,2,3,12472,259.6
5,4,13,19623,186.37
2,3,11,17883,193.69
10000,1,6,433.29,7637.4
2,1,9,13015,254.37
100,3,5,14891,196.59
5,1,12,14978,228.83
3,5,18,20683,171.45
10,2,3,14577,228.04
6,3,9,18325,199.12
4,5,12,19633,177.95
6,6,8,17602,202.18
5,5,4,15676,206.94
1,1,17,16487,191.92
10,3,10,19847,178.65
10,2,1,9113.5,346.29
9,3,15,21126,168.49
1000,3,8,3105,818.54
2,5,2,12244,251.8
1,5,7,15979,201.95
8,1,1,8724.8,380.16
100,6,6,17404,176.71
3,4,7,16355,209.23
7,6,10,19514,161.74
9,1,6,14432,243.22
1,5,16,19524,195.03
10,1,3,13816,250.23
6,4,11,18674,187.41
1,5,18,19409,194.12
1000,6,18,3271.9,776.86
3,2,13,17653,185.06
3,4,2,12591,247.43
4,6,10,19479,177.6
1000,5,6,3393.4,781.84
1,4,18,18807,189.21
10,5,7,17759,207.33
2,6,12,19354,201.68
8,3,3,15210,201.94
100,5,6,17259,193.78
5,3,15,20419,169.51
4,5,17,21488,169.08
4,3,9,18216,178.78
10,4,12,19995,187.02
9,5,3,15596,201.36
4,5,15,20916,204.49
10,1,7,13938,245.03
2,5,15,19421,191.47
1,4,15,18404,192.67
6,1,2,11633,273.81
2,1,1,8337.3,394.28
2,5,8,16596,206.31
8,4,10,19286,175.81
7,1,18,14198,228.45
1000,2,13,3050.5,848.72
6,3,10,18746,192.25
4,4,10,19050,173.08
2,3,13,18608,221.8
8,1,10,15131,222.82
7,4,15,20288,160.6
8,5,8,17647,194.17
100,6,4,15332,212.66
6,3,3,14404,224.17
100,5,15,20744,168.1
1000,5,3,3126.8,825.33
7,6,3,15411,203.24
3,5,15,20593,186.5
8,4,1,9611.9,326.17
10,2,15,18707,198.29
8,4,14,19128,185.12
7,5,12,20426,178.93
6,4,9,18031,196.48
3,5,3,14910,229.53
5,1,7,13024,249.22
5,1,14,16427,198.4
100,4,9,18585,182.07
9,2,12,17827,193.23
2,4,8,17221,203.77
100,2,11,18938,165.46
5,4,2,12743,251.42
9,2,10,18028,179.13
9,2,8,17610,200.53
