Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
3,2,1,5.24E+06,1024,8231.7,362.87
3,3,9,1.05E+08,512,16949,189.3
1,1,6,2.62E+05,2048,13516,71.818
2,2,3,1.05E+08,1024,12621,161.8
1,2,3,1.05E+07,1024,14584,66.234
2,2,3,1.05E+07,512,12486,163.58
3,2,1,5.24E+06,512,8168.1,368.03
2,2,6,1.05E+07,1024,13154,150.98
1,1,3,5.24E+06,2048,12171,81.11
2,6,9,1.05E+07,1024,14392,140.46
2,6,12,1.05E+08,2048,15578,127.42
2,3,2,5.24E+06,512,11852,172.81
2,3,1,5.24E+06,1024,9398.1,202.45
3,2,12,2.62E+05,2048,15494,199.53
3,2,1,2.62E+05,1024,8426.9,361.58
1,1,6,1.05E+08,1024,14207,69.085
3,1,3,1.05E+07,512,11816,256.25
3,1,12,1.05E+07,512,12624,241.7
3,3,6,1.05E+08,512,15647,190.5
2,2,6,1.05E+08,2048,13623,150.31
1,1,9,2.62E+05,1024,14719,65.299
3,3,1,1.05E+06,1024,8491.4,367.32
1,3,12,1.05E+08,512,13122,72.286
2,2,6,5.24E+06,2048,13908,146.26
2,2,2,5.24E+06,2048,12241,163.21
3,3,9,1.05E+06,1024,17049,176.54
2,6,9,2.62E+05,2048,14476,136.85
1,3,3,5.24E+06,512,12141,79.583
2,2,2,1.05E+06,2048,12524,157.2
2,2,9,2.62E+05,2048,13148,149.72
3,3,12,1.05E+07,1024,17738,176.25
2,1,2,1.05E+08,1024,11218,179.02
2,1,1,1.05E+06,1024,8164,246.38
1,6,2,1.05E+06,1024,11782,80.944
3,1,9,1.05E+07,2048,12327,251.28
3,6,3,1.05E+06,1024,13687,226.09
1,1,3,1.05E+08,1024,12276,82.332
2,6,6,5.24E+06,2048,13143,145.23
3,2,6,2.62E+05,512,14249,207.63
2,2,2,2.62E+05,2048,12295,162.83
3,1,2,1.05E+07,2048,11561,263.6
3,2,9,1.05E+07,2048,15101,202.33
2,6,3,1.05E+06,512,11937,163.4
1,1,9,2.62E+05,512,14975,65.207
1,6,2,1.05E+08,2048,11632,81.601
3,6,3,1.05E+08,512,14036,210.6
1,1,1,1.05E+07,2048,9314.8,102.73
2,2,12,1.05E+06,2048,14175,135.47
3,3,2,5.24E+06,1024,11357,275.88
2,3,12,2.62E+05,1024,14620,134.29
3,3,12,1.05E+08,512,18019,173.48
3,1,12,1.05E+06,1024,12460,244.31
1,1,9,5.24E+06,512,14748,65.825
1,1,6,5.24E+06,1024,13611,70.129
1,2,1,5.24E+06,2048,8056,124.54
2,2,1,5.24E+06,2048,8458.9,238.33
3,3,3,1.05E+07,512,13359,231.07
1,1,3,2.62E+05,512,13009,75.129
3,2,2,1.05E+06,512,11965,257.83
1,2,9,5.24E+06,2048,19063,53.326
3,3,9,2.62E+05,1024,17633,182.47
1,2,12,1.05E+08,512,20167,49.514
3,2,6,1.05E+07,2048,13714,216.59
3,3,6,1.05E+07,2048,15446,200.21
2,2,12,1.05E+07,2048,14421,142.43
1,3,6,1.05E+06,512,12604,78.001
1,1,2,1.05E+08,1024,10817,92.744
1,3,3,1.05E+07,512,12192,78.38
3,2,2,5.24E+06,2048,11650,263.15
2,6,2,2.62E+05,512,11742,166.74
