Spout_wait,Spliters,Counters,Throughput+,Latency-
7,4,15,20288,160.6
10,1,5,14497,222.5
2,5,13,18751,193.39
10,2,10,18941,178.26
7,3,12,19484,174.59
6,1,2,11633,273.81
8,5,2,13363,237.3
6,6,16,21221,171.2
10,4,6,16733,210.48
1,4,16,17685,211.49
100,5,11,18847,186.86
5,5,10,20077,177.23
2,1,2,11726,287.88
100,2,13,20294,166.84
10,3,3,15591,201.09
10000,1,6,433.29,7637.4
100,1,9,13056,239.95
4,6,8,17559,213.37
100,4,11,18792,194.7
10,2,8,17456,192.31
100,2,12,17963,178.49
2,3,15,19434,180.54
9,1,17,18035,183.24
5,2,1,9314.4,359.04
6,6,9,17727,182.72
5,2,12,17249,191.29
10,3,12,19457,188.04
4,1,5,14879,224.85
2,4,12,19018,196.45
10,5,10,18769,186.53
2,5,15,19421,191.47
100,1,3,12533,246.22
3,1,7,12308,255.93
4,1,13,14385,228
9,6,2,13645,223.74
10,3,10,19847,178.65
6,3,11,18655,175.34
10,6,9,19412,171.73
4,6,14,20253,184.74
1000,3,18,3138.6,775.97
1000,2,15,3059.8,854.01
1000,2,9,3056.3,857.09
9,3,3,15559,216.05
6,2,2,12414,260.98
100,4,7,16493,196.33
9,5,1,9977.5,316.06
10,6,7,18059,207.27
1000,6,2,3207.9,851.97
7,3,16,20476,191.77
2,1,15,13883,240.04
