F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing,NumberIterations-, TimeToSolution- 
0,1,0,0,1,1,0,0,1,65,55,5,4,7,118.859
0,1,0,0,1,1,0,0,1,60,65,5,4,7,120.786
1,1,0,1,0,0,1,0,1,90,25,2,1,6,75.272
1,1,0,1,0,0,1,0,1,70,65,8,7,5,235.285
1,1,0,0,0,0,0,1,1,25,80,4,5,7,191.454
0,1,1,0,1,0,0,0,1,55,55,4,6,5,84.736
0,1,0,0,1,1,0,0,1,40,50,1,3,501,4599.093
1,1,0,1,0,0,0,1,1,90,80,7,5,26,962.026
0,1,0,1,1,0,1,0,1,10,90,4,3,5,85.764
1,1,0,0,0,1,0,0,1,55,60,8,1,6,130.258
0,1,1,1,1,0,0,0,1,90,50,4,6,6,97.251
1,1,0,0,0,0,0,1,1,90,65,1,2,18,220.435
0,1,0,0,1,0,1,0,1,90,80,2,3,63,811.722
0,1,0,1,1,0,1,0,1,60,65,5,4,5,111.095
0,1,1,0,1,0,0,0,1,80,15,8,8,11,282.359
0,1,1,1,1,0,0,0,1,15,90,2,5,8,98.207
1,1,0,0,0,1,0,0,1,40,80,1,7,12,234.306
1,1,0,1,0,0,0,1,1,80,70,2,4,8,177.281
1,1,0,1,0,1,0,0,1,80,45,2,8,7,162.382
0,1,0,0,1,0,0,1,1,45,80,6,0,6,87.201
0,1,0,0,1,1,0,0,1,75,20,8,4,25,529.257
1,1,0,1,0,0,0,1,1,55,70,0,6,5,106.457
0,1,0,0,1,0,1,0,1,80,65,0,8,8,160.847
0,1,0,0,1,1,0,0,1,70,75,1,5,13,153.566
1,1,0,0,0,0,1,0,1,40,70,7,8,5,226.809
0,1,1,1,1,0,0,0,1,55,85,6,8,5,108.932
1,1,0,0,0,0,1,0,1,85,40,1,5,6,129.258
1,1,1,1,0,0,0,0,1,70,70,4,2,5,71.785
0,1,0,1,1,0,1,0,1,70,65,6,7,5,163.711
0,1,1,0,1,0,0,0,1,50,70,8,3,5,99.54
0,1,0,1,1,0,0,1,1,70,25,7,4,4,114.621
1,1,0,1,0,1,0,0,1,85,60,0,4,16,191.004
1,1,1,1,0,0,0,0,1,50,45,0,2,9,66.217
0,1,1,1,1,0,0,0,1,70,80,2,8,6,103.173
1,1,0,0,0,0,1,0,1,15,80,3,5,18,448.614
0,1,1,1,1,0,0,0,1,80,80,2,3,8,82.274
1,1,0,0,0,1,0,0,1,85,50,8,0,23,430.625
1,1,0,1,0,0,0,1,1,55,45,1,7,5,127.388
0,1,1,0,1,0,0,0,1,80,65,8,3,6,118.441
1,1,0,1,0,1,0,0,1,70,65,6,7,6,176.43
0,1,1,0,1,0,0,0,1,80,35,7,6,6,130.438
1,1,0,0,0,0,0,1,1,80,25,3,0,6,74.414
0,1,0,1,1,1,0,0,1,25,70,3,5,16,247.869
1,1,0,0,0,0,0,1,1,90,25,3,8,4,134.282
1,1,0,1,0,1,0,0,1,40,70,2,2,12,134.198
0,1,0,0,1,0,1,0,1,70,30,2,6,5,97.587
0,1,0,0,1,0,1,0,1,85,35,6,1,5,87.837
0,1,1,0,1,0,0,0,1,15,80,2,1,51,345.935
1,1,1,0,0,0,0,0,1,50,65,4,8,5,130.177
0,1,1,1,1,0,0,0,1,80,65,7,1,5,80.457
0,1,0,1,1,0,0,1,1,60,50,5,7,4,105.974
0,1,0,1,1,0,1,0,1,35,70,0,5,11,138.249
0,1,0,0,1,0,0,1,1,85,40,7,1,5,96.85
0,1,1,0,1,0,0,0,1,40,75,1,7,7,99.266
0,1,0,0,1,0,0,1,1,15,90,8,1,5,103.414
1,1,0,1,0,1,0,0,1,30,75,0,4,20,228.539
1,1,0,0,0,0,1,0,1,50,90,4,1,6,107.371
1,1,1,0,0,0,0,0,1,30,80,1,0,39,210.99
1,1,1,1,0,0,0,0,1,5,90,7,6,10,280.373
1,1,0,1,0,1,0,0,1,25,75,4,4,15,288.413
0,1,0,0,1,0,1,0,1,85,80,5,8,13,395.539
1,1,1,0,0,0,0,0,1,70,75,1,6,7,115.237
1,1,0,0,0,1,0,0,1,25,65,2,3,501,6723.305
0,1,0,1,1,0,0,1,1,80,90,0,2,9,60.01
1,1,0,1,0,0,1,0,1,70,25,8,0,4,114.147
0,1,0,1,1,0,1,0,1,70,85,7,3,9,223.687
0,1,0,1,1,1,0,0,1,45,50,8,6,7,166.834
1,1,0,0,0,0,1,0,1,70,70,0,8,7,177.007
1,1,0,0,0,0,0,1,1,90,25,3,6,4,120.68
1,1,0,0,0,1,0,0,1,40,65,5,6,7,171.206
1,1,0,0,0,1,0,0,1,85,90,2,5,501,8437.903
1,1,0,0,0,1,0,0,1,30,70,7,5,9,261.386
0,1,0,0,1,1,0,0,1,55,75,8,4,7,138.714
0,1,1,0,1,0,0,0,1,55,55,8,5,5,105.404
1,1,0,1,0,0,1,0,1,20,90,3,7,4,123.786
1,1,0,1,0,0,0,1,1,85,20,2,6,5,137.451
0,1,1,1,1,0,0,0,1,55,40,5,3,6,83.815
1,1,0,1,0,1,0,0,1,75,75,5,0,15,205.776
0,1,1,1,1,0,0,0,1,90,45,5,2,6,73.246
1,1,0,1,0,1,0,0,1,20,80,1,7,21,397.96
1,1,1,0,0,0,0,0,1,85,40,6,7,5,133.089
0,1,0,1,1,0,1,0,1,35,60,3,5,8,145.776
0,1,0,0,1,0,0,1,1,90,40,0,3,10,91.843
0,1,1,1,1,0,0,0,1,80,20,8,6,5,120.581
1,1,1,0,0,0,0,0,1,15,80,2,3,29,359.572
0,1,0,1,1,0,1,0,1,65,45,5,0,6,80.174
1,1,1,1,0,0,0,0,1,60,55,1,2,6,55.81699999
1,1,0,1,0,0,0,1,1,80,10,4,1,5,95.878
1,1,1,1,0,0,0,0,1,85,90,0,8,18,315.958
0,1,0,1,1,1,0,0,1,55,60,8,4,6,118.339
0,1,0,0,1,1,0,0,1,80,35,5,6,9,169.405
1,1,0,1,0,0,0,1,1,35,65,6,5,5,160.242
1,1,0,0,0,0,1,0,1,90,10,3,6,4,114.615
0,1,1,1,1,0,0,0,1,50,40,8,8,5,126.933
1,1,0,1,0,0,0,1,1,65,25,0,3,7,98.379
0,1,0,0,1,0,1,0,1,70,50,4,0,7,75.259
1,1,0,0,0,0,1,0,1,90,85,1,5,180,3653.276
0,1,0,1,1,1,0,0,1,60,40,4,7,8,151.85
0,1,0,0,1,0,1,0,1,80,30,6,6,4,107.544
0,1,0,0,1,0,0,1,1,85,40,0,7,7,132.154
0,1,0,0,1,0,0,1,1,80,90,7,6,4,108.982
0,1,0,1,1,0,1,0,1,25,90,4,6,5,112.198
0,1,0,0,1,0,0,1,1,40,50,7,0,6,100.977
1,1,0,0,0,1,0,0,1,65,90,8,6,501,15010.852
1,1,1,1,0,0,0,0,1,75,80,8,7,5,163.105
1,1,0,1,0,1,0,0,1,60,85,2,6,9,174.859
1,1,1,1,0,0,0,0,1,25,75,6,3,5,98.19199999
1,1,0,0,0,0,0,1,1,25,65,6,4,7,219.659
0,1,0,0,1,0,0,1,1,80,45,8,4,4,109.498
0,1,0,1,1,1,0,0,1,45,55,5,8,7,155.948
