No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,0,1,0.7,9,0.4,34,3,167,-33,86,334,23.3,34,418,0.7,45.941,1499.203333
1,0,0,0,0.7,9,0.8,17,3,167,34,86,667,23.3,67,418,1.4,47.522,1382.493827
0,0,0,0,1.4,17,0.4,34,3,167,-33,43,334,23.3,67,836,0.7,49.739,573.8549858
0,0,0,0,0.7,17,0.8,17,6,84,-33,86,334,23.3,34,836,1.4,51.76,755.5452778
0,0,0,1,1.4,9,0.4,34,3,84,34,86,334,23.3,67,836,1.4,50.166,464.55
1,0,0,0,0.7,17,0.8,34,3,84,-33,86,667,23.3,67,418,1.4,47.979,1538.45
0,0,0,0,1.4,17,0.4,34,6,167,34,43,334,23.3,67,836,0.7,49.455,603.3025641
0,0,0,1,1.4,17,0.8,34,3,167,34,86,334,23.3,67,836,1.4,51.565,558.7694444
0,0,0,0,1.4,9,0.4,34,6,167,-33,86,334,36.6,34,418,1.4,37.419,1394.035714
0,1,0,0,1.4,9,0.8,34,6,167,-33,86,334,23.3,34,836,0.7,51.19,2300.73913
0,0,0,0,1.4,9,0.8,17,6,84,34,43,334,36.6,34,836,0.7,40.369,425.6454321
0,0,0,1,0.7,9,0.4,17,3,84,-33,86,667,36.6,67,836,0.7,38.997,505.1515152
0,0,1,0,1.4,9,0.4,34,3,167,34,86,667,23.3,67,836,0.7,49.681,501.1515152
0,0,1,1,2,3,0.6,23,3,40,0,4,1000,23,40,0,1.4,47.024,2192.681481
0,1,0,0,1.4,9,0.8,17,6,84,34,43,334,36.6,34,418,1.4,39.112,4054.288608
0,0,1,0,0.7,9,0.4,34,6,84,34,43,334,36.6,34,836,0.7,39.987,399.7333333
0,0,1,0,0.7,9,0.8,17,6,167,34,43,334,23.3,67,836,0.7,50.98,658.697619
1,0,0,0,1,3,0.6,0,3,40,0,4,250,23,40,0,1.4,48.367,2428.780502
0,0,0,1,0.7,9,0.8,17,3,167,34,43,334,36.6,67,836,1.4,41.946,444.03
0,0,0,1,1.3,4,0.5,30,3,51,28,6,320,26.7,51,0,1.1,44.499,1770.655238
0,0,0,1,1.4,17,0.4,34,6,84,-33,43,334,36.6,67,836,1.4,39.634,514.8787879
1,0,0,0,1.4,9,0.8,34,3,167,34,86,334,23.3,67,836,1.4,53.008,475.44
0,1,0,0,0.7,17,0.8,17,6,84,-33,43,334,23.3,34,836,0.7,51.196,2237.759091
0,0,1,0,1.4,9,0.8,17,3,167,-33,43,667,36.6,67,836,0.7,40.215,503.8484848
0,0,0,0,0.7,9,0.4,17,3,84,34,86,667,36.6,34,836,0.7,39.644,406.5975309
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,23.3,34,836,0.7,49.935,549.3237374
1,0,0,0,0.7,17,0.8,17,6,84,-33,43,334,36.6,67,418,1.4,40.049,1370.45679
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,334,23.3,67,418,1.4,46.06,1871.935135
0,0,1,0,0.7,9,0.4,34,3,167,34,43,334,36.6,67,418,0.7,37.367,1056.109091
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,23.3,34,418,0.7,45.821,1345.740741
1,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,67,418,0.7,40.392,1426.821429
0,1,1,1,2,1,0.4,26,0,125,-50,64,501,30,1,0,1.5,41.43,2343.407834
0,0,0,1,1.4,9,0.8,17,3,167,-33,43,667,36.6,67,836,0.7,40.689,504.6060606
0,0,0,1,0.7,17,0.4,34,3,167,34,43,334,36.6,67,418,0.7,37.43,1081.634783
0,0,0,0,0,7,0.2,26,4,1,0,32,1000,20,1,0,0,37.983,666.3642698
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,36.6,34,836,1.4,39.021,1455.413333
0,0,0,0,0.7,9,0.8,34,3,167,34,86,334,23.3,67,418,0.7,47.111,1567.709677
0,0,1,0,1.4,17,0.4,17,6,167,-33,43,334,36.6,34,836,1.4,39.729,503.9393939
0,0,1,0,1.4,17,0.8,34,3,167,34,86,334,36.6,67,836,0.7,40.666,487.0606061
0,1,0,0,1.4,17,0.8,17,3,167,-33,43,667,23.3,34,418,1.4,47.274,5352.632692
0,1,0,0,0.7,17,0.8,17,3,167,34,86,667,23.3,67,418,0.7,47.073,5079.567677
0,0,1,0,1.4,9,0.8,17,3,167,34,43,334,23.3,67,836,0.7,50.977,503.3030303
0,0,0,0,0.7,17,0.8,34,3,167,-33,86,334,23.3,67,418,1.4,47.291,1624.324653
0,0,0,0,0.7,17,0.8,34,3,84,-33,86,667,23.3,34,418,0.7,47.111,1558.908519
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,36.6,67,836,1.4,39.91,1437.787778
1,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,418,1.4,47.368,1444.564286
0,0,0,1,1.4,17,0.4,34,3,84,34,86,667,23.3,67,418,0.7,45.814,1306.314103
0,0,0,1,1.4,17,0.4,17,6,167,34,43,334,36.6,34,836,0.7,39.724,491.5151515
