Spout_wait,Spliters,Counters,Throughput+,Latency-
2,4,9,17995,217.53
1,5,14,17701,193.79
2,5,9,17453,193.94
7,2,15,18042,199.53
4,4,3,15042,210.11
10,6,8,18098,193.22
100,4,6,16985,185.27
5,4,15,20414,183.81
8,5,18,20587,168.9
8,3,2,13259,238.38
3,4,13,17653,194.27
10,1,8,15960,196.1
9,2,17,20515,169.13
7,2,13,19275,172.32
7,6,6,16851,192.84
8,5,5,16135,206.76
4,4,12,19112,192.52
1,2,10,16738,221.13
7,5,12,20426,178.93
3,5,6,16402,193.27
9,4,15,20460,187.65
2,5,4,15386,225.32
5,3,1,9461.5,349.23
1,5,7,15979,201.95
7,4,13,20307,183.41
9,4,11,19424,185.42
5,4,7,17128,209.43
9,3,11,19562,171.72
10,1,13,14791,214.05
10000,3,7,607.29,6151
100,3,15,20907,163.76
1,5,6,15394,224.92
1000,3,9,3283.9,763.71
1000,1,17,2853.9,925.21
3,2,16,19593,183.14
6,1,6,12687,245.38
100,5,16,19504,159.93
6,2,5,15739,220.35
5,5,5,16032,205.54
1000,5,8,3154.5,776.68
6,2,13,19408,170.62
8,2,9,16869,216.81
8,4,17,21847,168.13
100,4,10,18951,185
7,5,1,9911,358.43
100,5,4,15194,217.83
10000,2,1,449.06,7756.5
2,1,15,13883,240.04
1000,3,17,3036.7,798.57
1000,5,14,3115.9,815.55
1,2,12,15830,208.02
5,5,13,20216,185.46
9,6,3,15837,217.33
2,4,10,18969,194.84
6,2,1,9114,348.7
2,6,1,8800.9,360.35
10000,3,6,586.88,6634.3
1,1,10,13055,247.74
10,1,18,15186,215.93
10,2,4,15810,202.69
7,5,14,18602,179.39
6,1,7,13847,242.95
1,6,17,20024,176.57
100,6,13,19243,178.45
5,1,12,14978,228.83
4,5,1,9560.1,368.29
8,1,7,13003,236.51
10,3,1,10182,325.3
5,5,10,20077,177.23
2,1,5,13998,218.03
7,6,10,19514,161.74
3,2,2,12331,265.24
1,6,11,18004,219.26
10,3,9,19044,186
1,4,15,18404,192.67
2,4,7,16129,209.67
6,5,2,13709,241.27
7,3,12,19484,174.59
10000,1,8,515.12,6573.1
3,3,9,17656,190.21
9,1,18,15193,225.42
7,6,11,19409,183.12
100,4,13,19334,179.21
1,2,8,16267,241.35
8,5,15,20649,177.56
8,2,7,17067,198.14
10,5,9,18295,187.85
2,5,14,18567,192.2
4,3,5,15654,220.2
7,5,5,15925,228.68
9,6,10,19502,167.61
10000,2,18,575.38,6187.6
5,2,1,9314.4,359.04
1,3,2,11995,284.51
3,1,6,12046,251.15
3,5,14,19311,222.4
7,1,12,13775,228.97
1000,2,8,2965.1,837.77
10,2,17,20561,169.34
100,5,8,18330,196.8
8,6,11,19933,180.42
8,3,5,16742,221.21
4,6,8,17559,213.37
4,1,2,12185,261.68
4,3,16,19030,205.3
1000,2,2,2917.5,911.22
1000,4,7,3122.1,801.62
2,2,3,12954,255.64
6,6,18,20909,165.71
5,1,14,16427,198.4
1000,1,13,2906.4,927.94
10,6,17,23075,158.68
1,3,18,18647,209.34
1,4,13,18710,179.83
1000,4,1,3008.9,955.96
4,2,17,19510,173.89
6,5,4,15472,217.54
10,6,7,18059,207.27
7,6,14,19884,187.56
