Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-
1,1000,1,300,1.00E+06,10000,422.24,20688
3,10000,18,10,1.00E+07,1000,1.98E+05,1076.5
3,100,9,300,2.00E+06,10000,37926,66.948
3,10,6,1,1.00E+05,10000,15498,17.65
3,10,1,10,1.00E+05,1000,5969.8,42.454
1,100,15,60,1.00E+05,1000,40204,19.336
3,100,1,300,1.00E+05,1.00E+05,68.062,24068
3,10,6,10,1.00E+06,10000,14761,17.537
1,1000,9,120,1.00E+06,1000,76598,80.993
3,10,6,120,1.00E+06,10000,15123,16.959
1,100,6,120,1.00E+06,1.00E+05,34157,19.201
3,10,1,120,2.00E+06,1000,6309.5,37.86
1,100,9,60,1.00E+06,1000,37508,19.42
1,10000,3,60,1.00E+06,1000,1.33E+05,379.03
1,10,2,300,2.00E+06,10000,8034.7,8.8802
1,10,18,300,1.00E+06,10000,37092,2.1107
1,1000,12,10,2.00E+06,1000,69026,124.73
1,10000,6,60,1.00E+06,10000,1.35E+05,354.6
1,10,1,300,1.00E+07,1.00E+05,1144.8,83.837
1,1000,6,10,1.00E+07,1000,72702,114.04
3,1000,1,1,2.00E+06,1000,7031.9,3802.4
1,100,15,60,2.00E+06,10000,36868,20.181
3,100,15,10,1.00E+06,1000,37822,67.107
1,10,15,1,1.00E+07,1000,19328,6.5856
1,10000,9,10,2.00E+06,10000,1.40E+05,384.82
1,10000,12,10,1.00E+07,1.00E+05,1.60E+05,455.51
1,10000,12,300,1.00E+05,10000,1.68E+05,385.26
3,10000,15,1,1.00E+05,10000,2.00E+05,1095
3,100,1,120,1.00E+07,1000,6930.4,434.64
1,1000,2,60,1.00E+06,1000,9356.6,929.96
1,10000,2,60,1.00E+06,1000,4925.7,13861
1,1000,1,120,1.00E+07,10000,413.76,21706
3,10,15,10,2.00E+06,10000,11144,20.749
3,1000,6,300,1.00E+07,1.00E+05,1.36E+05,205.72
1,1000,6,300,2.00E+06,10000,74647,101.54
1,1000,2,1,1.00E+06,1000,10177,992.87
3,1000,15,1,1.00E+07,1000,1.16E+05,338.61
1,100,1,300,2.00E+06,1.00E+05,515.15,1862.2
3,10,9,1,1.00E+06,1000,15037,17.309
1,10000,3,300,1.00E+06,1.00E+05,1.37E+05,372.63
1,10000,9,120,1.00E+06,10000,1.39E+05,439.33
1,100,6,300,1.00E+06,1.00E+05,39489,21.105
1,100,3,60,1.00E+05,1.00E+05,38979,20.113
1,10000,9,10,1.00E+07,10000,1.32E+05,537.26
3,10,9,60,1.00E+07,1.00E+05,14771,18.646
1,10000,18,120,2.00E+06,1.00E+05,1.53E+05,410.77
1,100,1,300,1.00E+07,1.00E+05,392.43,1976.7
3,10,15,120,1.00E+07,1000,10767,43.034
1,100,12,300,1.00E+06,10000,38151,19.121
1,1000,2,300,1.00E+07,10000,1274.8,6507.5
1,10000,15,60,2.00E+06,1000,1.64E+05,409.96
1,10,15,10,1.00E+07,1.00E+05,33366,2.8006
3,1000,9,1,1.00E+07,1.00E+05,1.19E+05,224.76
1,10000,2,300,1.00E+05,1000,5219.7,13614
3,10,15,60,1.00E+07,10000,10793,33.017
3,10,2,120,2.00E+06,1.00E+05,4616.6,652.39
3,100,2,120,1.00E+05,10000,14702,928.41
1,10,6,120,1.00E+07,10000,37449,2.5804
1,1000,9,1,1.00E+07,1.00E+05,64100,129.39
1,10,12,60,2.00E+06,1000,36697,2.1814
3,1000,12,300,1.00E+07,10000,1.25E+05,233.66
1,1000,9,300,2.00E+06,10000,77254,89.923
1,10,18,1,1.00E+06,1000,35812,2.2283
3,1000,15,60,1.00E+06,1000,1.13E+05,237.87
3,1000,12,10,1.00E+06,1000,1.33E+05,189.38
1,10,9,120,1.00E+06,10000,37106,2.053
3,10000,1,300,1.00E+05,1.00E+05,5751.4,18115
3,10000,18,1,2.00E+06,1000,1.91E+05,1198.6
3,10000,6,120,1.00E+05,10000,2.06E+05,1064.7
1,10,9,10,1.00E+06,1000,38073,2.0142
1,100,18,1,1.00E+05,1000,21819,42.584
1,10000,9,60,1.00E+07,1000,1.33E+05,560.08
3,10,1,300,2.00E+06,10000,964.38,302.59
1,100,1,60,1.00E+05,1.00E+05,436.75,1898.6
1,1000,2,300,1.00E+05,10000,1361.9,6168.8
1,100,12,300,2.00E+06,1000,40156,20.443
3,100,2,1,1.00E+07,10000,15710,989.59
3,10000,2,10,1.00E+06,1.00E+05,16420,11449
1,100,9,10,1.00E+05,10000,38951,19.073
3,100,2,1,1.00E+06,1000,25961,136.93
