Spout_wait,Spliters,Counters,Throughput+,Latency-
2,6,3,9383.1,288.03
1000,3,4,2650.6,982.38
5,5,15,10726,272.57
10000,6,14,383.38,6956.1
1000,5,6,2790.6,967.65
1000,4,7,2656.2,938.07
6,2,12,8913.2,299.89
5,1,15,7959.8,360.94
10000,5,3,370.94,7864.5
3,3,15,10087,263.82
4,4,16,10732,269.86
1,2,9,9224.8,310.57
60000,5,17,153.8,46575
3,1,9,8392.1,359.25
3,3,12,9665.7,260.23
4,5,14,10518,272.1
1000,6,10,2750.5,942.83
1000,2,11,2809.2,989.08
7,1,8,7757.4,382.54
10000,4,3,349.38,7842.4
60000,4,18,172.8,35972
1000,5,8,2642.4,951.19
1,2,15,8523.1,309.71
10000,6,3,353.38,7717.7
5,2,9,9351.5,296.93
2,2,18,8596.1,318.52
6,6,8,10237,271.64
7,6,3,7332.6,377.44
10000,6,10,389.75,6681.7
1000,2,17,2617.2,978.96
1000,1,8,2473.2,1051.3
1000,5,2,2816.8,943.22
4,1,6,7195.4,378.7
100,2,2,6929.5,425.4
10,3,5,7139.2,391.28
1000,3,5,2785,988.62
10000,1,3,312.44,8763.2
100,1,18,5255.2,522.02
8,5,5,6666.4,394.88
4,1,18,7305.1,368.99
10000,3,4,350.25,8333.8
7,1,14,7651.6,381.9
100,3,3,7232.2,391.63
5,2,4,7633.1,328.1
3,4,14,10158,264.51
60000,6,18,167.86,34860
9,6,9,7637.6,384.38
1,1,15,7686.8,384.66
100,4,14,6689.1,383.52
4,3,13,10126,276.57
2,2,13,9511.7,307.6
100,6,11,7371.6,378.19
1,6,6,9321.4,271.78
60000,6,4,254.5,27760
60000,4,14,419.33,33629
8,6,3,7708.8,375.6
6,2,4,8140.9,337.47
1,3,4,9102.1,290.05
8,1,9,5519.8,526.39
10,1,6,5077.9,522.96
1000,3,11,2627.9,934.03
8,2,12,5951.2,462.44
1,5,11,10250,261.07
10,1,12,5230.9,524.8
10000,3,3,310.12,8731.1
5,4,11,10364,275.18
10,1,16,5023.4,519.18
3,2,6,9099.8,321.72
1000,3,13,2621.9,954.4
10000,5,5,380.38,7246.1
7,4,3,8305.5,346.67
6,5,16,10949,260.32
100,6,9,7361.6,385.3
100,6,10,7269.6,381.79
6,4,1,11047,263.03
7,6,9,7049.3,374.65
1000,1,4,2542.1,1076.5
5,1,1,6272.1,441.2
4,6,3,9664.1,273.34
10000,3,6,313.25,8632.1
10000,2,13,322.88,8480.3
1,3,6,9793.3,294.35
3,4,12,9486.6,270
5,6,12,9367.9,270.21
7,3,18,8880.5,307.45
10000,1,6,328.19,8206.2
7,1,9,6918.8,391.63
5,3,6,9447.9,280.4
5,4,14,10038,258.82
100,1,15,4808.4,551.87
2,2,8,8975.9,305.01
2,6,11,10375,271.97
1,5,16,10172,264.55
3,1,5,6994.6,368.25
5,1,12,7766.3,362.41
10,6,9,7103.6,346.65
4,2,1,8814.8,340.19
6,6,18,10875,260.56
9,2,5,6555.6,438.17
1000,1,10,2607.5,1036.6
7,1,11,7159.9,381.37
10,2,10,6468.6,425.57
100,2,9,6592,441.36
6,4,10,10133,281.26
1,4,7,9424.6,282.2
60000,3,8,196.5,37933
6,4,4,9764.6,298.01
1,3,9,9381.8,265.39
7,2,8,7328.9,383.54
60000,5,10,249.75,33951
10000,6,1,334.44,7419.6
100,3,2,7353.3,414.18
60000,1,17,203.2,36592
10,3,12,7741.9,370.35
9,4,10,7582.3,375.42
3,5,11,9423.3,273.22
1000,6,4,2621.8,955.26
8,6,5,7278.6,389.1
6,6,15,10434,263.27
8,1,3,5185.6,568.33
6,6,3,10177,281.25
8,4,6,6897.5,395.36
5,6,9,10062,274.08
1,1,4,7355.8,414.98
10,5,2,7219.1,372.5
8,2,11,6400.1,439.61
60000,1,1,157.67,51412
7,5,11,7278.1,375.23
2,2,16,9101.4,309.22
1,2,3,8711.4,319.03
100,5,11,7366.4,387.21
10,4,1,8109.1,360.21
10000,2,15,290.47,8631.6
10,6,16,7678.8,382.6
2,5,6,9941.1,285.15
9,4,12,6878.6,377.95
1,3,10,9962.3,287.62
9,5,15,7303.5,378.53
4,6,10,10710,263.78
10000,2,7,312.44,8459.8
100,5,3,7701.4,377.09
7,1,5,7321.4,401.5
6,5,11,10056,267.52
2,2,9,8805.2,311.97
9,5,1,8120.2,391.93
1,6,1,9954.6,275.92
1,4,6,9298.4,281
7,3,8,8822.1,316.95
60000,2,18,189,42380
60000,3,12,129.67,52729
100,3,6,7395.4,389.28
