Max_spout,Spliters,Counters,Throughput+,Latency-
1000,1,6,23770,478.53
100,6,6,24578,38.387
10,2,18,22140,4.9532
1,6,18,4957.8,2.043
100,3,3,18806,58.44
1,6,6,5202.6,1.941
1.00E+06,6,6,28016,890.11
1.00E+05,2,18,34687,28743
10,6,15,19637,4.6353
100,3,6,21693,52.732
1000,3,12,25959,435.89
1.00E+06,6,12,28919,741.02
1000,1,12,25936,446.51
100,1,3,21959,53.857
1000,3,6,21866,471.82
1.00E+06,1,15,58616,84497
1.00E+06,3,6,18902,1623.2
1.00E+06,3,12,21921,1464.6
1,1,15,4422.9,2.3844
1.00E+06,2,15,58581,59230
1000,2,1,9034.6,1217.3
1000,1,9,23344,475.26
10000,2,1,8922.4,11828
1.00E+05,2,12,35034,28760
10,2,15,22447,4.7671
1000,1,15,25778,412.5
1000,1,1,9573.1,1132.4
1.00E+05,3,15,21716,1473.6
10,3,9,17217,5.9988
10000,3,6,21413,1751.1
10,1,3,14647,7.5798
1,3,1,5384.6,1.9707
10,2,12,21765,4.8266
1.00E+05,2,6,30621,30120
1,2,6,4794.6,2.289
100,3,9,23160,45.546
1000,6,1,9328.2,1175
100,2,6,28972,44.161
10,3,6,17061,6.2092
1.00E+06,3,1,51244,80453
100,6,3,22524,47.047
1.00E+05,6,9,27096,843.62
1,6,3,5361.1,1.9647
1.00E+06,6,3,22139,1764.9
1,3,9,5258.3,2.0457
1,3,15,5143,2.0329
100,6,1,10467,102.54
1.00E+05,3,18,21210,1826.1
10,2,6,21618,4.8312
100,2,1,9506.6,109.87
