No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-
0,0,1,0,0.7,9,0.4,17,6,167,34,86,667,23.3,67,836,1.4,50.058,555.225
0,0,1,1,15,21,0,16,6,250,-1,21,1,3.68E+14,33,627,9,69.424,1254.464
0,1,0,0,0.7,17,0.4,34,3,167,34,43,334,23.3,34,836,1.4,49.749,1495
0,0,0,1,1.4,17,0.8,34,3,84,-33,86,334,36.6,67,418,0.7,38.626,1148.591304
0,1,0,0,1.4,9,0.8,34,6,84,-33,86,667,23.3,67,836,0.7,51.159,2232.54697
1,0,0,0,1.4,17,0.8,34,3,167,34,86,334,36.6,67,836,0.7,41.624,362.6
1,0,0,0,1.4,9,0.8,17,3,167,-33,86,334,36.6,34,836,0.7,43.544,473.88
0,0,0,1,0.7,9,0.8,34,3,84,-33,86,667,23.3,34,418,1.4,47.273,1571.032258
0,0,1,0,0.7,17,0.8,17,3,84,-33,86,334,23.3,67,836,0.7,51.039,624.0307692
0,0,0,0,1.4,9,0.8,17,6,84,34,86,667,36.6,67,418,0.7,38.661,1300.844017
1,0,0,0,0.7,17,0.8,34,6,84,34,43,334,23.3,67,418,1.4,47.488,1806.727619
0,1,1,1,1.7,14,0.1,46,5,236,13,94,434,12.3,58,0,1,50.601,3213.894905
1,0,0,0,0.7,9,0.4,17,3,84,34,86,667,23.3,67,836,0.7,54.226,526.7272727
1,0,0,0,1,3,0.6,23,3,1,0,4,250,23,100,0,1.4,48.496,2513.278416
0,0,0,0,1.9,5,0.3,20,3,227,-25,2,705,46.4,33,656,1,51.611,1539.967647
1,0,0,0,1.1,15,0.1,0,3,141,-1,23,814,15.9,84,512,1.9,52.786,1597.501042
1,0,0,0,0.7,17,0.4,17,3,167,-33,86,334,23.3,34,836,1.4,55.296,631.6
1,0,0,0,1.4,17,0.4,17,6,167,34,86,667,23.3,34,418,0.7,47.237,1860.217593
1,0,0,0,0.7,9,0.8,17,3,84,-33,86,334,23.3,67,418,0.7,47.88,1491.82069
0,1,0,1,0.1,9,0.3,33,7,56,-42,49,683,37.8,18,0,2,36.117,1896.064865
0,1,0,0,1.4,9,0.4,34,3,84,34,86,667,36.6,67,836,0.7,39.419,1115.304348
0,0,1,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,67,418,1.4,45.983,1370.809877
1,0,0,0,1.4,9,0.8,17,6,84,34,86,334,23.3,34,836,1.4,53.007,628.0615385
0,0,1,0,1.4,17,0.8,34,3,167,34,43,334,23.3,34,418,0.7,47.01,1503.005556
0,0,0,1,0.7,9,0.4,34,3,167,34,86,667,36.6,34,836,0.7,39.676,436.02
1,0,1,1,0.2,16,0.6,7,4,165,95,2,168,49.4,2,0,1.7,32.233,437.122803
0,0,0,1,1.4,9,0.8,17,3,84,-33,86,667,36.6,67,418,0.7,38.685,1148.113043
0,1,0,0,1.4,9,0.4,17,6,84,-33,86,334,36.6,34,836,1.4,39.259,1485.283333
0,0,0,1,1.4,9,0.8,34,3,167,34,86,334,23.3,67,836,0.7,51.114,556.325
1,0,1,0,6,25,2,16,4,1,-67,42,831,3.01E+14,1,627,2,53.787,1476.436782
0,0,0,1,0.7,9,0.8,17,6,167,-33,43,667,36.6,67,836,1.4,41.926,551.8027778
0,0,0,0,0.7,17,0.8,17,6,84,-33,86,667,23.3,34,836,1.4,51.759,724.7022222
1,0,0,0,1.4,9,0.8,34,3,84,-33,86,667,23.3,34,418,1.4,47.976,1544.121111
0,0,0,1,1.5,7,0,0,2,63,-50,96,1,30,76,0,0,35.23,261.9933333
1,0,0,0,1.4,17,0.8,17,6,84,34,43,667,36.6,34,836,1.4,43.45,411.9703704
0,1,0,0,0.7,17,0.4,17,3,84,-33,86,334,23.3,67,418,1.4,46.046,4781.1
1,0,0,0,0.7,17,0.4,34,6,167,34,43,667,23.3,34,836,0.7,54.021,681.447619
0,0,1,0,1,3,0.6,23,3,250,0,4,1000,23,40,0,1.4,47.027,2464.732667
1,0,0,0,1.4,17,0.4,34,3,84,34,86,667,36.6,34,418,0.7,39.715,1003.643333
1,0,0,1,1,3,1,23,9,40,0,4,250,23,40,0,1.4,48.111,3921.373077
0,0,0,0,1.4,17,0.8,34,6,84,34,86,667,36.6,34,836,1.4,41.297,476.0105051
0,0,0,0,0.7,17,0.8,34,3,167,-33,43,334,36.6,67,836,0.7,40.713,504.8888889
0,0,0,1,0.7,17,0.4,34,3,84,34,86,334,36.6,67,418,0.7,37.483,975.7133333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,836,0.7,49.517,1431.990805
0,1,0,0,1.4,9,0.8,34,3,167,34,86,667,23.3,67,418,1.4,47.294,5021.729592
1,0,0,0,1.4,9,0.8,17,3,167,34,86,334,36.6,34,418,0.7,39.34,999.9383333
0,0,0,1,1.4,17,0.8,17,3,167,34,86,334,23.3,67,836,0.7,50.955,554.1555556
1,0,0,0,0.7,9,0.4,34,3,167,34,43,667,23.3,67,836,0.7,54.226,528.2727273
0,0,1,0,1.4,17,0.8,17,3,84,-33,43,334,36.6,34,418,1.4,38.861,1151.62029
0,0,0,0,0.7,9,0.8,34,3,167,-33,86,667,23.3,67,836,1.4,51.763,612.6564103
1,1,1,1,2,13,0.2,40,6,85,-34,0,831,23.4,49,0,0,44.007,6323.001942
0,0,0,1,1.4,9,0.4,17,3,84,-33,86,334,36.6,34,418,0.7,37.099,1094.1
1,0,0,0,1.4,17,0.4,34,3,167,34,43,334,36.6,34,836,1.4,46.306,363.9125
1,0,0,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,34,836,0.7,47.37,470.55
1,0,0,0,1.4,9,0.8,34,3,84,-33,86,667,23.3,34,836,0.7,53.197,626.5230769
1,0,0,0,1.4,17,0.4,17,6,84,-33,43,667,23.3,34,418,1.4,48.115,2118.439024
1,0,0,0,1.4,17,0.4,17,3,84,-33,86,667,36.6,67,418,1.4,40.583,1154.362319
0,1,1,1,1.4,18,1,41,0,91,-7,35,926,35,97,0,1.2,40.622,1295.234538
0,0,0,1,0.7,9,0.4,17,3,84,-33,86,667,23.3,34,418,1.4,46.066,1418.367857
0,1,0,0,1.4,9,0.4,17,6,84,34,86,667,23.3,34,418,0.7,45.944,5238.613861
0,0,1,0,0.7,9,0.4,34,3,167,-33,43,667,23.3,67,836,0.7,49.688,598.5230769
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,667,36.6,67,418,0.7,38.71,1409.271429
0,0,0,1,1.4,17,0.8,34,3,84,34,43,667,36.6,34,836,0.7,40.34,405.0666667
1,0,0,0,0.7,9,0.8,34,6,167,34,43,667,36.6,67,418,0.7,39.322,1216.316667
0,0,0,0,1.4,9,0.8,17,6,84,-33,86,334,23.3,34,836,0.7,51.215,740.9263889
1,0,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,34,418,0.7,48.051,2171.763492
0,1,0,0,0.7,17,0.8,17,3,84,34,86,667,36.6,67,836,1.4,41.848,1121.011594
0,0,0,1,1,3,0.6,23,3,40,0,4,250,50,40,0,2,29.936,1238.205128
1,0,1,1,0.5,25,0.4,13,6,187,0,64,1000,30,1,0,1,44.185,1214.373427
0,0,0,0,1.4,23,0.9,24,3,119,6,22,8,15.1,33,506,0.9,48.142,1063.238095
0,0,0,1,0.7,9,0.8,17,6,167,-33,86,667,23.3,34,836,0.7,51.22,808.6588235
1,1,1,1,0.3,9,0.4,0,9,85,-1,42,499,43.5,49,0,2,36.912,2996.275743
0,1,0,0,1,3,0,23,0,40,0,4,250,23,40,0,1.4,44.457,5048.85812
0,0,1,0,2,19,0,39,2,125,0,0,1000,10,1,0,1.5,51.374,838.3733728
0,0,0,0,1.4,17,0.8,34,6,167,34,86,334,36.6,34,836,0.7,40.363,517.2707071
0,0,1,0,1.4,9,0.4,17,3,84,-33,43,667,23.3,34,836,0.7,49.835,516.0606061
1,0,0,0,0,3,0.6,23,3,1,0,4,250,23,40,0,1.4,48.367,2470.497959
0,0,1,0,1,3,0.6,23,3,1,0,4,250,23,40,0,1.4,45.722,2027.5125
1,0,1,0,0.5,19,0.2,51,2,187,-100,32,1,20,1,0,1,44.65,338.7046429
0,0,0,0,1.4,17,0.4,34,6,167,34,43,667,36.6,34,418,0.7,37.414,1287.094017
0,0,0,1,1.4,17,0.8,34,6,167,-33,43,334,23.3,67,418,1.4,47.306,2090.861789
1,0,0,0,1.4,9,0.8,34,6,167,-33,86,667,23.3,34,836,1.4,53.655,735.6533333
0,0,0,0,1.4,17,0.4,34,6,167,34,43,334,23.3,67,418,1.4,45.948,1682.088027
