Max_spout,Spliters,Counters,Throughput+,Latency-
1,6,11,7037.9,1.4329
1.00E+05,5,2,34813,1027.4
100,3,8,53673,18.819
1.00E+06,3,16,54812,796.91
1.00E+05,6,3,43781,877.35
1.00E+05,5,13,53807,840.33
100,4,15,52719,19.139
100,1,8,51198,20.136
1.00E+06,3,2,64297,720.35
10,2,8,31045,3.2466
10,5,17,28762,3.4509
1,1,14,5042.6,1.9422
1.00E+06,6,9,45737,488.02
10,1,5,28189,3.5178
10,2,6,32716,3.0902
10,6,7,31102,3.1728
1.00E+05,6,14,45790,487.01
1.00E+05,4,15,55649,878.43
1000,1,4,52119,194.73
1.00E+06,2,11,78731,24278
1.00E+06,5,18,54890,829.28
1.00E+05,6,4,43977,662.96
1,1,17,5190.9,1.9543
1.00E+06,3,11,57489,707.08
100,1,14,53658,17.361
1,4,18,6241.1,1.6
100,6,13,46496,18.653
1000,3,11,58614,169.62
1.00E+06,3,14,59461,810.27
1.00E+05,4,18,52242,883.67
1.00E+05,4,4,40355,897.75
1.00E+05,6,1,51230,11450
10,4,3,30954,3.258
1.00E+05,1,10,65424,13340
10000,5,3,36517,981.23
1.00E+05,5,3,36113,923.03
1.00E+06,1,2,56541,85691
1.00E+05,1,9,67355,14309
1000,6,3,43097,217.53
10,4,9,30121,3.3636
1.00E+06,2,2,57085,85782
1000,1,7,58797,173.93
1.00E+05,2,2,47481,17940
100,1,11,55611,17.024
10,2,16,30324,3.2671
1.00E+06,6,18,47878,531.32
10000,3,14,57828,792.73
1,1,8,5377.4,1.8902
1.00E+05,2,16,70660,503.57
10,5,7,29903,3.374
