Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,10000,100,1,12,10,6211.3,41615
1,2,3,1,3,1000,3135.7,6.3516
1,1,10,3,1,1000,918.76,10.874
1,2,3,6,3,1000,3627.4,5.4572
1,10000,10,2,3,100,12155,10940
1,100,1,6,3,1000,12570,92.724
3,10,100,3,1,1000,2790.7,107.7
3,100,3,2,12,1000,14917,215.19
1,1000,1,6,3,100,16474,668.17
3,2,1,1,12,1000,8600.6,7.4323
3,1,10,1,3,10,2582.7,10.756
1,10,2,6,1,100,9274,11.501
3,10,1,6,1,1000,8703.1,37.518
3,2,3,2,6,1000,8357.8,7.1731
1,10000,10,2,1,10,3976.5,25448
3,1,1,6,12,100,6748.4,4.4242
3,10000,3,1,6,1000,4806.7,41984
3,1,100,3,6,1000,266.56,100.4
1,100,2,1,12,100,15432,68.169
1,1,2,1,6,100,2024.4,5.2684
3,1,1,2,12,100,5997.6,5.0148
1,10,3,1,12,100,10498,9.5298
3,2,10,6,3,100,5282.3,10.919
1,2,3,3,6,100,3521.9,5.7447
1,100,100,3,1,100,7585.8,126.07
1,1,10,2,1,10,917.25,23.964
1,10000,100,6,1,10,5727.3,12257
3,2,10,3,6,1000,5410.1,12.597
1,1000,1,3,1,100,10194,1017.5
3,2,3,6,6,1000,9288.6,9.407
3,10,2,1,1,100,8253.4,40.239
1,100,1,6,3,100,12677,89.475
3,100,3,1,3,1000,13558,243.99
1,1,10,1,12,1000,920.88,10.843
3,1000,2,2,3,100,15730,2060.2
3,1000,1,1,6,1000,17380,2638.9
3,10000,2,6,1,10,9077,50320
1,10,1,2,6,10,12074,8.3359
1,1000,3,3,12,1000,17458,591.41
3,100,10,3,6,10,16086,188.01
1,1000,10,2,6,1000,19163,584.09
1,1000,2,1,6,1000,15142,688.25
3,1000,3,6,3,10,15639,3792.6
1,1000,10,6,1,10,10472,986.55
3,1,3,3,3,1000,5747.1,5.1899
3,1,100,2,12,10,297.18,100.3
3,100,3,3,6,10,16485,212.1
3,1,1,1,1,10,5770.8,5.4148
3,100,10,1,6,10,12968,254.97
3,10,2,1,1,10,8392.6,39.798
1,2,1,1,3,1000,4257.5,4.5601
3,10000,2,1,3,100,6486.3,38526
3,10000,2,2,12,10,14431,24969
3,1000,2,3,12,10,26130,1549.6
3,1000,10,1,3,10,18370,2145.7
1,1,2,1,12,100,1935.9,5.3387
1,1000,2,3,1,10,10216,1011.7
3,2,100,6,3,1000,565,100.43
1,2,3,1,6,10,3009.9,6.4327
1,1000,10,2,1,10,9389.5,1109.1
1,2,10,2,1,100,1819.5,11.001
3,10000,100,6,3,1000,6353.1,35625
1,1,1,2,6,10,2177.6,4.6177
3,10,2,1,12,100,13529,24.297
3,10,2,2,6,100,15714,20.461
3,1,1,3,1,1000,7492.5,4.3038
1,1000,3,6,1,100,10269,997.47
1,1,100,2,6,1000,84.529,218.24
3,100,100,2,1,10,8862.2,327.84
1,100,10,2,12,100,22829,45.261
1,100,2,3,1,10,8640.6,114.99
3,1,2,6,1,100,6713.8,4.7662
3,10,3,1,1,10,7851.5,39.496
1,1000,2,2,6,10,18478,623.41
1,1,100,3,6,1000,94.294,100.41
3,1000,10,2,1,1000,5067,7067.1
3,1,2,1,6,100,5565.8,5.6468
1,2,100,6,1,1000,211.31,100.54
1,1,100,1,12,10,100.12,101.78
3,10,3,2,3,100,16343,20.41
1,1,3,6,3,100,2090.1,4.9057
1,2,3,1,1,100,2947.2,6.8108
3,10000,1,3,1,100,6339.1,49677
1,10000,1,3,1,1000,4657.4,17029
1,10000,10,6,12,1000,25701,3638.5
3,10000,10,2,1,1000,10064,36267
3,10000,2,6,1,100,7593.4,38748
1,10,1,6,3,1000,13582,9.08
3,2,2,3,12,100,8718.1,6.5013
3,1,2,1,6,1000,5421.3,5.6573
3,100,3,6,1,10,9239.6,367.84
1,1,2,1,3,10,2061.6,5.1373
3,2,1,1,3,100,8855.3,7.0491
3,1,3,3,1,100,6061.1,5.1266
3,10,10,6,3,100,16409,19.046
1,2,10,1,3,10,1851.5,11.015
1,100,1,1,12,10,15199,71.096
3,1,1,1,6,1000,5926.8,5.2244
3,10,1,1,6,100,14193,23.232
3,10,1,6,3,10,14716,22.838
1,100,10,6,1,10,9057.9,103.14
1,1,2,3,1,1000,2178.8,4.5103
1,2,100,1,12,100,196.24,100.5
3,1000,10,3,6,10,27527,1310.4
1,10,3,3,1,1000,8698.6,13.028
1,10000,3,2,12,1000,32007,2827.5
3,1000,1,3,3,10,15995,3156.8
3,10,2,6,12,10,16905,19.775
3,100,10,2,3,10,13937,231.71
3,2,1,3,12,10,9112.6,6.4838
3,1,10,1,6,1000,2631.1,10.754
1,100,3,3,1,1000,8619.3,117.75
1,10,10,3,3,10,7336,13.635
1,100,1,3,6,100,12713,83.93
3,1000,1,2,3,10,14152,2443.8
3,10000,3,6,3,1000,6295.6,48163
1,2,1,2,3,1000,3984.9,4.6135
1,10000,2,6,12,1000,24830,3536.9
3,10000,1,2,3,1000,7334.2,30654
1,100,10,3,3,10,13661,78.554
3,1000,1,1,1,10,4672.5,7510.5
3,1000,100,6,1,100,3157.1,13224
3,10,100,6,12,10,2783.2,103.93
1,1,3,1,12,100,1617,6.1555
3,10000,3,1,3,10,7475.9,34213
1,1,3,6,1,100,2147.8,4.884
3,10000,3,3,12,100,17980,35113
1,10,100,6,6,1000,895.62,100.84
1,10000,1,3,6,10,17079,5766.1
3,10000,3,1,12,100,5273.1,37575
3,10,100,3,1,10,2637.8,103.27
3,1,2,2,3,10,5931.1,6.9981
1,2,2,2,1,1000,4090.2,5.0329
3,10000,1,2,3,10,8362.9,31867
3,1000,10,6,12,10,22965,1481.3
1,100,1,6,1,100,8425.4,115.62
1,1000,1,2,12,10,19936,587.15
3,2,100,6,6,10,524.06,101.23
1,1000,100,3,1,10,10612,943.22
1,10000,2,6,6,10,26797,3672.4
3,2,1,3,1,100,10890,5.9394
1,10,2,2,6,100,11824,9.386
3,10,100,1,3,10,2795.4,103
3,2,3,2,12,1000,7882.8,7.65
1,1000,3,1,6,100,16369,648.21
3,10000,3,1,1,100,7306.8,31208
3,1000,100,6,3,10,20680,1926.7
1,1,1,1,3,100,2225.4,4.4268
1,1000,100,1,1,100,10450,1072.2
1,10,2,3,3,1000,12765,8.3268
1,1000,100,2,12,100,20259,530.12
3,1000,2,1,12,10,19062,2629.6
1,2,3,3,12,100,3327,5.7758
3,2,2,1,3,1000,8929.1,6.8013
1,1,100,6,12,10,90.938,100.46
3,10,2,3,1,10,9694.6,33.463
1,100,3,6,6,100,13955,76.556
3,1,10,2,3,1000,2775.2,10.619
3,1,10,1,12,100,2734.3,10.761
1,10,10,3,1,1000,6039.3,16.693
1,10,3,3,3,100,11971,8.7506
1,100,1,1,3,10,12376,89
1,2,1,6,3,100,5353.9,3.7656
1,1000,2,3,1,100,9421.1,1005.4
3,10000,3,3,3,100,8207.6,27054
1,10000,2,6,1,100,4650.4,15524
1,1,1,1,6,10,2215.5,4.5171
1,10,1,6,12,10,13208,8.9026
1,10000,100,6,3,100,25881,3437.7
3,1,10,3,3,1000,2707.5,10.601
1,10,1,2,6,100,12266,8.3452
3,10000,1,2,12,100,10928,23265
3,10,2,3,12,100,17137,19.298
1,10,1,3,12,100,12830,7.8115
1,10000,100,1,3,10,23657,5185.3
1,1,2,2,12,10,1897.6,5.4703
3,10000,10,6,1,10,5908.3,50901
3,10000,3,3,12,1000,15147,34726
1,10,1,3,12,10,12951,7.4564
3,10,2,3,3,10,16736,18.992
3,2,2,6,1,1000,9234.4,6.6367
3,10000,2,6,1,1000,5755.9,46164
3,10,100,2,1,1000,2688.7,104.96
1,10000,3,2,12,100,29550,2741.5
3,2,2,6,3,10,9807.7,6.1893
3,1000,2,3,6,1000,24733,1489.7
3,1000,10,6,1,100,3089.5,13339
1,10,2,2,12,100,11581,9.1237
1,10000,10,3,1,100,4852.2,16304
1,1000,2,2,3,1000,16903,693.1
1,10000,1,6,1,1000,4693.5,15657
3,1,100,1,12,10,271.24,100.4
3,1,1,3,6,10,6417.5,4.5288
1,100,100,1,1,100,7602.1,138.14
3,10000,100,3,1,100,7432.5,46113
1,1,3,1,3,1000,1624.9,5.9981
1,2,1,6,6,1000,5198.4,3.8956
3,2,10,1,3,100,5444.2,11.627
1,100,1,6,12,10,15066,70.458
1,10,10,1,1,100,6091.4,17.192
3,1000,2,3,3,10,18106,2618.9
1,2,100,2,1,100,179,100.54
3,1,10,1,3,1000,2758.2,10.766
3,1,10,6,12,1000,2704.1,10.58
1,1,2,6,3,100,2309.2,4.2981
3,100,10,3,3,100,15294,205.26
3,10,10,2,12,1000,16174,21.096
3,10000,1,2,1,100,6489,34021
3,100,10,2,6,100,15790,201.45
1,100,10,6,6,10,14758,70.796
1,2,2,6,3,100,4134.2,4.6526
3,10,2,6,6,100,17916,17.572
3,2,1,1,1,100,7867.2,9.4442
1,1,100,2,3,10,94.75,100.41
1,1,3,6,1,10,2153.1,4.7158
3,1000,100,3,6,100,28346,1324.6
1,2,1,6,6,100,4893.2,3.8786
1,2,100,1,6,10,197.38,100.54
1,1,2,3,12,1000,2276.9,4.4103
1,1000,10,6,12,10,19471,576.58
3,2,1,6,3,100,10280,5.9478
3,1000,100,1,12,100,18917,2278.7
1,10000,2,2,3,100,11641,9773.1
1,100,100,2,6,100,9028.8,109.88
1,1,1,6,12,100,2853.2,3.484
3,1000,2,1,3,1000,18347,2314.2
3,1,1,3,6,1000,7035.8,4.5469
3,10000,3,6,12,1000,6312.9,42610
1,1,2,2,12,100,1878.6,5.1627
1,1,100,1,6,100,90.562,100.37
1,1,3,1,1,1000,1684.1,6.107
3,10,2,6,1,1000,9291.5,35.604
3,10,100,6,6,100,2787.4,102.16
3,1,2,3,12,1000,5679.2,4.9916
3,1,1,1,3,10,5813.7,4.9987
1,1000,10,6,6,10,18788,571.35
3,100,10,1,6,1000,13716,239.9
1,100,2,3,3,10,13446,76.493
1,2,10,2,3,100,1786.2,10.792
1,100,3,6,1,10,8436.6,115.94
3,2,10,2,1,10,5082.9,11.825
1,1,10,1,12,10,900.76,10.928
3,10,10,1,12,100,14364,21.79
3,1,10,3,12,100,2697.9,10.615
3,10,2,6,3,1000,16857,19.206
1,10,10,3,12,10,7160.4,13.665
1,100,100,2,3,10,9187.3,109.86
1,2,100,6,6,100,175.24,100.53
3,2,100,2,6,100,596.35,100.29
3,10000,10,1,6,10,7132.8,35362
1,10,2,6,3,10,11863,8.7688
1,100,3,1,6,1000,14643,73.933
3,10000,100,2,3,100,10100,28496
1,10000,1,3,6,100,14258,6449.8
1,1000,10,1,3,1000,16117,703.65
3,1,2,2,1,100,5852.8,5.2943
3,2,3,3,3,100,9373.5,6.2167
3,100,100,3,6,1000,17270,189.22
1,1000,1,2,1,1000,8406.1,1311.4
1,100,100,3,3,1000,8514.6,115.33
1,10000,2,2,1,10,4225.9,24713
1,10,10,3,1,10,5807.9,17.256
1,2,3,3,1,1000,3484,5.9531
3,100,1,1,6,100,11572,273.84
3,10,2,3,6,100,18617,17.469
1,2,3,2,12,10,3092.6,6.3154
3,2,2,2,12,1000,8814.8,8.781
3,100,3,3,3,10,14329,219.78
1,2,10,1,12,100,1853.1,10.989
3,10,1,1,6,10,14515,22.395
1,1,10,2,1,1000,902.12,11.2
1,1,3,2,3,1000,1713.9,6.1587
1,10000,100,2,1,100,4503.3,22977
3,100,1,3,6,100,15000,233.21
1,2,2,1,6,10,3666.8,5.4404
1,2,10,6,3,10,1826.5,10.794
1,10,100,6,3,100,930.24,99.152
1,100,100,1,6,100,8750.6,114.22
1,2,100,3,1,100,190.06,100.43
3,10,100,6,3,100,2658.9,101.7
1,1,3,2,6,100,1655.8,6.0804
3,1,2,6,6,1000,5894.2,5.0136
3,10000,10,3,6,100,11940,32476
3,10000,10,2,3,1000,7395.2,36527
1,2,1,1,1,100,3847.5,7.6709
1,1,100,2,3,100,96.176,100.51
1,1,10,3,12,100,867,10.754
1,1000,1,1,12,1000,16418,679.93
3,10,1,3,1,100,8941.8,36.228
3,10000,10,6,12,10,10448,31612
3,1000,3,2,3,100,16991,2309.4
3,10000,1,1,6,1000,6015.3,41408
1,100,10,3,1,10,8476.8,114.62
3,10000,1,1,6,10,7012.3,35799
3,10,1,2,3,100,14196,24.363
3,1000,10,1,1,100,9763.2,3970.5
1,10,10,6,12,10,7616.6,14.95
3,10,1,6,3,100,15514,20.473
3,10,1,3,3,10,15905,20.501
1,1000,3,1,6,1000,16574,690.01
1,1,1,2,6,1000,2249.9,4.6823
1,10,10,3,6,10,7966.5,12.653
1,100,100,3,12,10,8197.6,113.05
1,1,100,6,1,100,102.88,100.47
1,2,10,3,3,10,1812.5,10.692
1,2,3,6,3,100,3648.6,5.4186
3,1,10,2,6,1000,2656.3,10.727
1,2,3,1,3,10,3184.7,6.3564
1,1000,10,6,12,1000,19672,509.83
1,100,1,1,1,1000,9029.2,120.11
3,10,2,3,12,10,17671,19.528
1,10000,2,6,3,10,22805,4338
3,1,100,6,3,100,285.56,100.43
3,100,3,1,3,100,12871,257.63
3,2,100,3,3,10,568.06,100.09
1,1000,3,2,1,10,9241.5,1146.3
3,100,100,1,6,100,13959,235.33
3,2,100,1,3,100,595.41,133.52
1,10000,100,3,6,10,15938,5080.3
3,10,2,3,1,1000,9198.6,36.842
3,100,2,2,6,1000,14294,238.94
3,2,2,3,1,1000,10198,6.4614
1,10000,1,2,1,10,4192.2,24847
3,1000,3,3,6,10,27409,1519
3,10,10,6,6,10,17804,18.601
3,2,3,2,3,1000,8681.6,6.9468
1,2,1,2,12,1000,4098.5,4.7506
1,2,3,2,3,100,3235.4,5.9911
1,10000,1,6,12,10,28005,3364.2
1,1000,100,1,6,100,17064,611.22
3,10,10,3,1,10,10133,32.113
1,1,1,6,6,1000,2897.8,3.4791
3,10000,3,6,1,10,7034.4,47430
1,1000,10,2,6,10,18710,568.79
1,10000,100,2,3,1000,15070,8090.6
3,1000,100,1,1,1000,10782,3254.5
3,10000,2,3,6,1000,11105,30305
1,10000,10,3,12,1000,17535,5667.5
3,100,1,6,3,10,13250,247.96
1,1000,1,6,3,10,17097,649.36
3,10000,1,3,12,100,18710,33561
3,2,2,6,6,100,9509.9,6.6981
1,100,10,3,6,100,14107,71.127
1,100,3,1,6,10,14524,76.45
1,1000,3,2,3,1000,17085,670.02
1,2,3,2,3,10,3298.7,6.0386
1,1000,3,1,1,10,10089,1129.7
1,10000,3,3,6,100,17580,5417.1
3,1000,2,6,1,10,2839.4,15685
3,2,2,6,1,10,9639.5,6.5732
1,100,3,1,1,10,9265.7,112.11
1,10000,100,3,12,100,13414,5616.6
3,100,3,2,1,1000,9497.8,360.22
1,2,3,2,3,1000,3320.2,6.0537
3,10,100,1,6,100,2811,104.8
3,1000,2,3,1,100,3384.7,14031
3,10000,2,1,6,1000,6931.9,38349
1,100,3,6,12,1000,15640,69.748
3,2,100,3,1,100,549.81,117.8
3,1,100,2,6,1000,279,100.87
1,2,2,1,3,10,3706.6,5.3713
3,10000,3,3,1,100,5942.5,43188
3,2,3,6,3,1000,9191.1,6.5071
1,1000,2,2,1,1000,8888.2,1249.7
1,1000,10,2,3,10,17376,636.19
3,10,2,3,3,1000,17469,19.238
3,10,3,2,1,10,9736.4,33.768
3,2,1,3,3,100,10301,6.2196
1,10000,1,3,1,10,4592.7,17309
3,10,1,6,12,100,16265,20.807
1,100,10,2,6,100,18907,55.058
1,2,2,2,3,10,3851.6,8.0346
1,10,10,1,1,1000,6027.7,17.464
3,1,2,2,1,1000,5503.4,5.4987
1,10,10,6,12,1000,7237.4,15.064
1,1,3,3,1,1000,2105.8,4.9475
1,100,1,1,3,1000,12675,84.245
1,10,100,1,1,1000,878.19,100.73
1,1,1,1,1,100,2252.4,4.405
3,1000,10,1,12,100,20123,1860.2
3,10000,2,3,3,10,7593.9,32098
3,10000,10,3,1,1000,5952.1,44880
3,100,2,1,3,10,12305,264.7
3,1000,1,2,6,10,20644,1721.4
1,10,10,6,6,1000,7602.9,14.348
1,2,2,6,3,1000,4203.9,4.6987
3,1000,1,2,12,1000,27203,1455.4
3,10,1,6,12,10,16202,20.267
3,2,3,6,3,10,9458,6.4182
3,2,100,1,6,10,596.29,100.98
3,1000,10,3,12,1000,32588,1289.7
3,1,10,2,3,10,2784.9,10.687
3,100,10,1,12,100,14466,230.83
1,10000,100,3,1,1000,4506,21005
3,1000,10,6,12,100,33045,1483.8
3,1000,3,3,3,10,15658,2797.2
3,2,1,3,6,100,9768.2,6.6561
3,10000,2,2,12,100,11864,26472
1,1,10,1,6,10,919.41,11.253
3,100,2,1,6,100,12358,264.02
3,1,100,3,12,1000,300.47,100.75
3,100,2,1,12,10,13017,246.74
1,2,2,6,1,100,3922.9,5.1955
1,1,1,6,3,1000,2906.1,3.3172
1,1000,3,2,3,10,16523,751.47
3,10000,10,3,1,10,6357.2,36821
1,10000,3,2,1,10,4284.8,23264
3,100,1,1,3,10,11500,274.16
1,10,1,6,12,100,13569,8.7592
1,10,3,3,12,10,10905,8.9316
3,1,2,2,6,100,5566.4,5.4165
3,10,10,1,1,100,8434.9,35.645
1,2,3,6,12,10,3349,5.7844
3,2,3,3,6,1000,9370.8,6.8108
3,2,2,2,3,100,9294.1,6.6824
1,100,1,3,3,100,12501,87.581
1,2,100,6,3,10,203.82,100.92
3,10000,100,6,6,1000,8816,34806
3,10000,100,3,12,1000,23206,30084
1,1000,2,2,12,100,21211,506.8
3,2,100,2,6,1000,570,101.25
1,1000,3,1,6,10,16690,645.79
3,100,10,6,12,10,21037,159.59
1,1000,3,2,6,1000,18836,573.42
3,100,100,2,1,1000,9977.7,344.37
3,100,2,3,6,10,15855,211.65
3,10,3,2,12,10,15746,21.799
3,2,1,6,6,1000,9745.4,6.5994
3,10000,1,1,3,10,6087.4,35698
3,10,10,3,6,100,17720,17.553
1,2,2,2,6,100,3709.8,5.1917
1,10,1,6,3,100,13520,8.3045
3,1,1,2,6,100,6341.5,4.9414
1,10000,100,6,3,10,24479,3557.7
3,10,2,6,6,10,17747,18.569
3,10,100,2,1,10,2696.4,104.65
1,100,2,2,6,10,17878,60.602
1,10,100,3,3,100,891.19,100.89
3,1000,10,2,12,100,27615,1422.1
3,10,100,6,12,100,2770.3,101.23
3,1000,10,3,12,100,30424,1436.4
1,100,10,2,3,100,15426,67.209
3,1,3,1,1,100,4975.8,6.2231
1,10000,1,1,1,1000,4803.6,19739
1,10,3,2,6,100,11771,8.5872
1,2,10,2,3,10,1754.5,10.721
1,10000,10,6,1,100,4990.5,13983
3,10,3,6,6,10,19217,17.841
3,1000,3,3,12,1000,27051,1468.7
3,100,1,6,1,100,8175.4,399.04
3,10000,3,1,12,1000,5848.1,38749
3,1,1,3,3,10,7379.9,4.1551
3,10,3,3,6,100,19190,18.797
1,2,3,3,1,100,3491.9,8.758
3,100,2,3,6,100,15707,223.69
3,1,1,3,12,1000,6714.8,4.4296
1,10000,100,6,12,1000,26571,3600.4
3,10000,100,6,12,100,14990,31696
1,10000,2,2,12,10,27035,5257.6
3,10,3,1,12,100,14661,23.241
1,1000,3,2,1,1000,8767.5,1155.7
3,10,3,6,1,100,10314,32.317
3,10,100,6,3,10,2664.8,104.3
3,10,100,3,3,1000,2658.8,101.44
3,1,3,2,3,1000,5271.5,5.7084
1,1,100,1,3,100,90.588,100.3
3,1000,1,1,12,1000,18105,2127.1
3,1,2,6,12,1000,5838.9,4.9803
1,100,2,1,3,1000,12068,84.045
3,1000,3,2,12,100,29596,1204.1
3,10,1,2,6,1000,15053,23.721
3,100,3,3,12,10,19333,197.36
1,100,10,3,12,1000,15737,66.309
3,10000,1,2,1,1000,6324.8,43433
3,100,2,2,1,100,8711.8,372.82
3,1000,100,1,3,1000,18721,1652.8
3,10,3,2,12,1000,15688,20.663
1,2,1,3,12,1000,4943.9,3.9771
3,1000,2,2,3,10,18294,2241.7
1,10000,1,1,6,1000,21412,5223.5
3,10,3,2,12,100,15903,21.781
3,100,100,1,1,100,9081.2,329.78
3,100,1,1,12,100,12714,244.84
1,1000,3,1,12,1000,18072,599.35
1,1000,100,2,6,100,18427,562.36
1,1,100,1,3,1000,88.062,101.64
3,1,100,3,6,100,283.41,100.55
1,10,3,2,3,10,12481,8.2019
1,1,10,1,1,1000,897.12,11.148
1,10,3,1,3,1000,11364,8.9627
3,1000,10,6,12,1000,32655,1667
1,2,10,6,12,100,1817,10.719
1,1000,10,6,3,10,17570,640.85
1,1000,1,3,6,1000,16500,617.14
1,2,10,2,12,100,1722.8,10.844
1,10,100,2,6,1000,937.18,112.8
3,100,100,6,3,10,15386,205.74
1,10000,10,2,12,10,28202,5073.8
1,2,10,3,12,10,1807.3,10.796
3,10,1,3,6,10,17252,20.145
3,100,2,2,6,10,14859,226.83
1,1000,3,3,6,100,17352,614.02
1,10,1,3,1,10,9232.4,10.982
3,2,100,3,1,10,559.06,100.67
1,10000,2,2,3,10,12250,9212.4
1,10000,10,1,1,100,4676.4,20498
1,2,1,1,3,10,4268,4.6327
3,10,100,6,6,10,2793.8,104.32
1,1000,10,2,12,100,21364,494.87
3,2,10,6,12,10,5069.1,11.159
3,2,10,3,6,10,5341.9,10.943
1,100,3,3,3,100,12454,80.868
1,10000,1,2,6,10,29862,4050.5
1,10,10,2,6,1000,8351.2,12.193
1,10000,100,3,1,100,4613.3,16456
3,10000,2,3,12,100,13225,36923
3,10,100,2,6,10,2737.8,100.67
1,2,10,3,6,10,1828.4,10.66
1,1000,2,3,3,100,16337,664.83
1,1,1,3,12,10,2639.6,3.5019
3,1000,100,3,1,10,3639,12280
3,100,1,6,6,100,15611,217.54
1,10,2,6,1,10,9442.4,10.988
1,10,2,3,12,10,12004,8.6121
3,10000,10,3,12,10,17417,28436
3,100,1,6,6,10,15377,234.79
1,1,2,3,3,100,2296.1,4.3764
1,2,1,2,6,1000,4088.6,4.7191
3,100,100,2,12,10,18186,190.52
1,10,100,1,6,100,918.65,100.39
1,1000,100,3,6,1000,16661,575.91
3,10,100,6,1,1000,2845.5,110.91
1,100,1,1,6,1000,13000,86.103
1,10,2,6,1,1000,8784.4,10.812
1,1,3,6,6,100,2011.5,5.0026
3,10000,2,2,6,100,11336,22504
3,100,3,6,1,100,9276.2,375.98
1,2,100,3,6,100,196.06,100.67
3,100,10,6,1,10,9831.8,322.92
1,2,100,1,12,10,181.53,101.55
3,1000,10,6,3,100,17711,4075.1
1,10000,100,1,12,100,24956,4522.4
1,2,3,3,12,1000,3506.1,5.7225
3,2,3,1,3,1000,7828.4,8.6548
3,100,100,1,1,1000,9185.5,361.7
1,2,10,3,1,10,1673.9,11.096
3,1000,2,3,6,100,26438,1651.8
3,10,1,2,1,10,9385.9,34.322
3,10000,1,1,1,1000,6394.2,41792
1,10,2,2,6,10,11900,8.5226
1,10000,1,3,1,100,4450.7,17216
1,2,100,2,1,1000,182.88,100.52
1,10,10,2,12,1000,7975,12.346
1,10,2,6,12,100,11500,8.9078
1,10000,10,3,12,100,19200,4676.6
1,10,100,1,3,10,932.59,100.89
3,10000,10,1,12,100,5576.2,42837
3,1,1,6,1,1000,7163.1,5.6832
3,2,10,2,1,1000,5091.5,11.787
1,2,1,3,1,10,4645.9,4.251
3,2,1,3,3,1000,10364,5.9359
3,1,1,6,6,10,6775,4.4675
1,10000,100,2,1,10,4632,21780
3,1000,2,3,3,100,17235,3230.1
3,1,1,2,12,1000,5948.4,4.9641
3,10000,100,3,1,10,8344.3,37770
1,1000,100,1,1,1000,10460,953.41
1,10000,3,3,3,100,16163,5726.2
1,1000,100,2,3,10,16328,671.29
3,100,10,3,6,1000,16990,194.8
3,2,100,2,1,100,545.18,118.87
3,100,100,3,3,10,14292,226.47
3,1000,3,6,3,100,15189,3452.3
3,10,3,3,3,100,18397,17.665
1,1,1,3,3,100,3070.8,3.3944
1,100,2,6,1,100,8856.9,109.53
1,10000,3,6,1,1000,4924.7,14717
3,100,3,6,3,1000,14370,229.66
1,100,100,3,3,10,8360.2,116.38
1,100,3,2,1,1000,8410.2,125.33
1,100,1,2,1,1000,8328.4,130.98
3,10000,10,2,12,100,14445,19113
3,1000,3,1,1,10,4860.2,7344.5
3,2,1,1,6,100,9352.1,6.9732
1,1,1,6,12,10,2828,3.4506
3,1000,3,1,12,1000,19619,1853.9
3,1,1,1,1,100,6108.5,7.2331
1,1000,100,6,6,1000,16209,524.38
3,2,100,3,6,1000,560.44,100.27
3,1000,1,3,3,100,9823.9,4822.1
1,10000,3,1,6,10,24172,4794
3,1,100,2,1,1000,272.44,100.35
3,100,1,6,1,10,8001.1,408.74
3,10,10,6,1,10,10376,30.223
3,1,3,6,12,1000,5321.8,5.4474
1,10,1,2,3,10,13232,7.9853
3,10,10,1,3,1000,14220,23.717
1,2,3,3,3,1000,3572.2,5.417
3,1,2,3,6,100,5751.9,4.7603
1,1,10,3,1,10,893.82,11.198
1,10,1,2,12,100,11582,8.6787
1,1000,3,1,1,100,10260,987.96
1,1000,3,3,12,10,17964,565.14
3,100,1,3,1,100,8305.3,407.46
3,100,10,1,3,10,13072,240.69
3,1,3,2,3,10,5249.2,5.7763
3,1000,3,6,3,1000,23126,1911.3
1,1,10,1,3,1000,902.38,11.05
