Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,4,9,51861,857.03
1,5,14,6400.4,1.5555
1,3,7,7266.3,1.4241
1,6,5,7532.7,1.3448
1000,1,17,64267,155.39
10,5,11,28365,3.4786
10000,6,13,46248,522.78
1.00E+05,2,12,79475,10377
100,2,17,55616,17.036
1000,6,9,47213,181.57
1000,5,1,30328,339.94
10,2,16,30324,3.2671
10000,4,4,39796,891.95
10000,1,18,64152,1565.8
1000,1,16,70644,142.51
1000,3,12,60301,165.5
1.00E+06,3,3,43923,834.66
1000,6,3,43097,217.53
10,5,15,28524,3.5358
1,1,14,5042.6,1.9422
1000,3,6,56000,192.73
10,3,3,31820,3.173
10000,2,17,78121,1279.5
1,6,2,7496.3,1.3678
100,2,1,39997,25.032
1,3,4,7463.5,1.3638
1000,2,16,63510,116.06
10000,2,15,79489,1165.2
100,2,13,57293,15.94
10000,2,6,64663,1539
10000,4,7,58163,722.58
1.00E+05,2,8,61056,14804
1,3,3,7094.5,1.4339
1.00E+05,5,5,44880,841.33
1.00E+05,4,9,52139,816.63
1.00E+06,2,16,69749,309.65
10,1,17,27657,3.6694
100,4,3,39276,26.5
1.00E+05,3,8,57748,737.65
1.00E+06,5,17,56517,846.58
100,4,12,50747,19.686
100,3,3,45752,21.69
1.00E+05,6,4,43977,662.96
100,4,16,52702,18.764
1000,4,14,55946,181.57
1000,5,18,59279,171.49
1.00E+05,2,14,75299,10531
1000,3,1,53563,187.28
1.00E+05,3,2,64186,709.56
1,4,8,6386.8,1.531
