A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,0,0,1,1,1,0,1,0,240.07,16
1,1,1,1,1,0,0,0,0,0,1,217.4,26
1,0,1,1,1,1,0,0,0,1,1,236.59,28
1,1,0,0,1,1,1,1,0,1,0,242.46,16
1,1,0,0,1,0,0,0,0,1,1,234.7,28
1,1,0,0,0,0,0,0,0,1,1,232.62,28
1,0,0,0,0,0,0,0,0,0,1,212.45,26
1,1,0,1,0,0,0,1,0,1,0,235.92,15
1,0,0,1,1,0,0,0,1,0,1,232.65,27
1,0,0,0,1,0,0,0,1,1,1,247.69,28
1,0,0,1,1,0,0,0,1,1,0,239.27,29
1,0,1,0,1,1,1,1,0,0,0,216.92,14
1,0,0,1,1,0,0,0,0,0,0,201.9,26
1,0,1,0,1,0,1,0,1,1,1,251.01,28
1,0,0,1,1,0,0,0,1,1,1,248.34,28
1,1,1,0,1,1,1,0,1,0,1,237.41,28
1,0,0,0,0,0,1,1,0,1,1,245.21,16
1,0,1,1,1,0,0,1,1,1,0,251,19
1,1,1,0,1,0,0,0,0,1,0,229.79,29
1,0,1,1,1,1,1,0,0,1,1,237.35,28
1,1,1,0,1,1,0,1,0,0,1,266.03,12
1,0,0,1,0,0,1,1,0,0,0,209.84,14
1,1,0,1,1,0,0,0,1,1,0,243.37,29
1,1,1,1,1,0,0,0,0,1,1,237.13,28
1,1,0,0,1,1,1,0,0,0,0,204.96,29
1,1,0,1,0,1,0,1,0,0,1,260.41,12
1,0,0,1,0,0,1,0,0,1,1,231.44,29
1,0,0,0,0,1,1,0,1,0,0,218.12,29
1,1,0,1,0,1,1,0,0,0,0,203.93,29
1,0,0,0,0,1,0,0,0,0,1,213.48,28
1,1,0,0,0,0,1,0,0,0,1,213.86,29
1,1,0,1,1,0,1,1,0,1,0,239.79,15
1,1,1,1,1,0,1,0,0,0,1,218.07,28
1,0,1,0,1,0,1,1,1,0,1,248.42,18
1,0,1,1,1,0,0,1,1,0,0,228.65,19
1,0,1,1,1,0,0,1,0,0,1,247.37,14
1,1,0,0,0,0,0,1,1,1,1,264.6,18
1,1,1,1,1,1,1,1,0,0,1,265.69,12
1,1,0,0,0,0,1,1,1,0,1,248.19,17
1,1,0,0,0,0,0,1,0,1,1,249.66,16
1,0,1,1,1,0,0,1,1,1,1,263.72,19
1,1,0,1,1,0,1,1,1,0,1,249.3,19
1,1,1,1,1,1,0,0,0,1,1,238.82,28
1,0,1,0,1,1,0,0,1,1,0,242.43,28
1,0,1,0,1,1,1,0,0,1,0,227.64,29
1,0,0,0,0,1,1,1,1,1,1,261.57,19
1,1,0,1,1,1,1,0,1,0,1,235.79,28
1,1,0,0,1,1,1,0,1,0,1,235.78,28
1,1,1,1,1,0,1,0,0,1,0,231.31,28
1,1,1,0,1,0,0,0,0,1,1,237.9,28
1,1,1,0,1,0,0,1,1,1,0,253.05,19
1,1,0,0,1,0,1,1,1,0,1,250.37,17
1,0,0,0,1,0,0,1,1,0,0,226.88,18
1,1,1,0,1,1,1,1,1,0,1,252.68,18
1,1,1,1,1,1,1,0,0,1,1,241.23,28
1,1,0,0,1,1,1,0,0,0,1,216.87,28
1,1,1,1,1,0,1,0,1,1,1,255.21,28
1,1,1,0,1,1,0,1,0,1,1,255.17,15
1,0,0,1,0,1,0,1,1,0,1,246.65,18
1,1,1,1,1,1,0,1,1,1,0,257.51,20
1,1,1,0,1,0,0,0,0,0,0,205.99,26
1,1,0,1,1,0,0,0,1,0,1,233.85,27
1,1,0,0,1,0,1,1,1,1,1,268.41,18
1,0,0,1,0,1,0,0,0,0,0,201.47,29
1,1,0,1,1,1,1,0,0,1,1,238.27,28
1,1,1,0,1,0,0,1,0,1,0,238.62,15
1,0,1,0,1,1,1,0,0,0,0,206.12,29
1,0,0,0,0,1,1,0,1,1,1,249.04,28
1,1,1,1,1,0,0,0,0,1,0,230.74,29
1,0,0,1,1,1,0,1,0,1,0,235.53,16
1,1,0,1,1,1,0,0,0,1,0,229.31,28
1,0,0,1,0,1,1,1,0,1,1,246.5,15
1,0,1,1,1,0,1,0,1,0,0,222.37,29
1,0,0,1,0,0,0,1,1,1,1,258.02,19
1,0,0,0,1,1,1,0,1,0,0,219.87,29
1,1,1,1,1,1,0,0,0,0,0,208.05,29
1,0,1,1,1,0,0,1,0,0,1,265.38,11
1,0,1,0,1,0,1,1,1,1,0,251.41,20
1,1,1,1,1,1,1,0,1,0,0,223.77,29
1,0,1,1,1,0,0,0,1,0,0,220.4,29
1,1,1,1,1,0,0,1,1,1,0,256.18,19
1,1,0,1,0,1,1,1,0,0,1,261.43,12
1,1,0,0,0,0,0,0,1,1,1,249.99,28
1,1,1,0,1,0,0,0,0,1,1,236.21,28
1,0,0,1,1,0,0,1,1,1,0,247.72,19
1,1,0,1,0,0,0,0,0,0,0,201.52,26
1,1,1,1,1,0,0,1,1,1,1,268.42,19
1,0,1,1,1,0,1,1,0,1,1,251.25,15
1,1,1,0,1,0,0,0,1,1,0,242.92,28
1,0,1,1,1,0,0,0,0,0,0,205.13,26
1,0,0,0,1,0,1,0,1,1,1,249.44,28
1,1,1,1,1,0,1,1,0,0,0,218.15,14
1,1,1,1,1,1,0,0,1,1,0,245.76,28
1,1,0,1,1,0,1,1,1,0,0,229.95,19
1,0,0,0,0,0,0,1,0,0,1,241.78,14
1,0,0,0,0,0,1,0,0,0,1,212.92,29
1,0,1,0,1,1,0,1,0,1,1,248.07,15
1,0,0,1,0,0,0,0,0,0,1,213.53,26
1,0,1,1,1,0,0,0,0,0,1,218.43,26
1,0,0,0,1,0,1,0,0,1,1,232.49,28
1,1,0,1,1,1,0,1,0,1,1,252.52,15
1,1,1,1,1,1,1,0,1,1,1,256.25,28
1,0,1,1,1,1,1,1,0,0,0,218.32,14
1,0,1,0,1,1,0,0,0,0,1,216.72,29
1,0,1,1,1,0,0,0,1,0,0,222.09,29
1,0,1,0,1,1,1,0,1,0,0,222.56,29
1,1,0,0,1,1,1,1,1,1,1,269.47,18
1,1,1,0,1,1,0,0,0,0,0,205.21,29
1,0,1,1,1,1,0,0,0,0,0,204.73,29
1,0,0,0,0,0,0,0,0,1,0,219.15,29
1,1,1,0,1,0,1,1,0,1,1,252.04,15
1,0,1,1,1,0,1,0,0,0,0,204.05,29
1,0,0,0,0,0,1,0,1,0,0,217.09,29
1,0,0,1,1,1,1,0,0,1,1,234.45,28
1,1,0,0,0,0,1,1,0,0,1,257.17,12
1,1,1,0,1,0,1,1,1,1,1,266.48,19
1,1,1,0,1,0,1,1,0,0,0,216.84,14
1,1,1,1,1,1,1,0,1,0,1,236.74,28
1,1,0,1,0,0,1,0,1,0,0,219.91,29
1,0,0,1,1,1,1,0,0,1,0,225.77,28
1,1,1,0,1,0,0,0,1,0,0,223.3,29
1,1,0,0,1,0,1,1,0,1,0,240.62,16
1,1,1,1,1,0,1,0,1,0,1,237.36,28
1,0,0,0,1,0,0,0,1,0,0,218.1,29
1,1,1,1,1,1,1,1,0,1,0,245.34,15
1,1,1,0,1,0,1,0,0,1,1,237.33,28
1,0,1,1,1,0,1,0,0,0,0,205.71,29
1,1,1,1,1,0,0,1,0,1,1,252.21,15
1,1,0,1,0,1,0,1,1,0,0,228.47,18
1,0,0,1,1,1,1,1,1,0,1,249.36,18
