Max_spout,Spliters,Counters,Throughput+,Latency-
1,1,7,5377.6,1.8759
1000,6,8,49745,161.93
1.00E+06,6,2,53945,447.48
1.00E+05,2,11,76492,11936
1.00E+06,6,1,55673,6031.5
10000,1,4,64087,1529.5
100,3,8,53673,18.819
100,6,7,40728,24.383
100,5,15,52117,19.199
10000,6,6,44504,552.38
1.00E+06,5,18,54890,829.28
1,1,6,5420.2,1.8391
10,4,7,30177,3.3191
1.00E+05,1,8,62165,14336
1.00E+05,3,6,54630,831.75
1000,2,10,56649,177.42
1.00E+05,4,15,55649,878.43
10,3,17,29452,3.4393
100,1,14,53658,17.361
1.00E+06,4,6,46966,853.63
10000,2,9,66839,1407.6
1.00E+05,4,5,44360,820.19
1.00E+05,3,16,59252,868.23
10000,3,14,57828,792.73
1,5,1,7990.6,1.2994
100,4,18,50439,19.912
1.00E+06,3,3,43923,834.66
10,6,6,31394,3.2462
1000,1,2,53086,191.22
1,1,17,5190.9,1.9543
1.00E+05,2,5,61746,14625
100,5,4,39310,26.083
100,1,12,53898,17.537
1.00E+06,2,17,91538,37087
1,3,3,7094.5,1.4339
1.00E+06,5,14,50915,811.7
10,4,4,30830,3.2615
1,2,12,5577.5,1.8543
1.00E+05,4,9,52139,816.63
1000,3,1,53563,187.28
10000,6,18,46995,591.56
1,6,8,7104.5,1.3724
10,1,17,27657,3.6694
1.00E+05,5,5,44880,841.33
100,4,14,50767,19.888
1.00E+05,4,8,51106,910.94
100,6,18,45666,19.374
1,4,10,6328.6,1.6178
10000,3,15,58308,754.76
1,4,5,6869.1,1.4805
