A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,1,1,0,1,1,0,0,1,265.65,12
1,1,1,1,1,0,1,1,1,0,1,252.5,18
1,1,0,0,0,0,0,1,1,0,0,227.01,18
1,0,1,1,1,1,0,1,0,0,1,263.75,12
1,0,0,0,1,1,0,1,1,0,1,248.71,18
1,1,0,1,1,0,0,0,1,1,1,251.71,28
1,1,1,1,1,0,1,1,0,1,1,253.54,15
1,1,1,1,1,0,0,0,0,0,1,217.4,26
1,1,0,1,0,1,1,1,0,1,0,239.24,15
1,0,1,1,1,1,1,1,1,0,0,232.96,18
1,1,0,1,1,1,1,0,0,0,1,218.04,28
1,0,1,1,1,1,0,0,0,1,1,234.95,28
1,0,1,0,1,1,1,0,1,0,0,222.56,29
1,1,0,1,1,1,1,0,1,1,1,253.57,28
1,0,1,1,1,1,0,1,1,0,0,230.47,19
1,1,1,0,1,0,1,1,0,1,1,254.39,15
1,1,0,1,0,1,0,0,0,1,1,235.85,28
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,1,1,0,1,1,0,0,1,1,0,244.73,28
1,1,1,1,1,1,0,0,1,0,1,236.17,28
1,1,0,0,1,1,0,0,0,1,0,229.24,28
1,0,1,0,1,0,1,1,1,1,1,263.79,19
1,0,1,1,1,0,0,1,0,1,0,237.44,15
1,1,1,0,1,1,1,0,0,0,1,218.5,28
1,1,1,1,1,1,0,0,0,0,0,206.35,29
1,0,0,0,0,1,1,1,1,1,1,261.57,19
1,1,1,0,1,0,1,0,1,1,0,246.03,28
1,0,1,1,1,1,1,0,0,1,0,228.72,29
1,1,0,0,0,0,1,0,1,1,1,251.85,28
1,1,0,0,1,1,1,0,1,1,0,246.16,28
1,1,0,1,1,0,0,1,1,0,1,248.43,17
1,0,0,0,1,0,0,1,0,1,1,246.38,16
1,0,0,1,0,1,0,0,1,1,1,248.06,28
1,1,1,0,1,0,0,1,1,1,1,264.99,19
1,0,1,1,1,0,1,1,1,1,1,264.6,19
1,0,1,0,1,0,1,1,1,0,0,228.26,18
1,0,0,1,1,1,0,1,0,0,1,261.9,12
1,0,0,0,1,0,1,1,0,1,0,234.25,16
1,1,1,0,1,0,0,0,1,1,1,253.51,28
1,1,0,0,0,0,1,0,0,0,1,213.86,29
1,1,1,0,1,1,1,0,1,0,0,222.9,29
1,1,1,0,1,1,1,0,1,0,1,235.96,28
1,0,1,0,1,1,1,1,1,1,0,251.01,20
1,0,1,0,1,1,0,1,0,0,0,215.94,14
1,1,1,1,1,0,0,1,0,1,1,254.59,15
1,0,1,0,1,1,1,1,1,1,0,253.1,20
1,1,1,1,1,0,0,0,1,1,1,252.84,28
1,0,0,0,1,0,0,0,1,1,1,247.69,28
1,0,0,1,0,0,0,0,0,0,1,213.53,26
1,0,1,0,1,0,0,0,0,1,1,234.05,28
1,0,1,1,1,0,0,1,0,0,0,215.85,14
1,0,1,1,1,1,1,0,0,0,1,218.4,28
1,1,1,1,1,0,1,0,0,1,0,229.86,28
1,0,1,1,1,1,1,0,0,0,0,205.47,29
1,1,1,0,1,0,0,0,0,0,0,204.05,26
1,1,0,0,0,1,1,0,1,0,1,234.06,28
1,0,1,1,1,0,1,0,0,0,1,217.19,27
1,1,1,0,1,1,1,1,0,1,1,253.74,15
1,0,0,0,1,1,1,1,0,1,1,249.62,16
1,1,0,1,1,1,0,0,0,0,0,204.96,29
1,0,0,1,0,1,1,0,0,1,0,223.98,29
1,0,0,0,1,1,1,0,1,1,1,250.6,28
1,1,0,0,0,0,0,0,0,0,1,213.27,26
1,1,0,0,1,0,1,0,1,0,0,221.06,29
1,0,0,0,0,1,0,1,0,0,1,256.06,12
1,0,1,1,1,1,0,0,1,0,1,235.07,28
1,0,1,1,1,0,1,1,1,1,0,252.51,20
1,1,1,1,1,0,0,0,0,0,0,204.99,26
1,1,1,1,1,1,0,0,0,1,0,230.65,29
1,1,0,0,1,0,0,0,0,0,0,202.39,26
1,0,0,0,0,1,1,0,1,0,1,233,29
1,1,1,0,1,1,1,0,0,1,1,238.74,28
1,1,1,1,1,0,0,1,0,1,0,239.98,15
1,0,1,0,1,1,0,0,0,0,1,218.3,29
1,1,1,1,1,0,0,1,1,1,0,253.96,19
1,1,1,0,1,0,1,1,1,0,1,249.49,18
1,1,1,1,1,1,0,1,1,1,0,255.47,20
1,0,1,0,1,1,1,1,0,0,1,266.12,12
1,1,1,0,1,0,0,1,0,1,1,253.39,15
1,1,0,1,1,1,1,1,1,1,0,255.62,20
1,1,1,1,1,0,1,0,1,1,1,254.42,28
1,1,1,1,1,0,1,1,0,0,0,215.74,14
1,0,0,0,0,0,1,0,1,0,0,217.09,29
1,1,0,1,0,0,0,0,1,1,0,241.7,29
1,1,1,0,1,0,1,0,0,1,1,239.04,28
1,1,0,1,0,1,0,0,1,0,1,232.59,28
