Spout_wait,Spliters,Counters,Throughput+,Latency-
2,2,16,18510,181.3
7,1,16,14295,229.42
9,1,2,12958,257.84
4,4,4,15290,222.45
8,6,14,19744,205.88
4,3,9,18216,178.78
4,2,3,13479,243.11
1,2,15,16529,206.59
100,6,7,17561,192.48
1000,4,12,2892.1,784.93
3,5,14,19311,222.4
5,5,8,17449,189.07
9,4,16,20019,185.49
5,6,8,17760,190.93
6,1,3,13805,248.23
6,5,16,19668,167.11
10000,1,9,407.65,7631.9
10000,1,12,365.07,9098.9
1000,1,2,2901.4,969.27
4,3,5,15654,220.2
8,6,17,22887,172.74
1,6,7,14952,211.67
8,4,3,15841,219.31
1000,2,16,2900.9,860.72
7,5,10,18518,169.09
3,1,12,13273,245.45
3,6,17,22060,176.14
10000,1,7,458.25,7869.6
10,5,8,18144,183.74
10,3,12,19457,188.04
100,4,5,16116,201.95
10000,2,17,565.82,6729.5
2,2,10,17373,194.83
100,1,13,15583,223.3
7,1,18,14198,228.45
8,3,1,9996.4,359.59
5,5,7,17570,193.77
6,6,6,16882,195.61
10000,3,4,681.59,5946.3
2,4,7,16129,209.67
7,4,10,19459,169.25
6,3,5,16033,225.89
7,2,10,18753,182.53
1,3,13,18222,199.7
1000,3,1,2952.8,953.22
10,6,13,20117,186.26
9,3,13,19623,176.51
3,4,17,20636,180.59
10,2,16,19697,183.34
6,1,16,14237,236.34
1000,3,10,3074.8,789.44
3,3,12,19040,187.35
1000,4,9,3221.8,770.14
5,6,18,21822,176.48
6,5,8,17245,204.39
9,6,4,16336,208.52
100,5,15,20744,168.1
2,1,2,11726,287.88
1,2,10,16738,221.13
9,3,2,13232,245.1
2,3,7,15743,201.25
6,3,8,17696,206.15
7,6,8,17943,189.84
8,5,10,19032,170.73
1000,2,3,3014.6,859.05
3,6,3,14618,217.07
10,3,4,15512,212.82
4,4,1,9527.2,357.96
9,4,1,9792.8,322.8
7,4,17,21406,166.54
1000,5,12,3404.9,747.75
6,4,8,16981,207.94
9,2,12,17827,193.23
1000,3,17,3036.7,798.57
1000,6,18,3271.9,776.86
4,4,2,12203,248.93
4,2,15,17926,192.56
6,1,18,14273,230.71
6,3,4,15492,220.87
1,1,6,12285,288.02
3,3,3,14959,228.82
8,1,18,13997,228.11
1,1,13,12596,260.77
1000,2,12,3076.1,856.32
100,4,2,13006,253.35
9,1,16,14631,214.6
4,4,7,16742,210.53
1,5,18,19409,194.12
2,4,3,14814,214.45
1,3,5,14845,232.94
100,4,11,18792,194.7
3,2,12,16383,207.91
8,5,18,20587,168.9
10,4,5,17027,194.44
10,5,3,15861,204.87
3,5,10,18636,168.4
100,4,13,19334,179.21
9,2,10,18028,179.13
2,5,7,16456,201.11
1000,4,18,3232.2,782.25
8,1,1,8724.8,380.16
9,2,14,19128,175.79
6,3,15,19994,159.31
100,2,14,19076,175.27
6,4,17,21302,170.52
10,3,15,20988,164.47
7,5,2,13210,260.7
10,3,16,20317,186.57
8,4,12,20574,178.1
1,6,4,14036,236.23
9,5,14,19464,180.53
1000,5,11,3286.9,750.82
4,3,2,13013,257.58
3,6,9,18400,195.01
1000,6,12,3307,759.06
4,3,1,9356.2,331.87
1000,4,17,3259.9,748.03
2,4,8,17221,203.77
3,3,11,17772,190.27
7,5,5,15925,228.68
5,2,17,19847,170.76
2,5,14,18567,192.2
10,2,2,12349,254.6
1000,2,6,2981.1,829.61
9,6,7,17840,183.29
8,3,4,15661,228.41
9,6,15,21237,150.5
1000,3,13,3136.9,821.6
1,4,12,18493,194.98
4,6,18,21759,174.67
5,4,15,20414,183.81
10,3,3,15591,201.09
4,6,3,15333,212.5
10000,1,15,375.41,7905.4
5,5,12,19529,169.53
8,4,1,9611.9,326.17
1000,3,7,3148.3,818.28
2,6,4,14834,221.29
2,6,5,15850,234.81
4,4,14,18605,180.45
3,5,2,12773,243.79
10,3,18,21021,151.23
