Max_spout,Spliters,Counters,Throughput+,Latency-
1000,2,15,35508,330.13
1.00E+06,3,6,18378,1747.9
10,1,18,13618,8.6734
100,1,9,19721,62.512
10,1,1,7494.8,15.267
1.00E+06,1,9,35978,85576
1.00E+06,1,6,32533,79764
100,1,3,17561,66.278
1000,1,6,22127,540.98
10000,2,12,31890,3379.6
1.00E+05,3,1,9988.9,64176
1.00E+05,1,6,18566,51016
1,1,9,4059.4,2.5699
1,3,1,4869.9,2.2345
1.00E+05,3,18,17900,1829.9
1.00E+05,6,6,24924,869
1.00E+05,2,9,29027,34206
1,3,18,4593.9,2.2561
100,6,9,22039,41.581
1.00E+05,3,6,17406,2010.2
1000,6,6,25035,343.85
100,2,1,7677.3,137.63
100,1,6,17933,62.246
1,6,1,4849.6,2.3172
100,3,15,20075,57.099
100,3,9,21596,51.502
10000,2,3,23990,4735
1.00E+05,3,9,21496,1595.8
1.00E+06,1,1,48918,93904
1,3,9,4646.2,2.2873
1.00E+05,3,15,19488,1556.2
1.00E+05,2,1,6209.4,83712
1,2,1,4097.1,2.6345
10000,2,18,30901,3380.6
10000,6,6,26972,1266.6
10,3,18,16158,6.515
1,3,3,4742.8,2.2434
10,3,9,16038,6.8006
1.00E+06,6,3,20157,1979.7
1000,2,3,22093,522.18
10000,6,12,26973,856.94
10,6,3,16448,6.6913
1.00E+05,1,9,18336,49528
1.00E+05,2,3,23864,37378
1.00E+05,2,15,29311,33300
1.00E+06,2,18,63113,76115
1,3,15,4684.3,2.263
1000,2,12,33903,348.49
100,1,12,20382,57.635
1.00E+05,6,9,25620,1057.5
