Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-
3,10000,10,3,6,100,11940,32476
1,1,2,6,3,100,2309.2,4.2981
1,1000,2,2,6,1000,18021,593.68
1,2,2,1,12,10,3345.7,5.5294
1,1,2,3,6,10,2244.8,4.307
3,2,2,3,1,1000,10198,6.4614
1,2,10,3,12,1000,1733.8,10.784
3,1000,10,1,6,100,20254,2393.2
3,100,2,3,6,1000,15727,215.44
1,1,1,3,6,10,2863.9,3.4955
1,1000,10,3,12,100,17978,613.16
3,10,10,2,12,100,16792,19.56
3,1,100,2,1,1000,272.44,100.35
3,100,3,2,3,10,13637,250.74
3,2,2,6,6,100,9509.9,6.6981
3,2,2,3,6,10,9678.6,6.5096
1,100,3,3,1,10,8822.6,121.2
1,1000,3,2,1,10,9241.5,1146.3
1,1000,10,1,1,10,9782.5,1102
1,100,100,2,1,10,8096.6,129.51
1,10,100,2,6,100,941.47,101.03
3,10000,2,1,3,1000,7091.8,37571
3,100,2,3,6,100,15707,223.69
3,10000,100,6,6,100,8849.4,38920
1,1000,2,3,6,100,17085,612.44
3,10,100,2,1,100,2845.3,107
1,100,1,1,6,100,13669,77.813
1,10,1,2,1,1000,11260,9.5654
1,1000,100,6,3,1000,16507,618.66
3,10,100,1,12,1000,2753.8,106.93
1,1000,3,2,1,1000,8767.5,1155.7
1,100,1,3,6,1000,13117,78.834
1,100,10,1,3,1000,13787,81.861
3,100,10,3,3,1000,15304,222.1
3,100,10,2,3,1000,14304,236.95
1,1000,1,3,12,10,15225,655.6
3,10000,10,1,6,1000,6175.2,39713
3,100,10,1,3,1000,13233,251.04
1,1000,1,1,3,1000,14451,727.19
1,1000,2,6,6,10,17569,567.78
3,10000,100,2,3,100,10100,28496
3,100,1,3,6,1000,15226,234.26
3,1,10,2,6,100,2586.6,10.643
1,1000,2,2,1,100,9296.2,1192.6
3,2,3,3,3,1000,9253.8,6.3083
1,2,1,1,3,1000,4257.5,4.5601
1,100,1,6,1,10,8200.5,121.51
1,10,3,2,6,100,11771,8.5872
1,10000,2,2,1,1000,4170.6,23676
1,2,1,6,12,100,4865.2,3.9855
3,1,1,3,3,1000,6965.5,4.2692
1,10000,100,3,12,100,13414,5616.6
1,2,100,2,12,100,192.18,100.51
1,1,3,3,3,10,2010.2,4.9271
1,1,10,3,6,10,925.59,10.696
1,1,100,1,1,10,89.412,213.14
1,10000,3,3,6,1000,16441,6182.3
1,10000,3,6,12,10,27027,3479.9
3,1,10,3,6,100,2739.9,10.869
1,2,3,6,1,10,3330.8,5.7722
1,10,1,3,12,100,12830,7.8115
3,1000,100,6,12,1000,31664,1884.5
3,10,1,3,6,10,17252,20.145
