Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,1,1.05E+06,2048,9551.3,197.83
2,1,12,1.05E+06,1024,14385,135.92
1,1,12,1.05E+08,1024,14557,66.947
2,6,12,1.05E+07,512,15587,129.74
3,1,2,1.05E+08,512,11367,268.87
3,1,1,1.05E+06,512,7896.7,383.13
2,3,2,1.05E+06,1024,11577,176.46
2,1,6,1.05E+06,512,12742,159.03
2,2,1,5.24E+06,2048,8458.9,238.33
1,1,2,1.05E+08,2048,10620,92.693
3,3,9,5.24E+06,512,16854,181.01
2,1,2,5.24E+06,1024,10934,180.51
1,1,1,2.62E+05,1024,9282.3,103.32
3,1,6,1.05E+08,1024,12052,258.38
1,1,3,1.05E+08,512,12503,80.717
3,2,12,1.05E+06,1024,15245,199.96
2,1,2,1.05E+07,1024,11572,173.7
1,2,3,5.24E+06,512,14573,68.835
1,6,12,5.24E+06,2048,13893,68.601
2,3,1,1.05E+08,512,9503.6,203.99
1,2,12,1.05E+08,512,20167,49.514
3,6,9,1.05E+08,2048,17092,179.91
3,2,6,5.24E+06,512,14041,217.99
2,6,1,1.05E+07,1024,10063,197.63
2,3,3,2.62E+05,512,11589,172.21
2,2,6,1.05E+08,2048,13623,150.31
1,6,9,1.05E+07,512,12990,72.943
1,2,3,1.05E+06,512,14327,67.328
1,1,6,1.05E+07,512,14290,68.155
2,6,12,1.05E+08,1024,15247,126.32
1,2,1,5.24E+06,2048,8056,124.54
1,1,3,2.62E+05,1024,12721,77.152
1,3,2,1.05E+07,2048,11772,82.358
3,1,2,5.24E+06,2048,11409,264.59
2,3,3,2.62E+05,2048,11877,167.73
1,6,3,1.05E+07,512,12366,76.828
3,6,2,1.05E+07,1024,11680,257.98
1,6,3,1.05E+08,2048,12814,76.921
1,3,2,5.24E+06,2048,11898,80.556
1,3,3,2.62E+05,1024,12095,79.646
2,3,2,1.05E+07,2048,11524,173.52
2,3,2,1.05E+08,1024,11801,170.98
1,2,2,1.05E+08,512,11123,88.986
2,3,3,2.62E+05,1024,11756,166.8
3,3,2,1.05E+06,1024,11461,271.83
3,2,9,5.24E+06,2048,15224,205.93
3,3,2,1.05E+06,512,11595,247.79
2,2,12,1.05E+08,2048,13906,143.74
2,3,12,1.05E+06,1024,14811,132.72
1,6,6,1.05E+08,2048,13254,73.818
2,2,2,1.05E+08,1024,12422,160.17
3,3,6,2.62E+05,512,15503,193.07
2,1,1,1.05E+08,2048,8123.5,249.53
2,6,3,5.24E+06,1024,12142,163.91
1,6,12,1.05E+06,512,14008,68.083
3,1,1,1.05E+07,1024,7926.8,378.11
1,2,9,2.62E+05,1024,19371,51.331
1,6,2,1.05E+07,2048,11751,82.42
2,2,2,1.05E+07,512,12446,161.59
1,1,9,2.62E+05,2048,14570,66.392
2,2,9,5.24E+06,1024,13579,145.34
1,3,2,5.24E+06,512,11317,84.692
1,3,9,2.62E+05,1024,13058,73.809
1,1,2,1.05E+06,1024,11009,90.522
2,2,9,1.05E+08,2048,14045,145.76
1,2,2,1.05E+08,2048,11455,83.516
3,3,3,1.05E+06,1024,13658,223.86
3,3,2,1.05E+07,1024,11650,263.14
2,2,12,1.05E+07,512,15329,137.4
3,2,6,1.05E+07,512,13983,214.56
