Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-
2,6,1,1.05E+06,2048,9551.3,197.83
2,1,12,1.05E+06,1024,14385,135.92
1,1,12,1.05E+08,1024,14557,66.947
2,6,12,1.05E+07,512,15587,129.74
3,1,2,1.05E+08,512,11367,268.87
3,1,1,1.05E+06,512,7896.7,383.13
2,3,2,1.05E+06,1024,11577,176.46
2,1,6,1.05E+06,512,12742,159.03
2,2,1,5.24E+06,2048,8458.9,238.33
1,1,2,1.05E+08,2048,10620,92.693
3,3,9,5.24E+06,512,16854,181.01
2,1,2,5.24E+06,1024,10934,180.51
1,1,1,2.62E+05,1024,9282.3,103.32
3,1,6,1.05E+08,1024,12052,258.38
1,1,3,1.05E+08,512,12503,80.717
3,2,12,1.05E+06,1024,15245,199.96
2,1,2,1.05E+07,1024,11572,173.7
1,2,3,5.24E+06,512,14573,68.835
1,6,12,5.24E+06,2048,13893,68.601
2,3,1,1.05E+08,512,9503.6,203.99
1,2,12,1.05E+08,512,20167,49.514
3,2,6,5.24E+06,512,14041,217.99
2,6,1,1.05E+07,1024,10063,197.63
2,3,3,2.62E+05,512,11589,172.21
2,2,6,1.05E+08,2048,13623,150.31
1,6,9,1.05E+07,512,12990,72.943
1,2,3,1.05E+06,512,14327,67.328
1,1,6,1.05E+07,512,14290,68.155
2,6,12,1.05E+08,1024,15247,126.32
1,2,1,5.24E+06,2048,8056,124.54
1,1,3,2.62E+05,1024,12721,77.152
1,3,2,1.05E+07,2048,11772,82.358
3,1,2,5.24E+06,2048,11409,264.59
2,3,3,2.62E+05,2048,11877,167.73
1,6,3,1.05E+07,512,12366,76.828
3,6,2,1.05E+07,1024,11680,257.98
1,6,3,1.05E+08,2048,12814,76.921
1,3,2,5.24E+06,2048,11898,80.556
1,3,3,2.62E+05,1024,12095,79.646
2,3,2,1.05E+07,2048,11524,173.52
2,3,2,1.05E+08,1024,11801,170.98
1,2,2,1.05E+08,512,11123,88.986
2,3,3,2.62E+05,1024,11756,166.8
3,3,2,1.05E+06,1024,11461,271.83
3,2,9,5.24E+06,2048,15224,205.93
3,3,2,1.05E+06,512,11595,247.79
2,2,12,1.05E+08,2048,13906,143.74
2,3,12,1.05E+06,1024,14811,132.72
1,6,6,1.05E+08,2048,13254,73.818
2,2,2,1.05E+08,1024,12422,160.17
3,3,6,2.62E+05,512,15503,193.07
2,1,1,1.05E+08,2048,8123.5,249.53
2,6,3,5.24E+06,1024,12142,163.91
1,6,12,1.05E+06,512,14008,68.083
3,1,1,1.05E+07,1024,7926.8,378.11
1,2,9,2.62E+05,1024,19371,51.331
1,6,2,1.05E+07,2048,11751,82.42
1,3,6,1.05E+08,512,12421,76.743
3,6,6,1.05E+08,2048,15767,199.75
3,2,3,1.05E+07,1024,12742,238.06
3,1,9,1.05E+08,512,11939,253.39
1,3,12,1.05E+06,512,13068,73.478
2,6,6,2.62E+05,1024,12864,149.1
1,2,1,1.05E+07,1024,8083.9,124.77
1,2,3,2.62E+05,512,14411,69.1
1,1,1,1.05E+07,512,9083.2,106.7
1,3,12,5.24E+06,1024,13625,71.588
3,3,3,1.05E+07,2048,13891,217.51
2,6,3,2.62E+05,512,11573,167.27
1,1,6,1.05E+08,2048,14702,65.645
2,2,2,2.62E+05,2048,12295,162.83
2,2,1,1.05E+08,512,8398.6,239.7
3,1,12,1.05E+06,512,12174,240.7
2,3,12,1.05E+08,1024,14757,132.54
2,3,1,1.05E+06,2048,9682.5,200.58
1,3,12,1.05E+08,512,13122,72.286
2,1,9,1.05E+08,512,13791,147.23
2,6,12,1.05E+08,2048,15578,127.42
2,3,1,1.05E+07,512,9422.9,211.82
1,6,1,1.05E+07,1024,8467.4,113.06
2,2,2,1.05E+07,2048,12346,165.31
3,1,1,2.62E+05,1024,7954.8,379.24
2,2,9,1.05E+08,512,13767,147.79
2,6,12,1.05E+07,2048,15139,131.67
3,3,1,1.05E+07,512,8024.9,380.96
3,1,12,2.62E+05,1024,12515,248.54
3,1,2,2.62E+05,1024,11360,266.53
3,1,2,5.24E+06,512,11617,259.13
3,1,12,1.05E+06,1024,12460,244.31
1,3,12,1.05E+07,1024,12962,72.683
1,3,12,1.05E+08,2048,13273,71.152
3,1,3,1.05E+07,1024,11795,259.26
1,2,9,5.24E+06,512,19541,50.401
2,6,6,1.05E+06,512,13087,151.11
2,6,3,1.05E+08,512,11706,165.69
2,3,9,1.05E+06,2048,14171,144.12
3,1,9,2.62E+05,2048,12150,243.51
1,3,12,2.62E+05,1024,12305,77.264
2,2,1,2.62E+05,512,8214.7,249.49
1,3,1,1.05E+07,1024,8529.4,112.96
2,1,3,5.24E+06,1024,11924,175.49
2,3,9,5.24E+06,2048,13800,142.73
2,1,6,5.24E+06,2048,12824,151.61
3,2,3,1.05E+07,512,12599,237.2
1,6,6,1.05E+08,512,13143,73.065
3,2,1,1.05E+07,2048,8407,366.26
1,1,2,1.05E+07,2048,10839,91.767
2,6,3,1.05E+08,1024,12007,165
2,2,9,1.05E+06,1024,13711,147.74
2,3,3,1.05E+06,2048,11688,165.08
1,1,12,5.24E+06,512,15059,63.972
3,3,12,1.05E+07,512,17364,176.14
2,3,9,1.05E+06,1024,14713,135.85
1,1,2,1.05E+07,1024,10793,92.613
1,3,2,2.62E+05,1024,11558,81.884
2,6,12,1.05E+06,1024,15471,125.77
2,1,9,1.05E+06,512,13293,143.77
2,6,2,1.05E+08,1024,11777,172.76
2,6,1,1.05E+08,1024,9745.7,201.18
2,2,2,5.24E+06,512,12476,163.99
1,2,6,1.05E+08,512,17083,57.549
3,1,2,1.05E+07,512,10925,274.27
3,6,9,1.05E+08,512,16954,184.92
1,3,9,1.05E+08,1024,12074,80.847
3,6,2,1.05E+06,512,11605,253.86
1,6,2,1.05E+06,512,12010,79.661
1,2,6,2.62E+05,2048,16825,60.046
1,2,12,1.05E+06,1024,19372,50.673
1,6,12,2.62E+05,512,13418,72.155
1,3,6,1.05E+07,2048,12302,77.046
3,6,3,1.05E+06,2048,13699,223.01
3,3,3,1.05E+06,2048,13652,221.59
3,6,3,2.62E+05,512,13634,219.15
1,3,9,5.24E+06,512,12303,76.528
2,1,3,1.05E+07,1024,12599,159.83
3,2,12,5.24E+06,1024,15855,191.91
2,3,6,1.05E+07,512,12551,153.7
3,2,6,1.05E+07,2048,13714,216.59
2,2,2,1.05E+07,1024,12247,158.94
1,2,12,1.05E+06,512,20495,49.017
2,6,6,5.24E+06,2048,13143,145.23
2,3,6,5.24E+06,512,12778,151.39
2,6,12,5.24E+06,512,15546,131.99
2,6,2,2.62E+05,2048,11493,169.03
3,2,2,5.24E+06,1024,11615,265.34
1,1,2,5.24E+06,512,10991,90.148
3,3,1,1.05E+06,2048,8363.8,373.86
1,2,1,1.05E+08,2048,7810.2,127.93
2,3,9,1.05E+07,512,13594,144.91
2,1,9,1.05E+07,512,13663,142.71
1,1,6,2.62E+05,1024,14178,68.567
3,6,1,2.62E+05,1024,8361.9,361.94
3,6,6,2.62E+05,2048,14967,204.87
2,3,3,5.24E+06,512,11835,167.86
2,6,9,1.05E+06,512,14163,146.22
2,3,9,5.24E+06,512,13944,138.31
1,1,6,1.05E+06,1024,14223,67.023
1,6,3,1.05E+06,512,12610,79.831
2,3,2,5.24E+06,512,11852,172.81
2,2,6,1.05E+07,2048,12322,153.88
1,2,1,2.62E+05,1024,7878.8,125.61
1,2,6,1.05E+07,1024,17130,60.02
1,1,1,1.05E+08,1024,9333.8,102.77
1,2,3,1.05E+08,1024,14210,68.822
1,6,9,1.05E+06,2048,13792,70.055
2,2,12,5.24E+06,512,14151,140.68
2,3,6,1.05E+08,2048,12534,154.19
1,3,1,1.05E+07,512,8305.2,115.51
3,3,1,1.05E+06,512,8207.4,373.63
1,6,1,5.24E+06,1024,8444.1,111.72
2,3,12,2.62E+05,2048,14306,137.43
2,1,3,2.62E+05,512,12317,162.45
3,2,12,2.62E+05,512,16022,191.65
1,1,6,5.24E+06,512,14672,66.689
3,3,3,1.05E+07,512,13359,231.07
1,3,3,5.24E+06,512,12141,79.583
2,6,2,1.05E+06,512,11758,168.51
3,6,6,1.05E+06,2048,15319,194.8
2,3,9,2.62E+05,1024,14045,139.91
2,3,9,2.62E+05,2048,13737,141.78
3,2,1,1.05E+06,1024,8198.2,378.6
1,2,6,1.05E+08,1024,17497,54.146
3,2,9,1.05E+06,2048,15161,202.01
2,1,9,5.24E+06,512,13962,144.94
1,3,12,2.62E+05,2048,12665,74.205
2,1,2,2.62E+05,2048,11195,179.17
1,2,2,2.62E+05,1024,11259,85.93
3,3,1,1.05E+07,2048,8511.6,360.37
1,2,2,1.05E+06,512,10718,89.321
2,6,1,1.05E+06,512,9912.1,195.05
2,1,3,1.05E+08,512,12561,159.21
1,1,12,2.62E+05,512,15337,64.027
3,6,3,1.05E+07,1024,14127,212.09
3,6,3,1.05E+08,512,14036,210.6
3,3,6,1.05E+06,2048,15403,205.09
